Step	Cached	Command	Outputs
truth-metaspades-individual-primary-catalog-to-truth-support-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-individual-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-individual-primary/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-individual-primary/tmp-catalog-to-truth-support --min-seq-id 0.95 -c 0.95 --cov-mode 2 --alignment-mode 3 --max-seqs 100 --threads 8	truth-audit/metaspades-individual-primary/catalog-to-truth-supportDB.index;truth-audit/metaspades-individual-primary/catalog-to-truth-supportDB.dbtype
truth-metaspades-individual-primary-createdb	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs createdb /workspace/wechat/Metagenome/data/raw/article34/work/catalogs/metaspades/individual-primary/representatives.faa /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-individual-primary/catalogDB	truth-audit/metaspades-individual-primary/catalogDB;truth-audit/metaspades-individual-primary/catalogDB.index
truth-metaspades-mix-primary-catalog-to-truth-recovery-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-mix-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-mix-primary/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-mix-primary/catalog-to-truth-recovery.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/metaspades-mix-primary/catalog-to-truth-recovery.tsv
truth-metaspades-mix-primary-catalog-to-truth-recovery-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-mix-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-mix-primary/catalog-to-truth-recoveryDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-mix-primary/tmp-catalog-to-truth-recovery --min-seq-id 0.95 -c 0.95 --cov-mode 1 --alignment-mode 3 --max-seqs 100 --threads 8	truth-audit/metaspades-mix-primary/catalog-to-truth-recoveryDB.index;truth-audit/metaspades-mix-primary/catalog-to-truth-recoveryDB.dbtype
truth-metaspades-mix-primary-catalog-to-truth-support-convertalis	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convertalis /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-mix-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-mix-primary/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-mix-primary/catalog-to-truth-support.tsv --format-output query,target,pident,alnlen,qcov,tcov,evalue,bits	truth-audit/metaspades-mix-primary/catalog-to-truth-support.tsv
truth-metaspades-mix-primary-catalog-to-truth-support-search	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs search /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-mix-primary/catalogDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-mix-primary/catalog-to-truth-supportDB /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-mix-primary/tmp-catalog-to-truth-support --min-seq-id 0.95 -c 0.95 --cov-mode 2 --alignment-mode 3 --max-seqs 100 --threads 8	truth-audit/metaspades-mix-primary/catalog-to-truth-supportDB.index;truth-audit/metaspades-mix-primary/catalog-to-truth-supportDB.dbtype
truth-metaspades-mix-primary-createdb	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs createdb /workspace/wechat/Metagenome/data/raw/article34/work/catalogs/metaspades/mix-primary/representatives.faa /workspace/wechat/Metagenome/data/raw/article34/work/truth-audit/metaspades-mix-primary/catalogDB	truth-audit/metaspades-mix-primary/catalogDB;truth-audit/metaspades-mix-primary/catalogDB.index
truth-nr-primary-cluster	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs cluster /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/clusterDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/tmp --min-seq-id 0.95 -c 0.95 --cov-mode 1 --cluster-mode 2 --alignment-mode 3 --threads 16	truth/nonredundant-primary/clusterDB.index;truth/nonredundant-primary/clusterDB.dbtype
truth-nr-primary-convert2fasta	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs convert2fasta /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/representativeDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/representatives.faa	truth/nonredundant-primary/representatives.faa
truth-nr-primary-createdb	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs createdb /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth.faa /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB	truth/nonredundant-primary/sequenceDB;truth/nonredundant-primary/sequenceDB.index
truth-nr-primary-createsubdb	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs createsubdb /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/clusterDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/representativeDB	truth/nonredundant-primary/representativeDB.index;truth/nonredundant-primary/representativeDB.dbtype
truth-nr-primary-createsubdb-headers	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs createsubdb /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/clusterDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB_h /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/representativeDB_h	truth/nonredundant-primary/representativeDB_h.index;truth/nonredundant-primary/representativeDB_h.dbtype
truth-nr-primary-createtsv	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/mmseqs createtsv /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/sequenceDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/clusterDB /workspace/wechat/Metagenome/data/raw/article34/work/truth/nonredundant-primary/membership.tsv	truth/nonredundant-primary/membership.tsv
