SeqName	Assembly	ReferenceLabel	ReferenceSequenceClass	OriginalHeader	LengthBp	SequenceSHA256
GCA_000007305.1|AE009950.1	GCA_000007305.1	Other replicon	Complete cellular replicon	GCA_000007305.1|AE009950.1 Pyrococcus furiosus DSM 3638, complete genome	1908256	34307cbb2b2f2fb8f64bc36c3581c4115347652ded46a343e1c68bb0cea9bdb2
GCA_000011105.1|BA000001.2	GCA_000011105.1	Other replicon	Complete cellular replicon	GCA_000011105.1|BA000001.2 Pyrococcus horikoshii OT3 DNA, complete genome	1738505	88d9ce262acf6479bd3ea6d9f87549f0b9f4f647a22bea3c2b894a96a544e073
GCA_000015985.1|CP000577.1	GCA_000015985.1	Other replicon	Complete cellular replicon	GCA_000015985.1|CP000577.1 Rhodobacter sphaeroides ATCC 17029 chromosome 1, complete sequence	3147721	4728ae0ed146e112a0c33117924abb7ffabb6263034fde34716301dd69256de8
GCA_000015985.1|CP000578.1	GCA_000015985.1	Other replicon	Complete cellular replicon	GCA_000015985.1|CP000578.1 Rhodobacter sphaeroides ATCC 17029 chromosome 2, complete sequence	1219053	6730e23fa0ec265fad1a5157fa0f19d2848fe0fa1c525ea5b2c1b885dce379d1
GCA_000015985.1|CP000579.1	GCA_000015985.1	Plasmid	GenBank-labelled plasmid	GCA_000015985.1|CP000579.1 Rhodobacter sphaeroides ATCC 17029 plasmid pRSPH01, complete sequence	122606	c8374334e166af27f36dd0e626ae614ae8595a0ca43acb85dfe598a9e676bd29
GCA_000196115.1|BX119912.1	GCA_000196115.1	Other replicon	Complete cellular replicon	GCA_000196115.1|BX119912.1 Rhodopirellula baltica SH 1 complete genome	7145576	44b2b6d0e176386f6f28932962daef889c6e06b08ddfd9905bf9e92b6876f0bd
GCA_000011965.2|CP000031.2	GCA_000011965.2	Other replicon	Complete cellular replicon	GCA_000011965.2|CP000031.2 Ruegeria pomeroyi DSS-3, complete genome	4109437	4f8e0f5d6ea7bbdd62c68cf895ba025b0a4bdbf0248128e66ce2ac1887dca1a4
GCA_000011965.2|CP000032.1	GCA_000011965.2	Plasmid	GenBank-labelled plasmid	GCA_000011965.2|CP000032.1 Ruegeria pomeroyi DSS-3 megaplasmid, complete sequence	491611	81b92e24a7801a081d7f2359e093afdb0f7be9024e22353352bb7a8cc446f029
GCA_000015865.1|CP000568.1	GCA_000015865.1	Other replicon	Complete cellular replicon	GCA_000015865.1|CP000568.1 Ruminiclostridium thermocellum ATCC 27405 chromosome, complete genome	3843301	8e77e6cc8d842a7a4ddce16c4b0ccafd17756f227f9ce316df7fec6c0b566909
GCA_000018265.1|CP000850.1	GCA_000018265.1	Other replicon	Complete cellular replicon	GCA_000018265.1|CP000850.1 Salinispora arenicola CNS-205, complete genome	5786361	e798ee58117295c042a7cc148561410ce4b7e165e8c2bf6a1e69fd89b301c47c
GCA_000016425.1|CP000667.1	GCA_000016425.1	Other replicon	Complete cellular replicon	GCA_000016425.1|CP000667.1 Salinispora tropica CNB-440, complete genome	5183331	9c7a159c9e4a4009dae3add8bfa3269f15b28eab23f1e1c88851d1d4ce82e35d
GCA_000017325.1|CP000753.1	GCA_000017325.1	Other replicon	Complete cellular replicon	GCA_000017325.1|CP000753.1 Shewanella baltica OS185, complete genome	5229686	b8e21a472d8abd3758659f755b74b48f7c3191801879760582b3b552a365f0eb
GCA_000017325.1|CP000754.1	GCA_000017325.1	Plasmid	GenBank-labelled plasmid	GCA_000017325.1|CP000754.1 Shewanella baltica OS185 plasmid pS18501, complete sequence	83224	bed123be149174a4036436604b898d8a5b746112a20ee49b954b2c008c5a6f9d
GCA_000021665.1|CP001252.1	GCA_000021665.1	Other replicon	Complete cellular replicon	GCA_000021665.1|CP001252.1 Shewanella baltica OS223, complete genome	5145902	925a8ae24c87458caf66cd2b7b62a157dfebd7795901eacb90993ec2e2c86ee8
GCA_000021665.1|CP001253.1	GCA_000021665.1	Plasmid	GenBank-labelled plasmid	GCA_000021665.1|CP001253.1 Shewanella baltica OS223 plasmid pS22301, complete sequence	88311	b7ec86da7d75bf455b5d61595ec6cd756fa13310e57694a38a042aa92e5ea0eb
GCA_000021665.1|CP001254.1	GCA_000021665.1	Plasmid	GenBank-labelled plasmid	GCA_000021665.1|CP001254.1 Shewanella baltica OS223 plasmid pS22302, complete sequence	65448	9c42a9de6e0f1c910388696df57f7f83c9aee380525089afe9596f6219a546a7
GCA_000021665.1|CP001255.1	GCA_000021665.1	Plasmid	GenBank-labelled plasmid	GCA_000021665.1|CP001255.1 Shewanella baltica OS223 plasmid pS22303, complete sequence	59223	f6382840d1f762fb835bccae1603e3f09be17b022316cfd653c7304f8da05a01
GCA_000016065.1|CP000606.1	GCA_000016065.1	Other replicon	Complete cellular replicon	GCA_000016065.1|CP000606.1 Shewanella loihica PV-4, complete genome	4602594	4288068a167c01233eb3c1dd3fa1f00f68256441d2d995bc3cf7d15184decb56
GCA_000013465.1|CP000255.1	GCA_000013465.1	Other replicon	Complete cellular replicon	GCA_000013465.1|CP000255.1 Staphylococcus aureus subsp. aureus USA300_FPR3757, complete genome	2872769	87c04eac47b3007bf2871b5513bf1558cbc7c5b0a8841fc10ed33d3076f60af5
GCA_000013465.1|CP000256.1	GCA_000013465.1	Plasmid	GenBank-labelled plasmid	GCA_000013465.1|CP000256.1 Staphylococcus aureus subsp. aureus USA300_FPR3757 plasmid pUSA01, complete sequence	3125	ae7080194e4ebeb85d6b2dcfcb528d8e6faedb3640fb75a9d7b20946ad2ee8e6
GCA_000013465.1|CP000257.1	GCA_000013465.1	Plasmid	GenBank-labelled plasmid	GCA_000013465.1|CP000257.1 Staphylococcus aureus subsp. aureus USA300_FPR3757 plasmid pUSA02, complete sequence	4439	a6909d971177d84ad242c44cf3b777b2aaf9d679ca47ff4cb5138bd96654520b
GCA_000013465.1|CP000258.1	GCA_000013465.1	Plasmid	GenBank-labelled plasmid	GCA_000013465.1|CP000258.1 Staphylococcus aureus subsp. aureus USA300_FPR3757 plasmid pUSA03, complete sequence	37136	ab8e9ef4ee792e3fd8a30341c5bf2b81af28e8996e02fb87840ae17411355c87
GCA_000007645.1|AE015929.1	GCA_000007645.1	Other replicon	Complete cellular replicon	GCA_000007645.1|AE015929.1 Staphylococcus epidermidis ATCC 12228, complete genome	2499279	35fe4063644f0e05ff5302b08893158040b973357e468b4db93aec7fcd91c4a0
GCA_000007645.1|AE015930.1	GCA_000007645.1	Plasmid	GenBank-labelled plasmid	GCA_000007645.1|AE015930.1 Staphylococcus epidermidis ATCC 12228 plasmid pSE-12228-01, complete sequence	4439	1b1302413efed989719925c00e53a9bc3340cd67579180ccec546f051d76bc8b
GCA_000007645.1|AE015931.1	GCA_000007645.1	Plasmid	GenBank-labelled plasmid	GCA_000007645.1|AE015931.1 Staphylococcus epidermidis ATCC 12228 plasmid pSE-12228-02, complete sequence	4679	fd225fcdeb8b4d6890f0dac5cc3a0c5546935a78a33e8e8bf41dc1186ddd5087
GCA_000007645.1|AE015932.1	GCA_000007645.1	Plasmid	GenBank-labelled plasmid	GCA_000007645.1|AE015932.1 Staphylococcus epidermidis ATCC 12228 plasmid pSE-12228-03, complete sequence	8007	91140a2c6e9b114c75bbaf8c2a4d17dedd98d19b067c87c679d172546fc0c396
GCA_000007645.1|AE015933.1	GCA_000007645.1	Plasmid	GenBank-labelled plasmid	GCA_000007645.1|AE015933.1 Staphylococcus epidermidis ATCC 12228 plasmid pSE-12228-04, complete sequence	17261	bfe329bc878971cbd8f2b55fa23143041f61c8f72f2ecdd7e7064ed15a27a191
GCA_000007645.1|AE015934.1	GCA_000007645.1	Plasmid	GenBank-labelled plasmid	GCA_000007645.1|AE015934.1 Staphylococcus epidermidis ATCC 12228 plasmid pSE-12228-05, complete sequence	24365	12ba83925f81cc100f7495a698e4d15d2c2ca28f2f2f74559ad6c1728462f0c7
GCA_000007645.1|AE015935.1	GCA_000007645.1	Plasmid	GenBank-labelled plasmid	GCA_000007645.1|AE015935.1 Staphylococcus epidermidis ATCC 12228 plasmid pSE-12228-06, complete sequence	6585	5f072ff3739244d21b8ea1dd4378ed4022815afffa65bc0c09956be5e388630a
GCA_000007265.1|AE009948.1	GCA_000007265.1	Other replicon	Complete cellular replicon	GCA_000007265.1|AE009948.1 Streptococcus agalactiae 2603V/R, complete genome	2160267	300ff2b07ab3ae49d3540bfc4175c1b3222b970f7ea6e2b96dd8f64353f786c4
GCA_000817065.1|CP007016.1	GCA_000817065.1	Other replicon	Complete cellular replicon	GCA_000817065.1|CP007016.1 Streptococcus mutans UA159-FR, complete genome	2031692	6476e4553743286a60fef643f8ae39370916b3a2c4d6a9c25ed9326f0af32e03
GCA_000011205.1|BA000023.2	GCA_000011205.1	Other replicon	Complete cellular replicon	GCA_000011205.1|BA000023.2 Sulfolobus tokodaii str. 7 DNA, complete genome	2694756	d79871ee1952d51f87bdec3b04d0ccd563a18e2dc5c13c0c1ac136204accdadd
GCA_000020325.1|CP001080.1	GCA_000020325.1	Other replicon	Complete cellular replicon	GCA_000020325.1|CP001080.1 Sulfurihydrogenibium sp. YO3AOP1, complete genome	1838442	648b6f399c51b5625ab9ecf2b1790a846e0c594c71902a6a5ec6da50308ba393
GCA_000019085.1|CP000924.1	GCA_000019085.1	Other replicon	Complete cellular replicon	GCA_000019085.1|CP000924.1 Thermoanaerobacter pseudethanolicus ATCC 33223, complete genome	2362816	1cc4ff112441c5c2b7754f1a1f235582bd50c457a71f6b28b0f187b036efa272
GCA_000018945.1|CP000916.1	GCA_000018945.1	Other replicon	Complete cellular replicon	GCA_000018945.1|CP000916.1 Thermotoga neapolitana DSM 4359, complete genome	1884562	8ef9f2ad740553e4948bda38c2ddcb3a69909ce9fc43d9cdb9a27ae8dc8568eb
GCA_000016785.1|CP000702.1	GCA_000016785.1	Other replicon	Complete cellular replicon	GCA_000016785.1|CP000702.1 Thermotoga petrophila RKU-1, complete genome	1823511	3dc02bb4da9e2a1150ad87f19b55194b3125a51f89ebca3610e0fab08f7a3047
GCA_000008185.1|AE017226.1	GCA_000008185.1	Other replicon	Complete cellular replicon	GCA_000008185.1|AE017226.1 Treponema denticola ATCC 35405, complete genome	2843201	4909b8e8870d918be703aa9b81c84d3062fac7030cbe68a48dd7b504b5ceff97
GCA_000196135.1|BX571656.1	GCA_000196135.1	Other replicon	Complete cellular replicon	GCA_000196135.1|BX571656.1 Wolinella succinogenes DSM 1740, complete genome	2110355	0506e4d55958aee13db2495359da47feb855efd628f213a12a882850e7bb3eff
