sample	hotspring	hotspring_common_name	region	broad_region	broad_region_short	in_yellowstone	latitude	longitude	date	year	datetime	sequencing_batch	pH	temperature	conductivity	temperature_regime	type	is_hotspring	sequencing_platform	metagenome_SRR	metagenome_SAMN	mean_quality_R1	mean_quality_R2	raw_Nsequences	filtered_Nsequences	metagenome2MAG_read_recruitment_rate	hotspring.year	max_concurrent_hotspring_temperature	max_hotspring_temperature
AB07.3.1	AB07		Borax Lake	Alvord Desert	ALV	no	42.333274	-118.60332	2023.09.12	2023	2023.09.12 09:45	2	7.29	50.20	2.24	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674982	SAMN47273826	36.142	36.228	27501804	18429530	0.15082	AB07.2023	50.2	56.3
AB07.3.2	AB07		Borax Lake	Alvord Desert	ALV	no	42.333252	-118.60333	2023.09.12	2023	2023.09.12 09:50	2	7.28	49.90	2.24	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674981	SAMN47273827	36.084	36.759	44936331	32438397	0.134565	AB07.2023	50.2	56.3
AB08.3.2	AB08		Borax Lake	Alvord Desert	ALV	no	42.333984	-118.60303	2023.09.12	2023	2023.09.12 08:29	2	8.14	53.70	NA	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674980	SAMN47273829	36.234	36.687	27379736	19286383	0.09048	AB08.2023	54	90
AB08.3.3	AB08		Borax Lake	Alvord Desert	ALV	no	42.333994	-118.60299	2023.09.12	2023	2023.09.12 09:03	2	8.17	50.90	NA	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674979	SAMN47273830	35.648	36.782	28582735	19131922	0.13455	AB08.2023	54	90
AB08.3.4	AB08		Borax Lake	Alvord Desert	ALV	no	42.333972	-118.60292	2023.09.12	2023	2023.09.12 09:10	2	8.12	54.00	NA	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674978	SAMN47273831	36.111	36.132	33866493	22469861	0.110815	AB08.2023	54	90
AB09.3.1	AB09		Borax Lake	Alvord Desert	ALV	no	42.334173	-118.60305	2023.09.12	2023	2023.09.12 07:33	2	7.91	61.80	2.34	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674977	SAMN47273832	36.028	36.737	31780562	22901640	0.082555	AB09.2023	61.8	61.8
AB09.3.2	AB09		Borax Lake	Alvord Desert	ALV	no	42.334148	-118.60301	2023.09.12	2023	2023.09.12 07:50	2	7.53	42.30	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674976	SAMN47273833	36.142	36.223	25520085	17224233	0.06528	AB09.2023	61.8	61.8
AB11A.3.1	AB11		Borax Lake	Alvord Desert	ALV	no	42.334619	-118.60286	2023.09.11	2023	2023.09.11 12:19	2	7.18	55.10	2.35	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674974	SAMN47273834	36.104	35.746	29236562	18670243	0.17976	AB11.2023	89.9	89.9
AB11B.3.1	AB11		Borax Lake	Alvord Desert	ALV	no	42.334646	-118.60291	2023.09.11	2023	2023.09.11 12:29	2	7.22	57.90	2.38	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674973	SAMN47273835	36.165	36.368	34951920	23966417	0.07551	AB11.2023	89.9	89.9
AB11C.3.1	AB11		Borax Lake	Alvord Desert	ALV	no	42.334673	-118.60289	2023.09.11	2023	2023.09.11 13:08	2	7.32	72.20	2.38	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674972	SAMN47273836	36.376	36.528	34866488	24043880	0.05158	AB11.2023	89.9	89.9
AB11D.3.1	AB11		Borax Lake	Alvord Desert	ALV	no	42.334763	-118.60292	2023.09.11	2023	2023.09.11 13:18	2	7.24	74.20	2.43	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674971	SAMN47273837	35.959	36.345	33717096	22098214	0.073115	AB11.2023	89.9	89.9
AB11E.3.1	AB11		Borax Lake	Alvord Desert	ALV	no	42.334768	-118.60279	2023.09.11	2023	2023.09.11 13:50	2	7.07	89.90	2.33	80_100	sediment	yes	Illumina NovaSeq X Plus	SRR32674970	SAMN47273838	36.361	36.336	33910067	22556492	0.131245	AB11.2023	89.9	89.9
AB11F.3.1	AB11		Borax Lake	Alvord Desert	ALV	no	42.334799	-118.60293	2023.09.11	2023	2023.09.11 14:30	2	7.1	73.00	2.38	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674969	SAMN47273839	36.164	36.701	33403303	23748728	0.043735	AB11.2023	89.9	89.9
AB20.3.1	AB20		Borax Lake	Alvord Desert	ALV	no	42.326668	-118.60392	2023.09.12	2023	2023.09.12 18:22	2	6.76	26.00	3.2	below_30	mud	yes	Illumina NovaSeq X Plus	SRR32674936	SAMN47273840	35.852	36.809	31327064	22465596	0.237315	AB20.2023	26	27.5
AB22.3.1	AB22		Borax Lake	Alvord Desert	ALV	no	42.329756	-118.60396	2023.09.13	2023	2023.09.13 09:05	2	6.8	86.20	2.39	80_100	mat	yes	Illumina NovaSeq X Plus	SRR32674935	SAMN47273841	36.052	36.451	30130457	20943040	0.096615	AB22.2023	86.2	86.2
AB22.3.2	AB22		Borax Lake	Alvord Desert	ALV	no	42.329756	-118.60397	2023.09.13	2023	2023.09.13 09:16	2	6.78	55.30	2.41	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674934	SAMN47273842	36.093	36.292	31863934	21647058	0.11818	AB22.2023	86.2	86.2
AB22.3.3	AB22		Borax Lake	Alvord Desert	ALV	no	42.329768	-118.60395	2023.09.13	2023	2023.09.13 09:25	2	6.76	33.70	2.4	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674933	SAMN47273843	36.096	36.31	30855900	20936948	0.17709	AB22.2023	86.2	86.2
AB22.3.4	AB22		Borax Lake	Alvord Desert	ALV	no	42.330108	-118.60391	2023.09.13	2023	2023.09.13 09:35	2	6.77	23.40	NA	below_30	mat	yes	Illumina NovaSeq X Plus	SRR32674931	SAMN47273844	35.399	36.677	3132719	2243575	0.05963	AB22.2023	86.2	86.2
AB22.3.5	AB22		Borax Lake	Alvord Desert	ALV	no	42.330096	-118.60389	2023.09.13	2023	2023.09.13 09:46	2	6.77	45.70	2.3	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674930	SAMN47273845	35.74	36.434	36002316	25407541	0.1153	AB22.2023	86.2	86.2
AB31.3.1	AB31		Borax Lake	Alvord Desert	ALV	no	42.333215	-118.60334	2023.09.12	2023	2023.09.12 10:20	2	7.94	66.80	2.33	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674929	SAMN47273846	36.039	36.888	46987574	33835719	0.106345	AB31.2023	66.8	75.3
AB32.3.1	AB32		Borax Lake	Alvord Desert	ALV	no	42.333206	-118.60328	2023.09.12	2023	2023.09.12 10:33	2	6.93	72.50	2.19	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674928	SAMN47273847	36.198	36.502	32227376	22113495	0.090605	AB32.2023	72.5	72.5
AB35.3.1	AB35	Borax Lake	Borax Lake	Alvord Desert	ALV	no	42.326912	-118.60386	2023.09.12	2023	2023.09.12 17:41	2	6.76	34.10	2.45	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674927	SAMN47273848	36.208	36.376	27562308	18931551	0.069525	AB35.2023	36.5	36.5
AB35.3.2	AB35	Borax Lake	Borax Lake	Alvord Desert	ALV	no	42.327438	-118.60428	2023.09.12	2023	2023.09.12 17:53	2	6.76	36.50	2.45	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674926	SAMN47273849	35.68	36.778	29970598	20799566	0.043675	AB35.2023	36.5	36.5
AM01.3.1	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352582	-119.21765	2023.09.14	2023	2023.09.14 08:07	2	6.78	52.40	0.4017	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674925	SAMN47273850	36.068	36.657	32554937	23050499	0.124935	AM01.2023	52.4	56
AM01.3.2	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352567	-119.21766	2023.09.14	2023	2023.09.14 08:31	2	6.78	50.80	NA	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674924	SAMN47273851	35.975	37.111	31413372	23008892	0.07525	AM01.2023	52.4	56
AM01.3.3	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352507	-119.21764	2023.09.14	2023	2023.09.14 09:02	2	6.78	52.40	0.3997	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674923	SAMN47273852	36.067	36.2	31162274	21197384	0.108475	AM01.2023	52.4	56
AM01.3.4	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352567	-119.21759	2023.09.14	2023	2023.09.14 09:10	2	6.78	52.20	0.4018	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674922	SAMN47273853	36.249	36.583	30328782	21292011	0.177155	AM01.2023	52.4	56
AM01.3.5	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352542	-119.21753	2023.09.14	2023	2023.09.14 09:52	2	6.78	51.80	0.4018	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674920	SAMN47273854	36.095	36.398	31970020	21992577	0.13074	AM01.2023	52.4	56
AM01.3.6	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352555	-119.21748	2023.09.14	2023	2023.09.14 10:01	2	6.77	47.50	0.3988	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674919	SAMN47273855	35.914	36.586	38937684	27226972	0.13758	AM01.2023	52.4	56
AM01.3.7	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352438	-119.21738	2023.09.14	2023	2023.09.14 10:05	2	6.78	50.00	0.4024	50_70	filaments	yes	Illumina NovaSeq X Plus	SRR32674918	SAMN47273856	36	36.229	21563957	14508860	0.16444	AM01.2023	52.4	56
AM01.3.8	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352313	-119.2172	2023.09.14	2023	2023.09.14 10:20	2	6.77	48.40	0.4015	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674917	SAMN47273857	36.036	36.612	36858162	25288915	0.13083	AM01.2023	52.4	56
AM02.3.1	AM02		Soldier Meadows	Black Rock Desert	BLR	no	41.357059	-119.18902	2023.09.14	2023	2023.09.14 14:26	2	6.78	56.70	0.4045	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674916	SAMN47273858	36.127	36.53	28055578	19705087	0.148935	AM02.2023	56.7	58.6
AM02.3.2	AM02		Soldier Meadows	Black Rock Desert	BLR	no	41.357013	-119.18909	2023.09.14	2023	2023.09.14 15:04	2	6.75	56.50	0.4058	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674915	SAMN47273859	36.129	36.317	36416902	24459254	0.08295	AM02.2023	56.7	58.6
AM02.3.3	AM02		Soldier Meadows	Black Rock Desert	BLR	no	41.357012	-119.18906	2023.09.14	2023	2023.09.14 15:31	2	6.78	56.20	0.4069	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674914	SAMN47273860	35.993	36.62	31273099	21584664	0.13817	AM02.2023	56.7	58.6
AM02.3.4	AM02		Soldier Meadows	Black Rock Desert	BLR	no	41.356988	-119.18904	2023.09.14	2023	2023.09.14 15:45	2	6.78	55.70	0.4068	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674913	SAMN47273861	36.076	36.505	31617998	21926990	0.154195	AM02.2023	56.7	58.6
AM02.3.5	AM02		Soldier Meadows	Black Rock Desert	BLR	no	41.356978	-119.18902	2023.09.14	2023	2023.09.14 15:53	2	6.78	52.70	0.405	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674912	SAMN47273862	36.072	36.56	32294122	22414339	0.13214	AM02.2023	56.7	58.6
AM02.3.6	AM02		Soldier Meadows	Black Rock Desert	BLR	no	41.356956	-119.18895	2023.09.14	2023	2023.09.14 16:25	2	6.78	55.20	0.4074	50_70	mat_and_filaments	yes	Illumina NovaSeq X Plus	SRR32674911	SAMN47273863	35.875	36.668	41791931	28531401	0.18178	AM02.2023	56.7	58.6
AM02.3.7	AM02		Soldier Meadows	Black Rock Desert	BLR	no	41.35665	-119.18879	2023.09.14	2023	2023.09.14 16:30	2	6.77	44.90	0.405	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674909	SAMN47273864	36.066	36.637	27837513	19615354	0.133875	AM02.2023	56.7	58.6
AM02.3.8	AM02		Soldier Meadows	Black Rock Desert	BLR	no	41.356539	-119.18879	2023.09.14	2023	2023.09.14 16:45	2	6.78	52.10	0.407	50_70	filaments	yes	Illumina NovaSeq X Plus	SRR32674908	SAMN47273865	36.253	36.639	37535280	26393609	0.171185	AM02.2023	56.7	58.6
AR01A.3.1	AR01	Double Hot Springs	Black Rock Desert	Black Rock Desert	BLR	no	41.050958	-119.02651	2023.09.15	2023	2023.09.15 15:41	2	6.79	74.60	0.985	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674907	SAMN47273866	36.202	36.573	34501747	23779681	0.054115	AR01.2023	86.5	86.5
AR01B.3.1	AR01	Double Hot Springs	Black Rock Desert	Black Rock Desert	BLR	no	41.050898	-119.02636	2023.09.15	2023	2023.09.15 15:57	2	7.8	86.50	1.126	80_100	mat	yes	Illumina NovaSeq X Plus	SRR32674906	SAMN47273867	36.269	36.32	38405563	25736566	0.073575	AR01.2023	86.5	86.5
AR01C.3.1	AR01	Double Hot Springs	Black Rock Desert	Black Rock Desert	BLR	no	41.050847	-119.0264	2023.09.15	2023	2023.09.15 16:16	2	6.8	81.30	1.044	80_100	mat	yes	Illumina NovaSeq X Plus	SRR32674905	SAMN47273868	36.172	36.452	33735152	23496805	0.15425	AR01.2023	86.5	86.5
AR01D.3.1	AR01	Double Hot Springs	Black Rock Desert	Black Rock Desert	BLR	no	41.05086	-119.02632	2023.09.15	2023	2023.09.15 16:39	2	6.79	80.50	1.049	80_100	mat	yes	Illumina NovaSeq X Plus	SRR32674872	SAMN47273869	36.019	36.216	30854689	20811238	0.199085	AR01.2023	86.5	86.5
AR10.3.1	AR10	Black Rock Hot Springs	Black Rock Desert	Black Rock Desert	BLR	no	40.973806	-119.00813	2023.09.15	2023	2023.09.15 09:12	2	6.77	45.30	2.23	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674871	SAMN47273870	35.975	36.607	37321704	26331284	0.15236	AR10.2023	45.6	49.6
AR10.3.2	AR10	Black Rock Hot Springs	Black Rock Desert	Black Rock Desert	BLR	no	40.973816	-119.00805	2023.09.15	2023	2023.09.15 09:29	2	6.77	45.60	2.25	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674870	SAMN47273871	36.075	36.675	39635377	28564365	0.154315	AR10.2023	45.6	49.6
AR10.3.3	AR10	Black Rock Hot Springs	Black Rock Desert	Black Rock Desert	BLR	no	40.973904	-119.00809	2023.09.15	2023	2023.09.15 09:46	2	6.77	44.30	2.25	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674869	SAMN47273872	36.122	36.633	32435874	23243285	0.14907	AR10.2023	45.6	49.6
AR10.3.4	AR10	Black Rock Hot Springs	Black Rock Desert	Black Rock Desert	BLR	no	40.973758	-119.00835	2023.09.15	2023	2023.09.15 10:30	2	6.77	42.80	2.25	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674868	SAMN47273873	35.346	37.013	32496778	20832584	0.228215	AR10.2023	45.6	49.6
AR10.3.5	AR10	Black Rock Hot Springs	Black Rock Desert	Black Rock Desert	BLR	no	40.973734	-119.00828	2023.09.15	2023	2023.09.15 10:41	2	6.77	42.20	2.26	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674866	SAMN47273874	35.872	36.65	30923574	21304342	0.219855	AR10.2023	45.6	49.6
AW01.3.1	AW01		Buffalo Valley/Winnemucca	Great Basin Desert	GBD	no	40.367218	-117.32502	2023.08.06	2023	2023.08.06 08:37	2	6.66	55.60	1.601	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674865	SAMN47273875	36.106	36.612	35778846	25352989	0.194935	AW01.2023	55.6	55.6
AW01.3.2	AW01		Buffalo Valley/Winnemucca	Great Basin Desert	GBD	no	40.367228	-117.32491	2023.08.06	2023	2023.08.06 09:28	2	6.68	50.40	1.582	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674864	SAMN47273876	36.019	36.673	29697912	21291990	0.16829	AW01.2023	55.6	55.6
AW03.3.1	AW03		Buffalo Valley/Winnemucca	Great Basin Desert	GBD	no	40.367968	-117.32559	2023.08.06	2023	2023.08.06 10:28	2	7.13	28.80	1.719	below_30	mat	yes	Illumina NovaSeq X Plus	SRR32674863	SAMN47273877	35.696	36.878	39232458	29363059	0.00816	AW03.2023	28.8	28.8
AY01.3.1	AY01		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517172	-110.82279	2023.08.28	2023	2023.08.28 09:08	2	7.5	19.40	1.861	below_30	mat	yes	Illumina NovaSeq X Plus	SRR32674862	SAMN47273878	35.349	36.771	5156158	3641254	0.054295	AY01.2023	67.4	70.4
AY01.3.2	AY01		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.51717	-110.82298	2023.08.28	2023	2023.08.28 09:16	2	8.34	66.50	1.906	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674861	SAMN47273879	35.914	36.339	25534178	16933472	0.068855	AY01.2023	67.4	70.4
AY01.3.3	AY01		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517173	-110.82311	2023.08.28	2023	2023.08.28 09:31	2	8.46	67.40	1.936	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674860	SAMN47273880	36.098	35.706	28897697	17976638	0.07695	AY01.2023	67.4	70.4
AY01.3.4	AY01		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517132	-110.82331	2023.08.28	2023	2023.08.28 09:43	2	8.87	47.30	1.926	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674859	SAMN47273881	36.094	36.621	29952636	21147878	0.080625	AY01.2023	67.4	70.4
AY01.3.5	AY01		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517208	-110.82344	2023.08.28	2023	2023.08.28 10:29	2	8.63	56.70	1.937	50_70	mat_and_fillaments	yes	Illumina NovaSeq X Plus	SRR32674858	SAMN47273882	35.958	36.552	31443573	21794518	0.07985	AY01.2023	67.4	70.4
AY01.3.6	AY01		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517211	-110.82327	2023.08.28	2023	2023.08.28 10:43	2	8.45	64.30	1.941	50_70	mat_and_fillaments	yes	Illumina NovaSeq X Plus	SRR32674857	SAMN47273883	36.173	36.419	33405256	22891328	0.086905	AY01.2023	67.4	70.4
AY01.3.8	AY01		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517261	-110.82271	2023.08.28	2023	2023.08.28 11:11	2	9.03	26.50	NA	below_30	mat	yes	Illumina NovaSeq X Plus	SRR32674854	SAMN47273885	35.619	36.466	19467190	13288359	0.0348	AY01.2023	67.4	70.4
AY02.3.1	AY02		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517029	-110.81663	2023.08.31	2023	2023.08.31 12:05	2	8.83	57.90	1.457	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674853	SAMN47273886	36.148	36.394	39034472	26810406	0.14742	AY02.2023	58	60.1
AY02.3.2	AY02		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.516981	-110.81671	2023.08.31	2023	2023.08.31 12:17	2	8.82	58.00	1.463	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674852	SAMN47273887	35.949	36.039	26368574	17200448	0.12062	AY02.2023	58	60.1
AY02.3.3	AY02		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.51702	-110.81681	2023.08.31	2023	2023.08.31 12:30	2	8.84	57.50	1.465	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674851	SAMN47273888	36.045	36.595	40362356	27685988	0.144255	AY02.2023	58	60.1
AY02.3.4	AY02		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.517085	-110.81688	2023.08.31	2023	2023.08.31 12:46	2	8.82	57.40	1.446	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674850	SAMN47273889	36.156	36.34	43334303	29336739	0.13332	AY02.2023	58	60.1
AY02.3.5	AY02		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.51701	-110.81707	2023.08.31	2023	2023.08.31 12:58	2	9.44	31.80	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674849	SAMN47273890	35.997	36.062	32854936	21627558	0.122615	AY02.2023	58	60.1
AY02.3.6	AY02		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.516968	-110.81719	2023.08.31	2023	2023.08.31 13:11	2	8.88	55.60	1.462	50_70	mat_and_fillaments	yes	Illumina NovaSeq X Plus	SRR32674848	SAMN47273891	35.862	36.439	38712845	25017368	0.15291	AY02.2023	58	60.1
AY03.3.10	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.520856	-110.81203	2023.08.28	2023	2023.08.28 16:38	2	9.4	66.20	2.13	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674847	SAMN47273893	36.206	36.609	38405024	27367938	0.079615	AY03.2023	83.9	90
AY03.3.2	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521381	-110.81187	2023.08.28	2023	2023.08.28 14:58	2	9.38	75.30	2.21	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674846	SAMN47273894	36.193	36.431	36637558	24590761	0.07596	AY03.2023	83.9	90
AY03.3.3	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.52132	-110.81191	2023.08.28	2023	2023.08.28 15:08	2	9.54	63.70	2.15	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674845	SAMN47273895	36.199	36.533	36004922	25025777	0.10134	AY03.2023	83.9	90
AY03.3.4	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.52119	-110.81199	2023.08.28	2023	2023.08.28 15:16	2	9.47	68.80	2.12	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674843	SAMN47273896	36.209	36.438	33298242	22563095	0.079885	AY03.2023	83.9	90
AY03.3.5	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521122	-110.81203	2023.08.28	2023	2023.08.28 15:25	2	9.45	68.00	2.07	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674842	SAMN47273897	36.243	36.234	30096494	19995613	0.074915	AY03.2023	83.9	90
AY03.3.6	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.52118	-110.81172	2023.08.28	2023	2023.08.28 16:00	2	9.25	83.90	2.12	80_100	sediment	yes	Illumina NovaSeq X Plus	SRR32674841	SAMN47273898	35.406	37.837	56179228	47950244	0.323605	AY03.2023	83.9	90
AY03.3.7	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521082	-110.81195	2023.08.28	2023	2023.08.28 16:12	2	9.36	69.60	NA	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674968	SAMN47273899	36.031	36.404	29289272	19565029	0.07081	AY03.2023	83.9	90
AY03.3.8	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.520977	-110.81197	2023.08.28	2023	2023.08.28 16:22	2	9.34	69.90	2.16	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674967	SAMN47273900	36.164	36.651	34226312	24467894	0.07964	AY03.2023	83.9	90
AY03.3.9	AY03	Rabbit Creek Source Pool	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.520899	-110.81198	2023.08.28	2023	2023.08.28 16:29	2	9.72	45.40	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674966	SAMN47273901	35.977	36.313	30026984	19758329	0.119505	AY03.2023	83.9	90
AY04.3.1	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522467	-110.81305	2023.08.29	2023	2023.08.29 13:07	2	9.06	59.60	1.88	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674965	SAMN47273902	36.028	36.597	34689685	23694681	0.10065	AY04.2023	59.6	74.8
AY04.3.2	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522407	-110.81296	2023.08.29	2023	2023.08.29 13:21	2	9.04	58.80	1.881	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674964	SAMN47273903	36.27	36.445	39259123	26961395	0.09844	AY04.2023	59.6	74.8
AY04.3.3	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522367	-110.81307	2023.08.29	2023	2023.08.29 13:31	2	9.06	57.00	1.849	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674963	SAMN47273904	36.249	36.524	36984405	25560375	0.08335	AY04.2023	59.6	74.8
AY04.3.4	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522355	-110.81301	2023.08.29	2023	2023.08.29 13:38	2	9.11	51.30	1.928	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674962	SAMN47273905	35.901	36.048	11714176	7532556	0.087195	AY04.2023	59.6	74.8
AY04.3.5	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522391	-110.81315	2023.08.29	2023	2023.08.29 13:47	2	9.17	51.70	1.857	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674960	SAMN47273906	35.739	36.831	35344247	24194530	0.081775	AY04.2023	59.6	74.8
AY04.3.6	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522322	-110.81307	2023.08.29	2023	2023.08.29 13:59	2	9.14	51.80	1.883	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674959	SAMN47273907	36.201	36.642	31831960	22529346	0.089385	AY04.2023	59.6	74.8
AY04.3.7	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522477	-110.81311	2023.08.29	2023	2023.08.29 14:11	2	9.02	56.30	1.835	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674958	SAMN47273908	36.155	36.387	36517058	25001335	0.08096	AY04.2023	59.6	74.8
AY04.3.8	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522439	-110.8132	2023.08.29	2023	2023.08.29 14:20	2	9.28	47.30	1.86	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674957	SAMN47273909	36.12	36.4	28722202	19613845	0.095625	AY04.2023	59.6	74.8
AY05.3.1	AY05		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.481793	-110.85065	2023.08.31	2023	2023.08.31 07:53	2	8.89	68.00	2.21	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674956	SAMN47273910	36.179	36.663	35536670	25361458	0.08077	AY05.2023	68.1	74.5
AY05.3.2	AY05		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.481783	-110.85104	2023.08.31	2023	2023.08.31 08:09	2	8.85	68.10	2.24	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674955	SAMN47273911	36.101	36.361	40339936	27393603	0.071955	AY05.2023	68.1	74.5
AY05.3.3	AY05		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.481976	-110.85109	2023.08.31	2023	2023.08.31 08:24	2	9.21	30.80	2.25	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674954	SAMN47273912	35.761	36.748	33884982	23376058	0.13644	AY05.2023	68.1	74.5
AY05.3.4	AY05		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.481995	-110.85101	2023.08.31	2023	2023.08.31 08:39	2	8.98	48.60	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674953	SAMN47273913	36.14	35.835	32164256	21490166	0.08782	AY05.2023	68.1	74.5
