ReferenceID	Species	DomainTruth	SourceFile	SourceHeader	LengthBp
ZYMOV2|Cryptococcus_neoformans|00152|35284	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35284 37809 243457 30751-,...,30413+	37809
ZYMOV2|Cryptococcus_neoformans|00153|34637	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34637 37614 483927 21637+,...,6762+	37614
ZYMOV2|Cryptococcus_neoformans|00154|35792	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35792 37340 241240 30616+,...,30374-	37340
ZYMOV2|Cryptococcus_neoformans|00155|35051	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35051 37203 251251 29589-,...,14778-	37203
ZYMOV2|Cryptococcus_neoformans|00156|33712	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33712 36972 238064 1470+,...,31499-	36972
ZYMOV2|Cryptococcus_neoformans|00157|34977	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34977 36875 465681 28811-,...,8053-	36875
ZYMOV2|Cryptococcus_neoformans|00158|35416	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35416 36844 262857 31425+,...,31101+	36844
ZYMOV2|Cryptococcus_neoformans|00159|34850	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34850 36690 425237 26036+,...,10484+	36690
ZYMOV2|Cryptococcus_neoformans|00160|35713	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35713 36677 445601 32818+,3804+	36677
ZYMOV2|Cryptococcus_neoformans|00161|35664	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35664 36623 232314 32613+,...,30986+	36623
ZYMOV2|Cryptococcus_neoformans|00162|35576	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35576 36607 230975 32215+,...,31484-	36607
ZYMOV2|Cryptococcus_neoformans|00163|35561	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35561 36590 232289 32155-,...,31522-	36590
ZYMOV2|Cryptococcus_neoformans|00164|35698	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35698 36478 229998 32764-,...,1981-	36478
ZYMOV2|Cryptococcus_neoformans|00165|34957	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34957 36162 470273 28475+,...,31586+	36162
ZYMOV2|Cryptococcus_neoformans|00166|34614	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34614 36099 450294 21239+,...,7387+	36099
ZYMOV2|Cryptococcus_neoformans|00167|35317	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35317 36083 465895 30957-,...,23567-	36083
ZYMOV2|Cryptococcus_neoformans|00168|35091	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35091 35986 413054 29734+,...,31114+	35986
ZYMOV2|Cryptococcus_neoformans|00169|35119	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35119 35861 231260 29894-,...,30376-	35861
ZYMOV2|Cryptococcus_neoformans|00170|35219	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35219 35789 235509 30422-,...,26772-	35789
ZYMOV2|Cryptococcus_neoformans|00171|33951	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33951 35762 409014 6614+,...,9128+	35762
ZYMOV2|Cryptococcus_neoformans|00172|34050	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34050 35526 234036 8910+,...,32741+	35526
ZYMOV2|Cryptococcus_neoformans|00173|34921	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34921 35304 226552 27654-,...,15496+	35304
ZYMOV2|Cryptococcus_neoformans|00174|33708	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33708 35174 242865 1417+,...,15763+	35174
ZYMOV2|Cryptococcus_neoformans|00175|34689	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34689 35128 232178 22591+,...,31920+	35128
ZYMOV2|Cryptococcus_neoformans|00176|34404	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34404 35108 230048 16540-,...,20920+	35108
ZYMOV2|Cryptococcus_neoformans|00177|35309	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35309 35054 232578 30905+,...,30474-	35054
ZYMOV2|Cryptococcus_neoformans|00178|34947	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34947 34966 463669 28317+,...,6443+	34966
ZYMOV2|Cryptococcus_neoformans|00179|35502	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35502 34945 490694 31860-,...,8640-	34945
ZYMOV2|Cryptococcus_neoformans|00180|35598	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35598 34923 229702 32335-,...,30825-	34923
ZYMOV2|Cryptococcus_neoformans|00181|35085	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35085 34907 225564 29716-,...,7897+	34907
ZYMOV2|Cryptococcus_neoformans|00182|35802	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35802 34829 223833 30746+,...,18498+	34829
ZYMOV2|Cryptococcus_neoformans|00183|33766	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33766 34814 444584 2733+,30957-	34814
ZYMOV2|Cryptococcus_neoformans|00184|34007	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34007 34768 227937 7953-,...,28498+	34768
ZYMOV2|Cryptococcus_neoformans|00185|34389	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34389 34651 773581 16160+,12090+	34651
ZYMOV2|Cryptococcus_neoformans|00186|35711	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35711 34638 228120 32807+,...,30198-	34638
ZYMOV2|Cryptococcus_neoformans|00187|34270	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34270 34633 447385 13562+,...,24038+	34633
ZYMOV2|Cryptococcus_neoformans|00188|34121	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34121 34573 228580 10059+,...,30821-	34573
ZYMOV2|Cryptococcus_neoformans|00189|35362	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35362 33996 227018 31188-,...,32446+	33996
ZYMOV2|Cryptococcus_neoformans|00190|35024	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35024 33966 220179 29436+,...,22519-	33966
ZYMOV2|Cryptococcus_neoformans|00191|35476	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35476 33763 222670 31728+,...,32839-	33763
ZYMOV2|Cryptococcus_neoformans|00192|35608	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35608 33746 228364 32384+,...,32593-	33746
ZYMOV2|Cryptococcus_neoformans|00193|35765	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35765 33732 427142 33062-,...,20627-	33732
ZYMOV2|Cryptococcus_neoformans|00194|34179	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34179 33650 436409 11279+,20433-	33650
ZYMOV2|Cryptococcus_neoformans|00195|34988	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34988 33322 216341 29200+,...,12797+	33322
ZYMOV2|Cryptococcus_neoformans|00196|35399	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35399 33024 214163 31309+,...,23074-	33024
ZYMOV2|Cryptococcus_neoformans|00197|34879	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34879 32971 202635 26714-,...,32874-	32971
ZYMOV2|Cryptococcus_neoformans|00198|35688	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35688 32770 210830 32716+,...,30542-	32770
ZYMOV2|Cryptococcus_neoformans|00199|35591	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35591 32713 218553 32295+,...,30599+	32713
ZYMOV2|Cryptococcus_neoformans|00200|35137	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35137 32706 310924 29942+,...,31459+	32706
ZYMOV2|Cryptococcus_neoformans|00201|34159	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34159 32650 440028 10919+,...,8598+	32650
ZYMOV2|Cryptococcus_neoformans|00202|34481	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34481 32466 210107 18145-,...,32535+	32466
ZYMOV2|Cryptococcus_neoformans|00203|34473	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34473 32465 217416 18068+,...,31848+	32465
ZYMOV2|Cryptococcus_neoformans|00204|35465	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35465 32275 212386 31660+,...,30990+	32275
ZYMOV2|Cryptococcus_neoformans|00205|35646	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35646 32206 212937 32529-,...,29743-	32206
ZYMOV2|Cryptococcus_neoformans|00206|34638	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34638 32199 404624 21691-,...,12218+	32199
ZYMOV2|Cryptococcus_neoformans|00207|35197	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35197 32184 206992 30244+,...,31186-	32184
ZYMOV2|Cryptococcus_neoformans|00208|34454	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34454 32150 431979 17624+,31860-	32150
ZYMOV2|Cryptococcus_neoformans|00209|35185	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35185 32126 211933 30196-,...,30434+	32126
ZYMOV2|Cryptococcus_neoformans|00210|34372	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34372 32086 400220 15686+,31681-,32006-	32086
ZYMOV2|Cryptococcus_neoformans|00211|34214	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34214 32059 410380 12147+,...,276-	32059
ZYMOV2|Cryptococcus_neoformans|00212|33794	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33794 31952 216071 3283+,...,31386+	31952
ZYMOV2|Cryptococcus_neoformans|00213|33772	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33772 31333 434994 2814+,...,32134-	31333
ZYMOV2|Cryptococcus_neoformans|00214|34580	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34580 31146 460418 20450+,...,9763+	31146
ZYMOV2|Cryptococcus_neoformans|00215|35562	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35562 31026 198193 32158-,...,31245-	31026
ZYMOV2|Cryptococcus_neoformans|00216|35730	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35730 30972 216530 32895-,...,8028-	30972
ZYMOV2|Cryptococcus_neoformans|00217|35012	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35012 30809 255734 29373-,...,25919-	30809
ZYMOV2|Cryptococcus_neoformans|00218|34680	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34680 30796 202920 22365-,...,31459-	30796
ZYMOV2|Cryptococcus_neoformans|00219|33983	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33983 30777 207451 7335-,...,15066-	30777
ZYMOV2|Cryptococcus_neoformans|00220|35486	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35486 30684 210987 31787-,...,17298+	30684
ZYMOV2|Cryptococcus_neoformans|00221|33804	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33804 30594 396988 3422+,...,10156-	30594
ZYMOV2|Cryptococcus_neoformans|00222|35097	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35097 30436 200176 29784-,...,32802+	30436
ZYMOV2|Cryptococcus_neoformans|00223|35546	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35546 30405 193620 32052-,...,32351+	30405
ZYMOV2|Cryptococcus_neoformans|00224|34182	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34182 30393 192014 11322+,...,30621+	30393
ZYMOV2|Cryptococcus_neoformans|00225|35558	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35558 30333 414149 32147-,5763+,32147-	30333
ZYMOV2|Cryptococcus_neoformans|00226|35003	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35003 30293 190475 29324+,...,4737+	30293
ZYMOV2|Cryptococcus_neoformans|00227|33952	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33952 30158 372715 6614+,19365+	30158
ZYMOV2|Cryptococcus_neoformans|00228|35084	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35084 30121 192892 29713+,...,21059-	30121
ZYMOV2|Cryptococcus_neoformans|00229|35065	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35065 30085 189635 29657+,...,27307+	30085
ZYMOV2|Cryptococcus_neoformans|00230|32852	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	32852 29894 382329 21918+,23171-	29894
ZYMOV2|Cryptococcus_neoformans|00231|33656	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33656 29865 211423 380+,...,29355-	29865
ZYMOV2|Cryptococcus_neoformans|00232|35429	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35429 29747 360327 31482-,28184+,11287+	29747
ZYMOV2|Cryptococcus_neoformans|00233|34437	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34437 29744 509790 17268-,...,29942-	29744
ZYMOV2|Cryptococcus_neoformans|00234|34959	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34959 29711 198615 28498-,...,9020-	29711
ZYMOV2|Cryptococcus_neoformans|00235|35190	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35190 29621 357851 30216+,...,31482+	29621
ZYMOV2|Cryptococcus_neoformans|00236|35581	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35581 29583 191243 32247-,...,30947-	29583
ZYMOV2|Cryptococcus_neoformans|00237|35320	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35320 29551 191348 30965-,...,29721+	29551
ZYMOV2|Cryptococcus_neoformans|00238|34502	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34502 29527 195003 18624-,...,32042+	29527
ZYMOV2|Cryptococcus_neoformans|00239|35634	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35634 29207 185957 32460-,...,29414-	29207
ZYMOV2|Cryptococcus_neoformans|00240|34356	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34356 29119 190836 15421-,...,21799-	29119
ZYMOV2|Cryptococcus_neoformans|00241|33899	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33899 29104 192474 5694-,...,32543-	29104
ZYMOV2|Cryptococcus_neoformans|00242|35237	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35237 29069 182050 30499+,...,7346+	29069
ZYMOV2|Cryptococcus_neoformans|00243|33646	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33646 29012 186808 179+,...,31065+	29012
ZYMOV2|Cryptococcus_neoformans|00244|35076	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35076 29004 392056 29703+,...,24688+	29004
ZYMOV2|Cryptococcus_neoformans|00245|35004	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35004 28992 189589 29327+,...,32394+	28992
ZYMOV2|Cryptococcus_neoformans|00246|33935	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33935 28972 191252 6263+,...,30554+	28972
ZYMOV2|Cryptococcus_neoformans|00247|34512	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34512 28948 192274 18751+,...,32357+	28948
ZYMOV2|Cryptococcus_neoformans|00248|34370	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34370 28912 189724 15654+,...,23100-	28912
ZYMOV2|Cryptococcus_neoformans|00249|35438	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35438 28907 185702 31534-,...,3906+	28907
ZYMOV2|Cryptococcus_neoformans|00250|35553	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35553 28345 182305 32130+,...,29527-	28345
ZYMOV2|Cryptococcus_neoformans|00251|34449	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34449 28273 377076 17587+,11274+	28273
ZYMOV2|Cryptococcus_neoformans|00252|35081	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35081 28183 203049 29703+,...,31927-	28183
ZYMOV2|Cryptococcus_neoformans|00253|35818	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35818 28120 179919 31822-,...,29308-	28120
ZYMOV2|Cryptococcus_neoformans|00254|33813	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33813 28032 344057 3588+,...,2375+	28032
ZYMOV2|Cryptococcus_neoformans|00255|35271	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35271 27947 175580 30676-,...,24193-	27947
ZYMOV2|Cryptococcus_neoformans|00256|35196	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35196 27935 178760 30243-,...,32755+	27935
ZYMOV2|Cryptococcus_neoformans|00257|34124	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34124 27750 181255 10094+,...,32933-	27750
ZYMOV2|Cryptococcus_neoformans|00258|33831	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33831 27666 175605 4010+,...,18911-	27666
ZYMOV2|Cryptococcus_neoformans|00259|35422	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35422 27618 182563 31461+,...,31106+	27618
ZYMOV2|Cryptococcus_neoformans|00260|35250	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35250 27601 179920 30570-,...,29297+	27601
ZYMOV2|Cryptococcus_neoformans|00261|35428	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35428 27561 352333 31482+,33476-,27084+	27561
ZYMOV2|Cryptococcus_neoformans|00262|35395	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35395 27542 183449 31292+,...,29401+	27542
ZYMOV2|Cryptococcus_neoformans|00263|35544	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35544 27522 179165 32049-,...,22618-	27522
ZYMOV2|Cryptococcus_neoformans|00264|35159	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35159 27453 174997 30054+,...,30828+	27453
ZYMOV2|Cryptococcus_neoformans|00265|35791	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35791 27452 380262 8108+,...,31586+	27452
ZYMOV2|Cryptococcus_neoformans|00266|35215	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35215 27432 171146 30375+,...,18120-	27432
ZYMOV2|Cryptococcus_neoformans|00267|35222	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35222 27239 184165 30432-,...,17277+	27239
ZYMOV2|Cryptococcus_neoformans|00268|33901	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33901 27208 181203 5710+,...,29600+	27208
ZYMOV2|Cryptococcus_neoformans|00269|34020	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34020 27201 363859 8108+,...,2814-	27201
ZYMOV2|Cryptococcus_neoformans|00270|34178	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34178 27013 358101 11274-,16782+	27013
ZYMOV2|Cryptococcus_neoformans|00271|35066	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35066 26948 178661 29659-,...,30190-	26948
ZYMOV2|Cryptococcus_neoformans|00272|34324	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34324 26822 390855 14877-,18774+	26822
ZYMOV2|Cryptococcus_neoformans|00273|34071	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34071 26820 173130 9169+,...,18291+	26820
ZYMOV2|Cryptococcus_neoformans|00274|34017	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34017 26812 359115 8028+,...,8318+	26812
ZYMOV2|Cryptococcus_neoformans|00275|35700	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35700 26771 171140 32768-,...,31349+	26771
ZYMOV2|Cryptococcus_neoformans|00276|35487	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35487 26633 177785 31788-,...,7245+	26633
