FragmentID	FragmentLength	Species	DomainTruth	WithinSpeciesRank	SourceSequence	Start1	End1	Selection
FRAG|3000|Cryptococcus_neoformans|Eukaryote|038|00188|34121|30001	3000	Cryptococcus neoformans	Eukaryote	38	00188|34121	30001	33000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|039|00198|35688|24001	3000	Cryptococcus neoformans	Eukaryote	39	00198|35688	24001	27000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|040|00209|35185|12001	3000	Cryptococcus neoformans	Eukaryote	40	00209|35185	12001	15000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|041|00220|35486|3001	3000	Cryptococcus neoformans	Eukaryote	41	00220|35486	3001	6000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|042|00230|32852|21001	3000	Cryptococcus neoformans	Eukaryote	42	00230|32852	21001	24000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|043|00242|35237|18001	3000	Cryptococcus neoformans	Eukaryote	43	00242|35237	18001	21000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|044|00254|33813|15001	3000	Cryptococcus neoformans	Eukaryote	44	00254|33813	15001	18000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|045|00266|35215|9001	3000	Cryptococcus neoformans	Eukaryote	45	00266|35215	9001	12000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|046|00279|35378|3001	3000	Cryptococcus neoformans	Eukaryote	46	00279|35378	3001	6000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|047|00292|35365|12001	3000	Cryptococcus neoformans	Eukaryote	47	00292|35365	12001	15000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|048|00305|35808|18001	3000	Cryptococcus neoformans	Eukaryote	48	00305|35808	18001	21000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|049|00319|35754|15001	3000	Cryptococcus neoformans	Eukaryote	49	00319|35754	15001	18000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|050|00335|35749|1	3000	Cryptococcus neoformans	Eukaryote	50	00335|35749	1	3000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|051|00350|35569|3001	3000	Cryptococcus neoformans	Eukaryote	51	00350|35569	3001	6000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|052|00365|35167|9001	3000	Cryptococcus neoformans	Eukaryote	52	00365|35167	9001	12000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|053|00381|34471|1	3000	Cryptococcus neoformans	Eukaryote	53	00381|34471	1	3000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|054|00398|34436|15001	3000	Cryptococcus neoformans	Eukaryote	54	00398|34436	15001	18000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|055|00416|35109|12001	3000	Cryptococcus neoformans	Eukaryote	55	00416|35109	12001	15000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|056|00434|34555|6001	3000	Cryptococcus neoformans	Eukaryote	56	00434|34555	6001	9000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|057|00452|35683|3001	3000	Cryptococcus neoformans	Eukaryote	57	00452|35683	3001	6000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|058|00473|35117|9001	3000	Cryptococcus neoformans	Eukaryote	58	00473|35117	9001	12000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|059|00494|35225|12001	3000	Cryptococcus neoformans	Eukaryote	59	00494|35225	12001	15000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|060|00516|35435|3001	3000	Cryptococcus neoformans	Eukaryote	60	00516|35435	3001	6000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|061|00537|35135|6001	3000	Cryptococcus neoformans	Eukaryote	61	00537|35135	6001	9000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|062|00558|34609|12001	3000	Cryptococcus neoformans	Eukaryote	62	00558|34609	12001	15000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|063|00585|34181|3001	3000	Cryptococcus neoformans	Eukaryote	63	00585|34181	3001	6000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|064|00611|35531|9001	3000	Cryptococcus neoformans	Eukaryote	64	00611|35531	9001	12000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|065|00638|31724|6001	3000	Cryptococcus neoformans	Eukaryote	65	00638|31724	6001	9000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|066|00665|34293|3001	3000	Cryptococcus neoformans	Eukaryote	66	00665|34293	3001	6000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|067|00691|34018|9001	3000	Cryptococcus neoformans	Eukaryote	67	00691|34018	9001	12000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|068|00720|35661|1	3000	Cryptococcus neoformans	Eukaryote	68	00720|35661	1	3000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|069|00755|35044|6001	3000	Cryptococcus neoformans	Eukaryote	69	00755|35044	6001	9000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|070|00791|34195|1	3000	Cryptococcus neoformans	Eukaryote	70	00791|34195	1	3000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|071|00826|35307|6001	3000	Cryptococcus neoformans	Eukaryote	71	00826|35307	6001	9000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|072|00862|34451|1	3000	Cryptococcus neoformans	Eukaryote	72	00862|34451	1	3000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|073|00905|34037|1	3000	Cryptococcus neoformans	Eukaryote	73	00905|34037	1	3000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|074|00958|34557|3001	3000	Cryptococcus neoformans	Eukaryote	74	00958|34557	3001	6000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|075|01011|31662|3001	3000	Cryptococcus neoformans	Eukaryote	75	01011|31662	3001	6000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|076|01065|35506|1	3000	Cryptococcus neoformans	Eukaryote	76	01065|35506	1	3000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|077|01126|35253|1	3000	Cryptococcus neoformans	Eukaryote	77	01126|35253	1	3000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|078|01232|34432|1	3000	Cryptococcus neoformans	Eukaryote	78	01232|34432	1	3000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|079|01339|34669|1	3000	Cryptococcus neoformans	Eukaryote	79	01339|34669	1	3000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Cryptococcus_neoformans|Eukaryote|080|01446|32024|1	3000	Cryptococcus neoformans	Eukaryote	80	01446|32024	1	3000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|001|00001|Enterococcus_faecalis_complete_genome|1	3000	Enterococcus faecalis	Prokaryote	1	00001|Enterococcus_faecalis_complete_genome	1	3000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|002|00001|Enterococcus_faecalis_complete_genome|33001	3000	Enterococcus faecalis	Prokaryote	2	00001|Enterococcus_faecalis_complete_genome	33001	36000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|003|00001|Enterococcus_faecalis_complete_genome|69001	3000	Enterococcus faecalis	Prokaryote	3	00001|Enterococcus_faecalis_complete_genome	69001	72000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|004|00001|Enterococcus_faecalis_complete_genome|105001	3000	Enterococcus faecalis	Prokaryote	4	00001|Enterococcus_faecalis_complete_genome	105001	108000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|005|00001|Enterococcus_faecalis_complete_genome|141001	3000	Enterococcus faecalis	Prokaryote	5	00001|Enterococcus_faecalis_complete_genome	141001	144000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|006|00001|Enterococcus_faecalis_complete_genome|177001	3000	Enterococcus faecalis	Prokaryote	6	00001|Enterococcus_faecalis_complete_genome	177001	180000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|007|00001|Enterococcus_faecalis_complete_genome|213001	3000	Enterococcus faecalis	Prokaryote	7	00001|Enterococcus_faecalis_complete_genome	213001	216000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|008|00001|Enterococcus_faecalis_complete_genome|249001	3000	Enterococcus faecalis	Prokaryote	8	00001|Enterococcus_faecalis_complete_genome	249001	252000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|009|00001|Enterococcus_faecalis_complete_genome|285001	3000	Enterococcus faecalis	Prokaryote	9	00001|Enterococcus_faecalis_complete_genome	285001	288000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|010|00001|Enterococcus_faecalis_complete_genome|321001	3000	Enterococcus faecalis	Prokaryote	10	00001|Enterococcus_faecalis_complete_genome	321001	324000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|011|00001|Enterococcus_faecalis_complete_genome|357001	3000	Enterococcus faecalis	Prokaryote	11	00001|Enterococcus_faecalis_complete_genome	357001	360000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|012|00001|Enterococcus_faecalis_complete_genome|393001	3000	Enterococcus faecalis	Prokaryote	12	00001|Enterococcus_faecalis_complete_genome	393001	396000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|013|00001|Enterococcus_faecalis_complete_genome|429001	3000	Enterococcus faecalis	Prokaryote	13	00001|Enterococcus_faecalis_complete_genome	429001	432000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|014|00001|Enterococcus_faecalis_complete_genome|465001	3000	Enterococcus faecalis	Prokaryote	14	00001|Enterococcus_faecalis_complete_genome	465001	468000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|015|00001|Enterococcus_faecalis_complete_genome|501001	3000	Enterococcus faecalis	Prokaryote	15	00001|Enterococcus_faecalis_complete_genome	501001	504000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|016|00001|Enterococcus_faecalis_complete_genome|537001	3000	Enterococcus faecalis	Prokaryote	16	00001|Enterococcus_faecalis_complete_genome	537001	540000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|017|00001|Enterococcus_faecalis_complete_genome|573001	3000	Enterococcus faecalis	Prokaryote	17	00001|Enterococcus_faecalis_complete_genome	573001	576000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|018|00001|Enterococcus_faecalis_complete_genome|609001	3000	Enterococcus faecalis	Prokaryote	18	00001|Enterococcus_faecalis_complete_genome	609001	612000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|019|00001|Enterococcus_faecalis_complete_genome|645001	3000	Enterococcus faecalis	Prokaryote	19	00001|Enterococcus_faecalis_complete_genome	645001	648000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|020|00001|Enterococcus_faecalis_complete_genome|681001	3000	Enterococcus faecalis	Prokaryote	20	00001|Enterococcus_faecalis_complete_genome	681001	684000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|021|00001|Enterococcus_faecalis_complete_genome|717001	3000	Enterococcus faecalis	Prokaryote	21	00001|Enterococcus_faecalis_complete_genome	717001	720000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|022|00001|Enterococcus_faecalis_complete_genome|753001	3000	Enterococcus faecalis	Prokaryote	22	00001|Enterococcus_faecalis_complete_genome	753001	756000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|023|00001|Enterococcus_faecalis_complete_genome|789001	3000	Enterococcus faecalis	Prokaryote	23	00001|Enterococcus_faecalis_complete_genome	789001	792000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|024|00001|Enterococcus_faecalis_complete_genome|825001	3000	Enterococcus faecalis	Prokaryote	24	00001|Enterococcus_faecalis_complete_genome	825001	828000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|025|00001|Enterococcus_faecalis_complete_genome|861001	3000	Enterococcus faecalis	Prokaryote	25	00001|Enterococcus_faecalis_complete_genome	861001	864000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|026|00001|Enterococcus_faecalis_complete_genome|897001	3000	Enterococcus faecalis	Prokaryote	26	00001|Enterococcus_faecalis_complete_genome	897001	900000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|027|00001|Enterococcus_faecalis_complete_genome|933001	3000	Enterococcus faecalis	Prokaryote	27	00001|Enterococcus_faecalis_complete_genome	933001	936000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|028|00001|Enterococcus_faecalis_complete_genome|969001	3000	Enterococcus faecalis	Prokaryote	28	00001|Enterococcus_faecalis_complete_genome	969001	972000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|029|00001|Enterococcus_faecalis_complete_genome|1005001	3000	Enterococcus faecalis	Prokaryote	29	00001|Enterococcus_faecalis_complete_genome	1005001	1008000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|030|00001|Enterococcus_faecalis_complete_genome|1041001	3000	Enterococcus faecalis	Prokaryote	30	00001|Enterococcus_faecalis_complete_genome	1041001	1044000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|031|00001|Enterococcus_faecalis_complete_genome|1077001	3000	Enterococcus faecalis	Prokaryote	31	00001|Enterococcus_faecalis_complete_genome	1077001	1080000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|032|00001|Enterococcus_faecalis_complete_genome|1113001	3000	Enterococcus faecalis	Prokaryote	32	00001|Enterococcus_faecalis_complete_genome	1113001	1116000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|033|00001|Enterococcus_faecalis_complete_genome|1149001	3000	Enterococcus faecalis	Prokaryote	33	00001|Enterococcus_faecalis_complete_genome	1149001	1152000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|034|00001|Enterococcus_faecalis_complete_genome|1185001	3000	Enterococcus faecalis	Prokaryote	34	00001|Enterococcus_faecalis_complete_genome	1185001	1188000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|035|00001|Enterococcus_faecalis_complete_genome|1221001	3000	Enterococcus faecalis	Prokaryote	35	00001|Enterococcus_faecalis_complete_genome	1221001	1224000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|036|00001|Enterococcus_faecalis_complete_genome|1257001	3000	Enterococcus faecalis	Prokaryote	36	00001|Enterococcus_faecalis_complete_genome	1257001	1260000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Enterococcus_faecalis|Prokaryote|037|00001|Enterococcus_faecalis_complete_genome|1293001	3000	Enterococcus faecalis	Prokaryote	37	00001|Enterococcus_faecalis_complete_genome	1293001	1296000	80 evenly spaced non-overlapping exact-length fragments per species
