GenomeID	Completeness	Contamination	QualityScore	MIMAGQuality	EcosystemCategory
3300013136_178	77.11	0	77.11	MQ	Aquatic
3300025372_4	68.64	0.98	63.74	MQ	Aquatic
3300020478_32	87.18	4.99	62.23	MQ	Aquatic
3300027849_25	71.84	0	71.84	MQ	Aquatic
3300012950_36	80.49	3.2	64.49	MQ	Aquatic
3300020390_21	65.54	0	65.54	MQ	Aquatic
3300025108_3	96.2	1.25	89.95	MQ	Aquatic
3300027597_5	77.03	3.56	59.23	MQ	Aquatic
3300027506_7	90.61	0.45	88.36	MQ	Aquatic
3300027963_48	70.01	3.86	50.71	MQ	Aquatic
3300000422_1	83.87	2.88	69.47	MQ	Aquatic
3300014720_52	90.56	1.1	85.06	MQ	Aquatic
3300013126_56	92.9	0.32	91.3	MQ	Aquatic
3300025286_64	58.62	0	58.62	MQ	Aquatic
3300027607_9	99.11	1.44	91.91	HQ	Aquatic
3300006192_10	94.31	1.55	86.56	MQ	Aquatic
3300014887_68	57.28	0.74	53.58	MQ	Aquatic
3300000930_25	62.99	0.06	62.69	MQ	Aquatic
3300027784_31	85.86	3.23	69.71	MQ	Aquatic
3300025602_38	68.04	3.44	50.84	MQ	Aquatic
3300020221_61	94.09	0	94.09	MQ	Aquatic
3300028581_29	86.56	1.34	79.86	MQ	Aquatic
3300021091_32	74.15	1.14	68.45	MQ	Aquatic
3300027850_63	76.07	3.15	60.32	MQ	Aquatic
3300025879_13	94.76	0	94.76	MQ	Aquatic
3300010354_66	84.57	1.08	79.17	MQ	Aquatic
3300021471_15	71.67	4.02	51.57	MQ	Aquatic
3300000212_21	50.55	0	50.55	MQ	Aquatic
3300005512_25	97.8	0.64	94.6	HQ	Aquatic
3300025277_4	90.25	1.85	81	HQ	Aquatic
3300018037_5	83.05	4.4	61.05	MQ	Aquatic
3300027506_17	60.04	0.49	57.59	MQ	Aquatic
3300020190_48	87.3	1.19	81.35	MQ	Aquatic
2051774008_1	71.6	1.58	63.7	MQ	Aquatic
3300027850_21	73.01	2.64	59.81	MQ	Aquatic
3300024267_2	99.25	1.1	93.75	MQ	Aquatic
3300025729_43	73.6	0	73.6	MQ	Aquatic
3300013130_56	75.36	0.55	72.61	MQ	Aquatic
3300025838_21	59.12	0.28	57.72	MQ	Aquatic
3300025695_53	61.43	0	61.43	MQ	Aquatic
3300013122_25	89.33	1.33	82.68	MQ	Aquatic
3300000324_13	97.64	3.97	77.79	HQ	Aquatic
3300013093_20	87.21	1.37	80.36	MQ	Aquatic
3300020331_12	61.59	1.32	54.99	MQ	Aquatic
3300020262_11	53.04	0.42	50.94	MQ	Aquatic
3300009084_43	97.44	3.13	81.79	MQ	Aquatic
3300022842_1	99.78	0.87	95.43	MQ	Aquatic
3300025815_19	68.84	1.71	60.29	MQ	Aquatic
3300026256_23	60.8	0	60.8	MQ	Aquatic
3300000477_22	83.2	1.89	73.75	MQ	Aquatic
3300022470_15	98.53	0.74	94.83	MQ	Aquatic
3300027823_9	96.86	0.99	91.91	MQ	Aquatic
3300021376_32	89.37	1.12	83.77	MQ	Aquatic
3300025268_3	97.32	0.36	95.52	MQ	Aquatic
3300012682_32	90.26	0	90.26	MQ	Aquatic
3300018080_72	75.58	1.49	68.13	MQ	Aquatic
3300027777_16	94.52	2.05	84.27	HQ	Aquatic
3300011186_7	88.04	0.27	86.69	MQ	Aquatic
3300027980_55	66.88	0.97	62.03	MQ	Aquatic
3300025440_1	85	2.42	72.9	MQ	Aquatic
3300018790_6	84.84	3.56	67.04	MQ	Aquatic
3300027819_137	68.75	0	68.75	MQ	Aquatic
3300025547_24	58.36	0	58.36	MQ	Aquatic
3300026279_24	81.42	0	81.42	MQ	Aquatic
3300027800_74	92.13	2.25	80.88	HQ	Aquatic
3300020438_17	92.97	0.72	89.37	MQ	Aquatic
3300027796_37	97.65	0.67	94.3	HQ	Aquatic
3300020221_71	82.05	2.21	71	MQ	Aquatic
3300012006_19	61.12	1.49	53.67	MQ	Aquatic
3300020186_28	97.74	0	97.74	HQ	Aquatic
3300021357_10	67.23	0.97	62.38	MQ	Aquatic
3300020285_1	94.02	3.83	74.87	MQ	Aquatic
3300012262_3	92.09	0.76	88.29	MQ	Aquatic
3300000151_12	79.88	1.98	69.98	MQ	Aquatic
3300026084_20	72.33	0.86	68.03	MQ	Aquatic
3300028168_18	63.06	0.54	60.36	MQ	Aquatic
3300017958_39	90.72	3.3	74.22	MQ	Aquatic
3300002481_23	83.66	0	83.66	MQ	Aquatic
3300020426_12	95.62	0.41	93.57	MQ	Aquatic
3300025547_19	84	0	84	MQ	Aquatic
2015219000_2	60.72	0.98	55.82	MQ	Aquatic
3300025513_19	79.98	0.44	77.78	MQ	Aquatic
3300020220_33	95.97	1.38	89.07	MQ	Aquatic
3300024908_13	56.9	0	56.9	MQ	Aquatic
3300022882_7	99.45	0.55	96.7	HQ	Aquatic
3300022929_44	65.9	1.67	57.55	MQ	Aquatic
3300020377_8	88.27	1.36	81.47	MQ	Aquatic
3300020344_6	82.89	1.83	73.74	MQ	Aquatic
3300025676_21	96.58	0.85	92.33	HQ	Aquatic
3300025044_15	99.62	0.19	98.67	MQ	Aquatic
3300026208_15	85.98	1.83	76.83	MQ	Aquatic
3300013137_173	64.36	0	64.36	MQ	Aquatic
3300028258_2	86.99	3.09	71.54	MQ	Aquatic
3300028103_5	99.58	0	99.58	MQ	Aquatic
3300005278_14	63.1	1.02	58	MQ	Aquatic
3300020361_10	69.68	0.65	66.43	MQ	Aquatic
3300026080_15	78.62	1.01	73.57	MQ	Aquatic
3300001419_15	92.05	1.85	82.8	HQ	Aquatic
3300014149_28	68.18	0	68.18	MQ	Aquatic
3300017688_2	99.09	1.39	92.14	MQ	Aquatic
3300027057_6	89.91	0.39	87.96	MQ	Aquatic
3300020220_43	74.39	4.52	51.79	MQ	Aquatic
3300028175_14	96.34	3.2	80.34	HQ	Aquatic
3300027677_20	68.62	0.2	67.62	MQ	Aquatic
3300010312_8	75.14	1.87	65.79	MQ	Aquatic
3300020434_12	73.85	3.42	56.75	MQ	Aquatic
3300027863_26	85.06	0	85.06	MQ	Aquatic
3300014914_21	77.96	2.77	64.11	MQ	Aquatic
3300025398_10	58.85	0	58.85	MQ	Aquatic
3300021120_6	83.76	1.71	75.21	MQ	Aquatic
3300020188_42	64.88	0.7	61.38	MQ	Aquatic
3300024324_21	96.95	4.42	74.85	HQ	Aquatic
3300013004_16	81.07	0.31	79.52	MQ	Aquatic
3300013138_254	75.16	0.34	73.46	MQ	Aquatic
3300027515_53	92.4	2	82.4	MQ	Aquatic
3300001782_24	92.31	0	92.31	MQ	Aquatic
3300021376_74	97.09	1.94	87.39	HQ	Aquatic
3300026256_21	91.79	1.28	85.39	HQ	Aquatic
3300020393_23	70.27	0	70.27	MQ	Aquatic
3300024927_3	63.18	0.09	62.73	MQ	Aquatic
3300025879_8	64.55	1.61	56.5	MQ	Aquatic
3300025161_23	98.65	2.03	88.5	HQ	Aquatic
3300028417_18	94.92	1.52	87.32	MQ	Aquatic
3300025643_26	69.47	1.54	61.77	MQ	Aquatic
3300024899_2	81.62	0.03	81.47	MQ	Aquatic
3300025039_7	99.68	0.16	98.88	HQ	Aquatic
3300000236_8	92.97	1.43	85.82	MQ	Aquatic
3300017470_21	99.08	0	99.08	MQ	Aquatic
3300027793_28	75.86	0	75.86	MQ	Aquatic
3300017532_72	56	0.54	53.3	MQ	Aquatic
3300018048_58	51.04	0	51.04	MQ	Aquatic
3300025640_48	57.14	0.2	56.14	MQ	Aquatic
3300026777_1	73.21	1.91	63.66	MQ	Aquatic
3300014720_96	77.26	0	77.26	MQ	Aquatic
3300017400_29	61.29	0	61.29	MQ	Aquatic
3300025775_3	98.02	1.98	88.12	HQ	Aquatic
3300027281_7	77.26	1.35	70.51	MQ	Aquatic
3300025879_31	54.92	0.35	53.17	MQ	Aquatic
3300020074_47	97.28	4.07	76.93	MQ	Aquatic
3300005858_44	51.31	0	51.31	MQ	Aquatic
3300005838_11	93.63	0.55	90.88	HQ	Aquatic
3300024949_3	98.16	0.48	95.76	MQ	Aquatic
3300020198_16	97.75	0.13	97.1	MQ	Aquatic
3300017505_10	97.04	0.67	93.69	MQ	Aquatic
3300013136_235	52.19	0	52.19	MQ	Aquatic
3300022923_28	96.52	1.69	88.07	HQ	Aquatic
3300025812_8	93.7	3.78	74.8	MQ	Aquatic
3300021130_5	93.86	0.93	89.21	MQ	Aquatic
3300020326_34	68	0	68	MQ	Aquatic
3300020426_7	67.14	2.16	56.34	MQ	Aquatic
3300020197_83	53.98	0	53.98	MQ	Aquatic
3300025810_7	53.88	0.65	50.63	MQ	Aquatic
3300026237_22	65.51	2.26	54.21	MQ	Aquatic
3300025248_4	99.78	0.43	97.63	MQ	Aquatic
3300025350_18	93.73	0	93.73	HQ	Aquatic
3300026237_4	80.66	1.71	72.11	MQ	Aquatic
3300026079_6	88.27	2.22	77.17	MQ	Aquatic
3300027971_12	77.82	0.77	73.97	MQ	Aquatic
3300025546_51	94.66	0.97	89.81	MQ	Aquatic
3300028557_63	87.93	0	87.93	MQ	Aquatic
3300027819_172	58.74	0.56	55.94	MQ	Aquatic
3300027863_120	93.55	0.65	90.3	HQ	Aquatic
3300027810_30	62.2	1.07	56.85	MQ	Aquatic
3300027828_32	99.57	1.3	93.07	MQ	Aquatic
3300009702_37	81.11	2.28	69.71	MQ	Aquatic
3300027368_8	74.37	0.66	71.07	MQ	Aquatic
3300009503_48	80.07	4.76	56.27	MQ	Aquatic
3300021376_39	86.95	0	86.95	MQ	Aquatic
3300027863_390	70.09	0.93	65.44	MQ	Aquatic
3300017423_5	77.46	1.16	71.66	MQ	Aquatic
3300000322_3	64.34	1.75	55.59	MQ	Aquatic
3300025586_24	99.45	0.55	96.7	HQ	Aquatic
3300025079_2	100	0.25	98.75	MQ	Aquatic
3300024278_8	57.47	0.45	55.22	MQ	Aquatic
3300020273_5	54.26	0	54.26	MQ	Aquatic
3300020179_47	92.51	0.25	91.26	MQ	Aquatic
3300020263_5	64.93	0.25	63.68	MQ	Aquatic
3300020190_43	91.92	2.66	78.62	HQ	Aquatic
3300025478_13	94.87	2.99	79.92	HQ	Aquatic
3300017449_25	89.49	0.47	87.14	MQ	Aquatic
3300020330_4	77.07	3.41	60.02	MQ	Aquatic
3300017451_3	84.14	3.76	65.34	MQ	Aquatic
3300020733_13	64.9	0.24	63.7	MQ	Aquatic
3300025681_56	65.93	0	65.93	MQ	Aquatic
3300013103_66	74.73	1.14	69.03	MQ	Aquatic
3300027976_134	54.86	0	54.86	MQ	Aquatic
3300027819_134	56.52	0	56.52	MQ	Aquatic
3300011170_1	85.86	2.09	75.41	MQ	Aquatic
3300014208_17	96.59	2.36	84.79	MQ	Aquatic
3300005964_8	82.74	1.19	76.79	MQ	Aquatic
3300020307_13	54.88	0.19	53.93	MQ	Aquatic
3300007519_53	84.21	0.88	79.81	MQ	Aquatic
3300013126_21	84.01	1.79	75.06	MQ	Aquatic
3300014914_102	76.17	0.93	71.52	MQ	Aquatic
3300010297_7	62.85	0.38	60.95	MQ	Aquatic
3300023251_6	87.12	0.66	83.82	MQ	Aquatic
3300009083_110	82.27	2.52	69.67	MQ	Aquatic
3300026237_11	92.73	0.31	91.18	MQ	Aquatic
3300028044_29	95.45	1.05	90.2	HQ	Aquatic
3300027688_6	63.27	0	63.27	MQ	Aquatic
3300023237_7	96.88	2.84	82.68	HQ	Aquatic
3300002307_4	77.15	2.78	63.25	MQ	Aquatic
3300027649_18	93.24	0.9	88.74	MQ	Aquatic
3300020173_25	74.53	0.8	70.53	MQ	Aquatic
3300020190_42	92.99	2.54	80.29	HQ	Aquatic
3300021512_18	62.64	0.18	61.74	MQ	Aquatic
3300028032_13	73.43	2.2	62.43	MQ	Aquatic
3300020291_10	63.92	1.27	57.57	MQ	Aquatic
3300017494_14	97.31	4.04	77.11	MQ	Aquatic
3300013125_33	69.11	3.36	52.31	MQ	Aquatic
3300029349_1	87.03	2.4	75.03	MQ	Aquatic
3300022227_20	89.64	4.2	68.64	MQ	Aquatic
3300029245_37	87.63	1.21	81.58	MQ	Human
3300029522_15	73.4	3.64	55.2	MQ	Human
3300029390_7	82.08	0.9	77.58	MQ	Human
3300008635_9	90.92	3.57	73.07	MQ	Human
3300008161_13	98.2	0.6	95.2	HQ	Human
3300008635_35	62.89	0	62.89	MQ	Human
3300007220_24	98.72	0.82	94.62	MQ	Human
3300007318_8	78.5	1.21	72.45	MQ	Human
3300029466_14	95.47	0.68	92.07	MQ	Human
3300029232_23	56.9	0	56.9	MQ	Human
3300007104_4	88.65	0	88.65	MQ	Human
3300006568_8	99.33	0	99.33	MQ	Human
3300029219_17	68.76	1.27	62.41	MQ	Human
3300029615_12	99.25	0	99.25	HQ	Human
3300029660_10	95.47	0	95.47	HQ	Human
3300008337_21	51.1	0	51.1	MQ	Human
3300007204_14	76.87	2.38	64.97	MQ	Human
3300029593_22	98.66	0	98.66	HQ	Human
3300007524_32	55.03	0	55.03	MQ	Human
3300029332_15	88.38	0.48	85.98	MQ	Human
3300008506_7	97.43	1.27	91.08	MQ	Human
3300029519_15	87.93	0.68	84.53	MQ	Human
3300006502_28	56.94	0	56.94	MQ	Human
3300029469_9	96.14	3.38	79.24	MQ	Human
3300029410_17	90.06	0	90.06	MQ	Human
3300007525_9	61.37	0	61.37	MQ	Human
3300029106_19	99.02	1	94.02	MQ	Human
3300008502_15	62.53	0.87	58.18	MQ	Human
3300029394_14	96.6	0.68	93.2	HQ	Human
3300007711_12	63.78	0	63.78	MQ	Human
3300029455_5	97.95	1.21	91.9	MQ	Human
3300014544_4	74.14	4.6	51.14	MQ	Human
3300008275_26	96.55	0	96.55	MQ	Human
3300007942_3	58.09	0.95	53.34	MQ	Human
3300008361_5	84	1.22	77.9	MQ	Human
3300029843_10	86.01	1.63	77.86	MQ	Human
3300006215_2	97.03	0.15	96.28	MQ	Human
3300007524_10	97.99	2.01	87.94	MQ	Human
3300014762_6	78.94	1.02	73.84	MQ	Human
3300029450_6	77.38	2.85	63.13	MQ	Human
3300029384_20	66.77	1.68	58.37	MQ	Human
3300009381_4	97.86	0.42	95.76	HQ	Human
3300029571_17	98.66	0.34	96.96	MQ	Human
3300007353_12	96.64	0.34	94.94	MQ	Human
3300014552_11	99.2	0.9	94.7	MQ	Human
3300007357_8	81.39	2.58	68.49	MQ	Human
3300006980_1	91.3	0.4	89.3	MQ	Human
3300008260_29	75.29	2.98	60.39	MQ	Human
3300029329_23	97.99	0	97.99	HQ	Human
3300029622_32	99.33	1.01	94.28	MQ	Human
3300029552_8	96.64	0	96.64	MQ	Human
3300013938_1	89.84	1.3	83.34	MQ	Human
3300029762_16	69.13	0	69.13	MQ	Human
3300007732_9	84.52	2.03	74.37	MQ	Human
3300006566_22	66.95	0.31	65.4	MQ	Human
3300007798_14	94.15	0.74	90.45	HQ	Human
3300029132_11	98.66	0	98.66	MQ	Human
3300014946_11	97.99	0.34	96.29	MQ	Human
3300006496_8	65.81	0	65.81	MQ	Human
3300029329_12	99.62	0.38	97.72	HQ	Human
3300007499_6	89.46	0	89.46	MQ	Human
3300029360_40	75.84	0.17	74.99	MQ	Human
3300029104_19	94.85	0	94.85	MQ	Human
3300029641_8	91.67	0.81	87.62	HQ	Human
3300014916_12	80.62	0.44	78.42	MQ	Human
3300029617_15	98.66	0	98.66	MQ	Human
3300007206_27	81.58	0.38	79.68	MQ	Human
3300006566_23	84.24	4.39	62.29	MQ	Human
3300014539_11	90.6	1.48	83.2	MQ	Human
3300029619_16	69.61	1.66	61.31	MQ	Human
3300029472_19	72.44	1.83	63.29	MQ	Human
3300008124_3	53.45	0	53.45	MQ	Human
3300007316_37	54.16	0	54.16	MQ	Human
3300029618_16	85.82	0.12	85.22	MQ	Human
3300029081_3	99.37	0	99.37	MQ	Human
3300013209_2	96.61	0.9	92.11	MQ	Human
3300029020_19	55.06	0	55.06	MQ	Human
3300014778_14	89.39	1.45	82.14	MQ	Human
3300029736_8	100	0.12	99.4	HQ	Human
3300014970_9	98.64	0.23	97.49	MQ	Human
3300029861_12	94.2	0	94.2	MQ	Human
3300006321_29	53.04	0	53.04	MQ	Human
3300006258_2	93.08	0.38	91.18	HQ	Human
3300008104_3	92.05	1.36	85.25	MQ	Human
3300007991_35	62.03	0	62.03	MQ	Human
3300006463_18	92.05	1.96	82.25	MQ	Human
3300029590_15	89.43	0	89.43	MQ	Human
3300029251_20	79.98	0.19	79.03	MQ	Human
3300007194_13	93.62	0.71	90.07	HQ	Human
3300008617_5	87.42	0.06	87.12	MQ	Human
3300014806_16	55.36	0	55.36	MQ	Human
3300029774_8	70.69	0	70.69	MQ	Human
3300008152_44	55.58	0.93	50.93	MQ	Human
3300029575_7	98.92	0.54	96.22	HQ	Human
3300029103_16	97.31	2.15	86.56	HQ	Human
3300007499_5	94.14	2.42	82.04	MQ	Human
3300029577_27	62.42	0.67	59.07	MQ	Human
3300029408_14	97.9	0	97.9	MQ	Human
3300007498_14	98.73	0.74	95.03	HQ	Human
3300011988_9	89.92	4.44	67.72	MQ	Human
3300029551_16	97.96	0	97.96	HQ	Human
3300029025_9	82.04	1.07	76.69	MQ	Human
3300006298_3	95.17	0.67	91.82	MQ	Human
3300029795_17	94.63	1.34	87.93	HQ	Human
3300029186_8	76.27	0	76.27	MQ	Human
3300029684_35	58.75	1.68	50.35	MQ	Human
3300014922_3	93.57	0	93.57	MQ	Human
3300029338_20	82.55	0	82.55	MQ	Human
3300008346_17	63.55	2.17	52.7	MQ	Human
3300006477_15	90.37	4.77	66.52	MQ	Human
3300008506_27	68.03	0.93	63.38	MQ	Human
3300029510_10	100	0	100	HQ	Human
3300029382_12	87.71	1.14	82.01	MQ	Human
3300029710_22	99.33	0.34	97.63	MQ	Human
3300029584_8	96.73	0.26	95.43	HQ	Human
3300029711_20	98.31	0	98.31	MQ	Human
3300029472_17	95.57	0.22	94.47	HQ	Human
3300007126_14	92.11	0.47	89.76	MQ	Human
3300007125_22	60.87	1.06	55.57	MQ	Human
3300013940_7	59.1	0.34	57.4	MQ	Human
3300006525_4	53.79	0	53.79	MQ	Human
3300029528_5	97.32	0	97.32	MQ	Human
3300029678_5	93.27	0	93.27	MQ	Human
3300012214_2	72.14	0.99	67.19	MQ	Human
3300029846_32	73.83	0	73.83	MQ	Human
3300029557_13	82.44	0.67	79.09	MQ	Human
3300008481_19	97.93	0	97.93	HQ	Human
3300029339_38	65.1	0	65.1	MQ	Human
3300013272_1	96.24	1.95	86.49	MQ	Human
3300014787_5	84.5	3.69	66.05	MQ	Human
3300008141_19	70.63	0.81	66.58	MQ	Human
3300008081_33	76.12	0	76.12	MQ	Human
3300029421_11	97.96	0.68	94.56	HQ	Human
3300014571_11	95.03	0	95.03	MQ	Human
3300008594_5	93.89	3.33	77.24	HQ	Human
3300013715_2	100	0	100	MQ	Human
3300014963_30	99.33	4.65	76.08	MQ	Human
3300007035_7	81.45	0	81.45	MQ	Human
3300029745_34	82.91	0	82.91	MQ	Human
3300008725_10	96.86	1.45	89.61	MQ	Human
3300008716_20	93.55	0	93.55	HQ	Human
3300029556_20	96.41	3.88	77.01	HQ	Human
3300012572_2	93.04	0	93.04	HQ	Human
3300029235_14	99.44	2.93	84.79	HQ	Human
3300029365_20	96.62	0.91	92.07	HQ	Human
3300013909_1	99.22	1.34	92.52	HQ	Human
3300029515_8	98.66	0	98.66	MQ	Human
3300029462_5	96.25	1.18	90.35	MQ	Human
3300029582_27	67.09	0.81	63.04	MQ	Human
3300008746_18	98.27	2.61	85.22	HQ	Human
3300029700_22	94.37	0	94.37	MQ	Human
3300029540_9	97.3	4.05	77.05	MQ	Human
3300003146_9	90.82	2.49	78.37	MQ	Human
3300029664_11	73.68	0	73.68	MQ	Human
3300029786_25	96.23	2.59	83.28	HQ	Human
3300011967_4	98.12	4.44	75.92	MQ	Human
3300029720_32	93.96	2.35	82.21	MQ	Human
3300014952_9	98.02	0	98.02	MQ	Human
3300029796_32	83.89	0.67	80.54	MQ	Human
3300014555_15	50.4	0	50.4	MQ	Human
3300029763_11	98.63	0	98.63	HQ	Human
3300008418_18	99.91	2.08	89.51	MQ	Human
3300007208_13	98.12	0	98.12	MQ	Human
3300029557_16	97.28	0.68	93.88	HQ	Human
3300007065_3	92.05	2.27	80.7	MQ	Human
3300008481_43	62.89	0	62.89	MQ	Human
3300029872_30	64.41	0	64.41	MQ	Human
3300008360_24	80.59	0.89	76.14	MQ	Human
3300029414_8	97.26	0	97.26	HQ	Human
3300029582_18	86.63	0.89	82.18	MQ	Human
3300029359_22	98.43	0	98.43	MQ	Human
3300029791_12	99.11	0.67	95.76	MQ	Human
3300008149_7	84.91	0.13	84.26	MQ	Human
3300029850_11	87.25	1.34	80.55	MQ	Human
3300029611_21	80.06	3.57	62.21	MQ	Human
3300029887_19	98.66	1.01	93.61	MQ	Human
3300029072_2	83.17	0.59	80.22	MQ	Human
3300008090_15	92.11	0.42	90.01	MQ	Human
3300029518_23	71.87	0.34	70.17	MQ	Human
3300006524_25	58.37	0.63	55.22	MQ	Human
3300029035_9	91.71	0.15	90.96	MQ	Human
3300029357_27	80.2	0	80.2	MQ	Human
3300008271_20	96.07	4.55	73.32	MQ	Human
3300013174_2	87.8	1.35	81.05	MQ	Human
3300006524_3	88.19	2.86	73.89	MQ	Human
3300007648_11	70.03	0.76	66.23	MQ	Human
3300029341_21	94.3	0.67	90.95	MQ	Human
3300007657_5	57.24	0.86	52.94	MQ	Human
3300007825_6	75.13	3.3	58.63	MQ	Human
3300029477_16	96.15	0.62	93.05	HQ	Human
3300029026_8	94.61	0.3	93.11	HQ	Human
3300007111_21	77.37	3.03	62.22	MQ	Human
3300008679_16	83.89	2.9	69.39	MQ	Human
3300029212_8	99.62	1.26	93.32	MQ	Human
3300029370_9	98.73	0.11	98.18	HQ	Human
3300014954_13	83.56	4.06	63.26	MQ	Human
3300028963_8	100	0.47	97.65	HQ	Human
3300008503_7	79.31	2.59	66.36	MQ	Human
3300029436_30	76.17	2.13	65.52	MQ	Human
3300008733_8	94.3	2.01	84.25	MQ	Human
3300014963_53	55.4	0	55.4	MQ	Human
3300029428_26	97.99	1.01	92.94	MQ	Human
3300029462_10	99.52	1.44	92.32	HQ	Human
3300006253_31	52.75	0	52.75	MQ	Human
3300007854_2	89.98	2.46	77.68	MQ	Human
3300029734_22	98.78	1.5	91.28	HQ	Human
3300008129_9	96.31	0	96.31	MQ	Human
3300029237_24	93.29	0	93.29	HQ	Human
3300029566_28	93.48	0.21	92.43	MQ	Human
3300008155_47	64.96	0	64.96	MQ	Human
3300011974_14	89.75	0	89.75	MQ	Human
3300006320_7	60.34	1.72	51.74	MQ	Human
3300029514_20	60.79	0.17	59.94	MQ	Human
3300029128_10	79.14	2.72	65.54	MQ	Human
3300008734_15	96.51	0.94	91.81	MQ	Human
3300007299_17	89.1	0.8	85.1	MQ	Human
3300007305_9	65.52	1.72	56.92	MQ	Human
3300029793_18	87.44	0	87.44	MQ	Human
3300008273_8	67.39	2.01	57.34	MQ	Human
3300008125_12	88.88	0.57	86.03	MQ	Human
3300013182_6	85.59	0.07	85.24	MQ	Human
3300008061_5	89.77	4	69.77	MQ	Human
3300029020_13	95.65	0.75	91.9	MQ	Human
3300029573_10	96.2	0.79	92.25	MQ	Human
3300008496_24	71.79	0	71.79	MQ	Human
3300029136_25	98.66	1.01	93.61	MQ	Human
3300029573_6	99.3	2.56	86.5	HQ	Human
3300006256_19	84	2.79	70.05	MQ	Human
3300008139_5	85.87	3.17	70.02	MQ	Human
3300029844_29	60.85	2.07	50.5	MQ	Human
3300029405_7	94.6	2.4	82.6	MQ	Human
3300006832_13	66.36	0.16	65.56	MQ	Human
3300008664_19	91.51	1.18	85.61	MQ	Human
3300014583_1	95.97	1.81	86.92	MQ	Human
3300029227_17	99.33	1.01	94.28	HQ	Human
3300029039_18	70	3.69	51.55	MQ	Human
3300029573_8	94.6	1.59	86.65	HQ	Human
3300029783_19	100	0.94	95.3	HQ	Human
3300029874_26	79.62	1.58	71.72	MQ	Human
3300029006_10	98.8	0	98.8	MQ	Human
3300007803_9	90.34	0.48	87.94	MQ	Human
3300007654_6	80.64	2.25	69.39	MQ	Human
3300029682_4	94.55	1.01	89.5	MQ	Human
3300029119_18	98.32	0	98.32	HQ	Human
3300007317_12	58.62	0	58.62	MQ	Human
3300008514_14	77.41	0.63	74.26	MQ	Human
3300029177_3	94.1	0.56	91.3	MQ	Human
3300029218_8	95.97	0	95.97	MQ	Human
3300029592_4	95.19	0.26	93.89	MQ	Human
3300029789_22	63.33	0.67	59.98	MQ	Human
3300014928_3	87.8	0.31	86.25	MQ	Human
3300029101_17	92.61	2.89	78.16	MQ	Human
3300007288_8	99.2	0.96	94.4	HQ	Human
3300007996_17	68.18	1.14	62.48	MQ	Human
3300029612_14	82.96	0.37	81.11	MQ	Human
3300011352_1	62.53	0	62.53	MQ	Human
3300029009_3	80	0	80	MQ	Human
3300029436_28	94.78	0.67	91.43	HQ	Human
3300029404_20	100	0	100	HQ	Human
3300029770_22	96.55	4.7	73.05	MQ	Human
3300007316_7	94.1	1.44	86.9	MQ	Human
3300029247_8	83.05	1.3	76.55	MQ	Human
3300029510_18	91.82	0.47	89.47	HQ	Human
3300007728_3	75.52	3.36	58.72	MQ	Human
3300008302_4	98.2	0	98.2	HQ	Human
3300006502_15	87.58	0.62	84.48	MQ	Human
3300029549_20	100	0.9	95.5	MQ	Human
3300006320_14	85.97	2.69	72.52	MQ	Human
3300029433_11	98.76	0.16	97.96	MQ	Human
3300008299_21	96.9	0.84	92.7	MQ	Human
3300028966_7	90.53	0	90.53	HQ	Human
3300029257_14	97.95	0	97.95	MQ	Human
3300008490_44	69.86	1.16	64.06	MQ	Human
3300029415_16	96.64	0	96.64	MQ	Human
3300029718_23	93.25	0	93.25	HQ	Human
3300011970_6	98.05	2.14	87.35	MQ	Human
3300008523_16	81.07	0.68	77.67	MQ	Human
3300029418_5	99.04	0.13	98.39	HQ	Human
3300008079_8	82.45	1.86	73.15	MQ	Human
3300029473_16	65.99	1.36	59.19	MQ	Human
3300029876_20	88.59	0	88.59	MQ	Human
3300008103_34	56.44	0	56.44	MQ	Human
3300029386_15	99.33	0.34	97.63	HQ	Human
3300029796_11	97.69	1.2	91.69	HQ	Human
3300014807_9	98.56	3.77	79.71	HQ	Human
3300029656_20	100	0	100	HQ	Human
3300006568_28	70.74	0	70.74	MQ	Human
3300029579_21	94.41	0	94.41	MQ	Human
3300029337_26	91.28	0	91.28	HQ	Human
3300029856_24	70.18	0	70.18	MQ	Human
3300029570_15	95.49	0.53	92.84	MQ	Human
3300029730_14	99.98	1.55	92.23	HQ	Human
3300014085_1	86	2.14	75.3	MQ	Human
3300029607_17	87.09	2.85	72.84	MQ	Human
3300029514_10	100	0.11	99.45	MQ	Human
3300008279_12	62.59	1	57.59	MQ	Human
3300029573_29	91.96	1.17	86.11	MQ	Human
3300029795_19	97.99	1.34	91.29	HQ	Human
3300029742_29	98.66	0	98.66	HQ	Human
3300029852_26	77.2	1.12	71.6	MQ	Human
3300007360_4	94.42	0.77	90.57	HQ	Human
3300008672_16	97.32	1.34	90.62	MQ	Human
3300008547_18	76.75	1.61	68.7	MQ	Human
3300013620_1	96.18	3	81.18	HQ	Human
3300008478_11	90.54	1.2	84.54	MQ	Human
3300029884_23	78.52	0	78.52	MQ	Human
3300029490_23	79.62	1.72	71.02	MQ	Human
3300007317_10	66.93	0	66.93	MQ	Human
3300029779_12	94.28	2.44	82.08	MQ	Human
3300008725_6	95.58	1.54	87.88	HQ	Human
3300029765_16	99.75	0	99.75	HQ	Human
3300029661_23	81.54	1.34	74.84	MQ	Human
3300006832_10	95.89	0	95.89	MQ	Human
