Dataset	FeatureSpace	SampleID	Q	Metric	Value	SubjectID	AgeCategory	HotSpring	Temperature	DetectionBoundary
Western US hot springs	MAG catalog	AB09.3.2	0	Observed richness	140			AB09	42.3	Detection/filter dependent
Western US hot springs	MAG catalog	AB11A.0.1	0	Observed richness	198			AB11	59.8	Detection/filter dependent
Western US hot springs	MAG catalog	AB11A.1.1	0	Observed richness	238			AB11	50	Detection/filter dependent
Western US hot springs	MAG catalog	AB11A.2.1	0	Observed richness	206			AB11	55.4	Detection/filter dependent
Western US hot springs	MAG catalog	AB11A.3.1	0	Observed richness	242			AB11	55.1	Detection/filter dependent
Western US hot springs	MAG catalog	AB11B.0.1	0	Observed richness	209			AB11	64	Detection/filter dependent
Western US hot springs	MAG catalog	AB11B.1.1	0	Observed richness	228			AB11	52.2	Detection/filter dependent
Western US hot springs	MAG catalog	AB11B.2.1	0	Observed richness	243			AB11	54.4	Detection/filter dependent
Western US hot springs	MAG catalog	AB11B.3.1	0	Observed richness	232			AB11	57.9	Detection/filter dependent
Western US hot springs	MAG catalog	AB11C.0.1	0	Observed richness	139			AB11	77.2	Detection/filter dependent
Western US hot springs	MAG catalog	AB11C.1.1	0	Observed richness	170			AB11	70.1	Detection/filter dependent
Western US hot springs	MAG catalog	AB11C.2.1	0	Observed richness	162			AB11	74.1	Detection/filter dependent
Western US hot springs	MAG catalog	AB11C.3.1	0	Observed richness	144			AB11	72.2	Detection/filter dependent
Western US hot springs	MAG catalog	AB11D.1.1	0	Observed richness	131			AB11	75.4	Detection/filter dependent
Western US hot springs	MAG catalog	AB11D.3.1	0	Observed richness	213			AB11	74.2	Detection/filter dependent
Western US hot springs	MAG catalog	AB11E.3.1	0	Observed richness	61			AB11	89.9	Detection/filter dependent
Western US hot springs	MAG catalog	AB11F.0.1	0	Observed richness	115			AB11	80.9	Detection/filter dependent
Western US hot springs	MAG catalog	AB11F.1.1	0	Observed richness	157			AB11	78.4	Detection/filter dependent
Western US hot springs	MAG catalog	AB11F.3.1	0	Observed richness	165			AB11	73	Detection/filter dependent
Western US hot springs	MAG catalog	AB20.0.1	0	Observed richness	33			AB20	27	Detection/filter dependent
Western US hot springs	MAG catalog	AB20.1.1	0	Observed richness	34			AB20	23.8	Detection/filter dependent
Western US hot springs	MAG catalog	AB20.2.1	0	Observed richness	40			AB20	27.5	Detection/filter dependent
Western US hot springs	MAG catalog	AB20.3.1	0	Observed richness	48			AB20	26	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.0.1	0	Observed richness	136			AB22	80	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.0.2	0	Observed richness	180			AB22	72.5	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.0.3	0	Observed richness	219			AB22	36.3	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.0.4	0	Observed richness	222			AB22	48.7	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.0.5	0	Observed richness	161			AB22	71.8	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.0.6	0	Observed richness	255			AB22	46.3	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.0.7	0	Observed richness	207			AB22	45.6	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.1.1	0	Observed richness	136			AB22	76.6	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.1.2	0	Observed richness	217			AB22	47.9	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.1.3	0	Observed richness	200			AB22	30	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.1.4	0	Observed richness	187			AB22	33.5	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.1.5	0	Observed richness	278			AB22	52.2	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.1.6	0	Observed richness	116			AB22	33.5	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.1.7	0	Observed richness	230			AB22	33.5	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.2.1	0	Observed richness	234			AB22	83.1	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.2.2	0	Observed richness	196			AB22	38.1	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.2.3	0	Observed richness	263			AB22	37.8	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.2.4	0	Observed richness	209			AB22	43	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.2.5	0	Observed richness	257			AB22	54.5	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.3.1	0	Observed richness	197			AB22	86.2	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.3.2	0	Observed richness	254			AB22	55.3	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.3.3	0	Observed richness	234			AB22	33.7	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.3.4	0	Observed richness	135			AB22	23.4	Detection/filter dependent
Western US hot springs	MAG catalog	AB22.3.5	0	Observed richness	217			AB22	45.7	Detection/filter dependent
Western US hot springs	MAG catalog	AB31.0.1	0	Observed richness	153			AB31	75.3	Detection/filter dependent
Western US hot springs	MAG catalog	AB31.1.1	0	Observed richness	204			AB31	73	Detection/filter dependent
Western US hot springs	MAG catalog	AB31.2.1	0	Observed richness	223			AB31	74	Detection/filter dependent
Western US hot springs	MAG catalog	AB31.3.1	0	Observed richness	244			AB31	66.8	Detection/filter dependent
Western US hot springs	MAG catalog	AB32.0.1	0	Observed richness	173			AB32	69.9	Detection/filter dependent
Western US hot springs	MAG catalog	AB32.1.1	0	Observed richness	158			AB32	66.6	Detection/filter dependent
Western US hot springs	MAG catalog	AB32.2.1	0	Observed richness	198			AB32	64	Detection/filter dependent
Western US hot springs	MAG catalog	AB32.3.1	0	Observed richness	216			AB32	72.5	Detection/filter dependent
Western US hot springs	MAG catalog	AB35.1.1	0	Observed richness	83			AB35	33.1	Detection/filter dependent
Western US hot springs	MAG catalog	AB35.2.1	0	Observed richness	92			AB35	35.4	Detection/filter dependent
Western US hot springs	MAG catalog	AB35.2.2	0	Observed richness	93			AB35	35.5	Detection/filter dependent
Western US hot springs	MAG catalog	AB35.3.1	0	Observed richness	98			AB35	34.1	Detection/filter dependent
Western US hot springs	MAG catalog	AB35.3.2	0	Observed richness	61			AB35	36.5	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.0.1	0	Observed richness	136			AM01	56	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.0.2	0	Observed richness	120			AM01	55.1	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.0.3	0	Observed richness	212			AM01	55.1	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.0.4	0	Observed richness	175			AM01	51	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.0.5	0	Observed richness	170			AM01	47.5	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.0.6	0	Observed richness	175			AM01	45.7	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.0.7	0	Observed richness	234			AM01	51.9	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.1.1	0	Observed richness	185			AM01	53.7	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.1.2	0	Observed richness	139			AM01	51.9	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.1.3	0	Observed richness	180			AM01	53	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.1.4	0	Observed richness	113			AM01	31.8	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.1.5	0	Observed richness	226			AM01	49.9	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.2.10	0	Observed richness	100			AM01	36.5	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.2.11	0	Observed richness	132			AM01	35.9	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.2.12	0	Observed richness	119			AM01	35.8	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.2.13	0	Observed richness	104			AM01	38.8	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.2.1	0	Observed richness	203			AM01	53.6	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.2.2	0	Observed richness	219			AM01	52.6	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.2.3	0	Observed richness	219			AM01	48.2	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.2.4	0	Observed richness	213			AM01	46	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.2.5	0	Observed richness	106			AM01	30.8	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.2.6	0	Observed richness	219			AM01	49.9	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.2.7	0	Observed richness	198			AM01	47.9	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.2.8	0	Observed richness	159			AM01	34.8	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.2.9	0	Observed richness	107			AM01	34.8	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.3.1	0	Observed richness	260			AM01	52.4	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.3.2	0	Observed richness	189			AM01	50.8	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.3.3	0	Observed richness	260			AM01	52.4	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.3.4	0	Observed richness	267			AM01	52.2	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.3.5	0	Observed richness	243			AM01	51.8	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.3.6	0	Observed richness	237			AM01	47.5	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.3.7	0	Observed richness	220			AM01	50	Detection/filter dependent
Western US hot springs	MAG catalog	AM01.3.8	0	Observed richness	214			AM01	48.4	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.0.1	0	Observed richness	233			AM02	58.6	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.0.2	0	Observed richness	197			AM02	58	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.0.3	0	Observed richness	171			AM02	55.6	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.0.4	0	Observed richness	216			AM02	57.2	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.0.5	0	Observed richness	206			AM02	57	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.0.6	0	Observed richness	218			AM02	57	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.0.7	0	Observed richness	232			AM02	55.2	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.0.8	0	Observed richness	239			AM02	55.3	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.1.1	0	Observed richness	234			AM02	56.2	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.1.2	0	Observed richness	212			AM02	56.2	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.1.3	0	Observed richness	193			AM02	52	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.1.4	0	Observed richness	221			AM02	55.6	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.1.5	0	Observed richness	207			AM02	55.2	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.2.1	0	Observed richness	185			AM02	55.2	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.2.2	0	Observed richness	229			AM02	56.4	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.2.3	0	Observed richness	267			AM02	50	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.2.4	0	Observed richness	229			AM02	55.4	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.2.5	0	Observed richness	201			AM02	54.8	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.2.6	0	Observed richness	232			AM02	48.5	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.2.7	0	Observed richness	232			AM02	51.2	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.2.8	0	Observed richness	233			AM02	51.4	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.3.1	0	Observed richness	253			AM02	56.7	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.3.2	0	Observed richness	195			AM02	56.5	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.3.3	0	Observed richness	274			AM02	56.2	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.3.4	0	Observed richness	280			AM02	55.7	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.3.5	0	Observed richness	251			AM02	52.7	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.3.6	0	Observed richness	228			AM02	55.2	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.3.7	0	Observed richness	201			AM02	44.9	Detection/filter dependent
Western US hot springs	MAG catalog	AM02.3.8	0	Observed richness	250			AM02	52.1	Detection/filter dependent
Western US hot springs	MAG catalog	AR01A.0.1	0	Observed richness	114			AR01	76.5	Detection/filter dependent
Western US hot springs	MAG catalog	AR01A.3.1	0	Observed richness	159			AR01	74.6	Detection/filter dependent
Western US hot springs	MAG catalog	AR01B.0.1	0	Observed richness	232			AR01	57.6	Detection/filter dependent
Western US hot springs	MAG catalog	AR01B.1.1	0	Observed richness	205			AR01	55.3	Detection/filter dependent
Western US hot springs	MAG catalog	AR01B.2.1	0	Observed richness	260			AR01	55.3	Detection/filter dependent
Western US hot springs	MAG catalog	AR01B.3.1	0	Observed richness	238			AR01	86.5	Detection/filter dependent
Western US hot springs	MAG catalog	AR01C.0.2	0	Observed richness	222			AR01	83.6	Detection/filter dependent
Western US hot springs	MAG catalog	AR01C.3.1	0	Observed richness	219			AR01	81.3	Detection/filter dependent
Western US hot springs	MAG catalog	AR01D.1.1	0	Observed richness	181			AR01	37.9	Detection/filter dependent
Western US hot springs	MAG catalog	AR01D.1.2	0	Observed richness	196			AR01	62.5	Detection/filter dependent
Western US hot springs	MAG catalog	AR01D.3.1	0	Observed richness	227			AR01	80.5	Detection/filter dependent
Western US hot springs	MAG catalog	AR08.1.1	0	Observed richness	151			AR08	28.9	Detection/filter dependent
Western US hot springs	MAG catalog	AR08.1.2	0	Observed richness	199			AR08	65.7	Detection/filter dependent
Western US hot springs	MAG catalog	AR08.1.3	0	Observed richness	241			AR08	28.9	Detection/filter dependent
Western US hot springs	MAG catalog	AR08.1.4	0	Observed richness	96			AR08	29	Detection/filter dependent
Western US hot springs	MAG catalog	AR10.2.1	0	Observed richness	214			AR10	49.6	Detection/filter dependent
Western US hot springs	MAG catalog	AR10.2.2	0	Observed richness	221			AR10	49.6	Detection/filter dependent
Western US hot springs	MAG catalog	AR10.2.3	0	Observed richness	208			AR10	47.7	Detection/filter dependent
Western US hot springs	MAG catalog	AR10.2.4	0	Observed richness	204			AR10	46.3	Detection/filter dependent
Western US hot springs	MAG catalog	AR10.2.5	0	Observed richness	196			AR10	46.6	Detection/filter dependent
Western US hot springs	MAG catalog	AR10.3.1	0	Observed richness	231			AR10	45.3	Detection/filter dependent
Western US hot springs	MAG catalog	AR10.3.2	0	Observed richness	223			AR10	45.6	Detection/filter dependent
Western US hot springs	MAG catalog	AR10.3.3	0	Observed richness	252			AR10	44.3	Detection/filter dependent
Western US hot springs	MAG catalog	AR10.3.4	0	Observed richness	188			AR10	42.8	Detection/filter dependent
Western US hot springs	MAG catalog	AR10.3.5	0	Observed richness	193			AR10	42.2	Detection/filter dependent
Western US hot springs	MAG catalog	AR11.2.1	0	Observed richness	132			AR11	40.7	Detection/filter dependent
Western US hot springs	MAG catalog	AR11.2.2	0	Observed richness	169			AR11	68.1	Detection/filter dependent
Western US hot springs	MAG catalog	AR11.2.3	0	Observed richness	175			AR11	58	Detection/filter dependent
Western US hot springs	MAG catalog	AR11.2.4	0	Observed richness	85			AR11	40	Detection/filter dependent
Western US hot springs	MAG catalog	AW01.3.1	0	Observed richness	256			AW01	55.6	Detection/filter dependent
Western US hot springs	MAG catalog	AW01.3.2	0	Observed richness	223			AW01	50.4	Detection/filter dependent
Western US hot springs	MAG catalog	AW03.3.1	0	Observed richness	53			AW03	28.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.0.3	0	Observed richness	152			AY01	68.3	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.0.4	0	Observed richness	201			AY01	53	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.0.5	0	Observed richness	148			AY01	70.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.0.6	0	Observed richness	103			AY01	27.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.0.7	0	Observed richness	174			AY01	30.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.0.8	0	Observed richness	126			AY01	64.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.1.1	0	Observed richness	114			AY01	28.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.1.3	0	Observed richness	191			AY01	69	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.1.4	0	Observed richness	146			AY01	62.1	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.1.5	0	Observed richness	71			AY01	26.6	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.1.6	0	Observed richness	207			AY01	27.6	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.1.7	0	Observed richness	159			AY01	64	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.2.2	0	Observed richness	160			AY01	57.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.2.3	0	Observed richness	223			AY01	50.2	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.2.4	0	Observed richness	212			AY01	33.3	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.2.5	0	Observed richness	199			AY01	58.8	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.2.6	0	Observed richness	164			AY01	66.1	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.2.7	0	Observed richness	250			AY01	33.9	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.2.8	0	Observed richness	219			AY01	26.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.3.1	0	Observed richness	132			AY01	19.4	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.3.2	0	Observed richness	214			AY01	66.5	Detection/filter dependent
Western US hot springs	MAG catalog	AY01.3.3	0	Observed richness	178			AY01	67.4	Detection/filter dependent
