Repeat	Fold	TrainingN	TrainingEvents	TestN	TestEvents	TrainingSampleHash	TestSampleHash
16	4	89	49	21	12	SRR16355222;SRR16355225;SRR16355233;SRR16355237;SRR16355241;SRR16355243;SRR16355245;SRR16355246;SRR16355247;SRR16355248;SRR16355249;SRR16355250;SRR16355252;SRR16355253;SRR16355256;SRR16355257;SRR16355259;SRR16355260;SRR16355261;SRR16355267;SRR16355270;SRR16355271;SRR16355272;SRR16355273;SRR16355275;SRR16355276;SRR16355278;SRR16355279;SRR16355281;SRR16355283;SRR16355286;SRR16355287;SRR16355288;SRR16355289;SRR16355291;SRR16355292;SRR16355295;SRR16355296;SRR16355297;SRR16355299;SRR16355300;SRR16355303;SRR16355304;SRR16355305;SRR16355309;SRR16355311;SRR16355314;SRR16355316;SRR16355318;SRR16355319;SRR16355322;SRR16355323;SRR16355326;SRR16355327;SRR16355328;SRR16355330;SRR16355333;SRR16355337;SRR16355339;SRR16355340;SRR16355342;SRR16355343;SRR16355344;SRR16355345;SRR16355346;SRR16355347;SRR16355350;SRR16355351;SRR16355352;SRR16355353;SRR16355354;SRR16355356;SRR16355357;SRR16355360;SRR16355362;SRR16355363;SRR16355364;SRR16355365;SRR16355369;SRR16355371;SRR16355373;SRR16355375;SRR16355379;SRR16355381;SRR16355382;SRR16355384;SRR16355385;SRR16355387;SRR16355388	SRR16355223;SRR16355224;SRR16355226;SRR16355228;SRR16355258;SRR16355262;SRR16355269;SRR16355274;SRR16355277;SRR16355294;SRR16355298;SRR16355312;SRR16355320;SRR16355321;SRR16355341;SRR16355348;SRR16355349;SRR16355358;SRR16355378;SRR16355380;SRR16355383
16	5	89	49	21	12	SRR16355222;SRR16355223;SRR16355224;SRR16355225;SRR16355226;SRR16355228;SRR16355237;SRR16355241;SRR16355245;SRR16355247;SRR16355248;SRR16355249;SRR16355252;SRR16355253;SRR16355257;SRR16355258;SRR16355259;SRR16355260;SRR16355261;SRR16355262;SRR16355267;SRR16355269;SRR16355271;SRR16355272;SRR16355273;SRR16355274;SRR16355275;SRR16355276;SRR16355277;SRR16355278;SRR16355279;SRR16355286;SRR16355287;SRR16355288;SRR16355289;SRR16355291;SRR16355292;SRR16355294;SRR16355295;SRR16355296;SRR16355297;SRR16355298;SRR16355299;SRR16355300;SRR16355303;SRR16355304;SRR16355309;SRR16355311;SRR16355312;SRR16355314;SRR16355316;SRR16355318;SRR16355320;SRR16355321;SRR16355322;SRR16355326;SRR16355333;SRR16355337;SRR16355340;SRR16355341;SRR16355342;SRR16355343;SRR16355344;SRR16355345;SRR16355346;SRR16355347;SRR16355348;SRR16355349;SRR16355350;SRR16355351;SRR16355353;SRR16355354;SRR16355356;SRR16355357;SRR16355358;SRR16355364;SRR16355365;SRR16355369;SRR16355371;SRR16355373;SRR16355375;SRR16355378;SRR16355379;SRR16355380;SRR16355382;SRR16355383;SRR16355384;SRR16355387;SRR16355388	SRR16355233;SRR16355243;SRR16355246;SRR16355250;SRR16355256;SRR16355270;SRR16355281;SRR16355283;SRR16355305;SRR16355319;SRR16355323;SRR16355327;SRR16355328;SRR16355330;SRR16355339;SRR16355352;SRR16355360;SRR16355362;SRR16355363;SRR16355381;SRR16355385
17	1	86	48	24	13	SRR16355222;SRR16355224;SRR16355225;SRR16355226;SRR16355228;SRR16355233;SRR16355237;SRR16355241;SRR16355246;SRR16355247;SRR16355248;SRR16355249;SRR16355252;SRR16355253;SRR16355256;SRR16355258;SRR16355259;SRR16355260;SRR16355261;SRR16355267;SRR16355270;SRR16355271;SRR16355272;SRR16355273;SRR16355274;SRR16355275;SRR16355276;SRR16355277;SRR16355281;SRR16355283;SRR16355286;SRR16355291;SRR16355292;SRR16355294;SRR16355296;SRR16355297;SRR16355298;SRR16355300;SRR16355304;SRR16355305;SRR16355309;SRR16355312;SRR16355316;SRR16355318;SRR16355319;SRR16355320;SRR16355322;SRR16355323;SRR16355326;SRR16355327;SRR16355328;SRR16355330;SRR16355333;SRR16355337;SRR16355339;SRR16355340;SRR16355341;SRR16355342;SRR16355343;SRR16355344;SRR16355346;SRR16355347;SRR16355350;SRR16355351;SRR16355352;SRR16355353;SRR16355354;SRR16355356;SRR16355357;SRR16355358;SRR16355362;SRR16355363;SRR16355364;SRR16355369;SRR16355371;SRR16355373;SRR16355375;SRR16355378;SRR16355379;SRR16355380;SRR16355381;SRR16355382;SRR16355384;SRR16355385;SRR16355387;SRR16355388	SRR16355223;SRR16355243;SRR16355245;SRR16355250;SRR16355257;SRR16355262;SRR16355269;SRR16355278;SRR16355279;SRR16355287;SRR16355288;SRR16355289;SRR16355295;SRR16355299;SRR16355303;SRR16355311;SRR16355314;SRR16355321;SRR16355345;SRR16355348;SRR16355349;SRR16355360;SRR16355365;SRR16355383
17	2	88	49	22	12	SRR16355222;SRR16355223;SRR16355224;SRR16355225;SRR16355226;SRR16355228;SRR16355233;SRR16355237;SRR16355241;SRR16355243;SRR16355245;SRR16355246;SRR16355247;SRR16355250;SRR16355252;SRR16355253;SRR16355257;SRR16355261;SRR16355262;SRR16355269;SRR16355270;SRR16355271;SRR16355272;SRR16355274;SRR16355275;SRR16355276;SRR16355277;SRR16355278;SRR16355279;SRR16355281;SRR16355287;SRR16355288;SRR16355289;SRR16355291;SRR16355292;SRR16355294;SRR16355295;SRR16355297;SRR16355298;SRR16355299;SRR16355300;SRR16355303;SRR16355304;SRR16355305;SRR16355311;SRR16355314;SRR16355316;SRR16355319;SRR16355320;SRR16355321;SRR16355322;SRR16355326;SRR16355327;SRR16355328;SRR16355330;SRR16355333;SRR16355337;SRR16355339;SRR16355341;SRR16355342;SRR16355343;SRR16355344;SRR16355345;SRR16355346;SRR16355347;SRR16355348;SRR16355349;SRR16355351;SRR16355353;SRR16355354;SRR16355356;SRR16355358;SRR16355360;SRR16355362;SRR16355363;SRR16355364;SRR16355365;SRR16355369;SRR16355371;SRR16355373;SRR16355375;SRR16355379;SRR16355380;SRR16355381;SRR16355382;SRR16355383;SRR16355385;SRR16355388	SRR16355248;SRR16355249;SRR16355256;SRR16355258;SRR16355259;SRR16355260;SRR16355267;SRR16355273;SRR16355283;SRR16355286;SRR16355296;SRR16355309;SRR16355312;SRR16355318;SRR16355323;SRR16355340;SRR16355350;SRR16355352;SRR16355357;SRR16355378;SRR16355384;SRR16355387
17	3	88	49	22	12	SRR16355222;SRR16355223;SRR16355224;SRR16355225;SRR16355226;SRR16355228;SRR16355233;SRR16355237;SRR16355241;SRR16355243;SRR16355245;SRR16355247;SRR16355248;SRR16355249;SRR16355250;SRR16355252;SRR16355256;SRR16355257;SRR16355258;SRR16355259;SRR16355260;SRR16355261;SRR16355262;SRR16355267;SRR16355269;SRR16355270;SRR16355273;SRR16355277;SRR16355278;SRR16355279;SRR16355281;SRR16355283;SRR16355286;SRR16355287;SRR16355288;SRR16355289;SRR16355292;SRR16355294;SRR16355295;SRR16355296;SRR16355297;SRR16355299;SRR16355303;SRR16355309;SRR16355311;SRR16355312;SRR16355314;SRR16355316;SRR16355318;SRR16355319;SRR16355320;SRR16355321;SRR16355322;SRR16355323;SRR16355327;SRR16355328;SRR16355330;SRR16355333;SRR16355339;SRR16355340;SRR16355341;SRR16355342;SRR16355345;SRR16355346;SRR16355347;SRR16355348;SRR16355349;SRR16355350;SRR16355351;SRR16355352;SRR16355353;SRR16355354;SRR16355357;SRR16355358;SRR16355360;SRR16355362;SRR16355363;SRR16355364;SRR16355365;SRR16355369;SRR16355371;SRR16355373;SRR16355378;SRR16355382;SRR16355383;SRR16355384;SRR16355385;SRR16355387	SRR16355246;SRR16355253;SRR16355271;SRR16355272;SRR16355274;SRR16355275;SRR16355276;SRR16355291;SRR16355298;SRR16355300;SRR16355304;SRR16355305;SRR16355326;SRR16355337;SRR16355343;SRR16355344;SRR16355356;SRR16355375;SRR16355379;SRR16355380;SRR16355381;SRR16355388
17	4	89	49	21	12	SRR16355222;SRR16355223;SRR16355224;SRR16355225;SRR16355233;SRR16355237;SRR16355243;SRR16355245;SRR16355246;SRR16355247;SRR16355248;SRR16355249;SRR16355250;SRR16355252;SRR16355253;SRR16355256;SRR16355257;SRR16355258;SRR16355259;SRR16355260;SRR16355262;SRR16355267;SRR16355269;SRR16355271;SRR16355272;SRR16355273;SRR16355274;SRR16355275;SRR16355276;SRR16355277;SRR16355278;SRR16355279;SRR16355281;SRR16355283;SRR16355286;SRR16355287;SRR16355288;SRR16355289;SRR16355291;SRR16355295;SRR16355296;SRR16355297;SRR16355298;SRR16355299;SRR16355300;SRR16355303;SRR16355304;SRR16355305;SRR16355309;SRR16355311;SRR16355312;SRR16355314;SRR16355318;SRR16355320;SRR16355321;SRR16355323;SRR16355326;SRR16355327;SRR16355328;SRR16355333;SRR16355337;SRR16355340;SRR16355341;SRR16355343;SRR16355344;SRR16355345;SRR16355348;SRR16355349;SRR16355350;SRR16355352;SRR16355353;SRR16355356;SRR16355357;SRR16355358;SRR16355360;SRR16355362;SRR16355365;SRR16355369;SRR16355371;SRR16355375;SRR16355378;SRR16355379;SRR16355380;SRR16355381;SRR16355383;SRR16355384;SRR16355385;SRR16355387;SRR16355388	SRR16355226;SRR16355228;SRR16355241;SRR16355261;SRR16355270;SRR16355292;SRR16355294;SRR16355316;SRR16355319;SRR16355322;SRR16355330;SRR16355339;SRR16355342;SRR16355346;SRR16355347;SRR16355351;SRR16355354;SRR16355363;SRR16355364;SRR16355373;SRR16355382
17	5	89	49	21	12	SRR16355223;SRR16355226;SRR16355228;SRR16355241;SRR16355243;SRR16355245;SRR16355246;SRR16355248;SRR16355249;SRR16355250;SRR16355253;SRR16355256;SRR16355257;SRR16355258;SRR16355259;SRR16355260;SRR16355261;SRR16355262;SRR16355267;SRR16355269;SRR16355270;SRR16355271;SRR16355272;SRR16355273;SRR16355274;SRR16355275;SRR16355276;SRR16355278;SRR16355279;SRR16355283;SRR16355286;SRR16355287;SRR16355288;SRR16355289;SRR16355291;SRR16355292;SRR16355294;SRR16355295;SRR16355296;SRR16355298;SRR16355299;SRR16355300;SRR16355303;SRR16355304;SRR16355305;SRR16355309;SRR16355311;SRR16355312;SRR16355314;SRR16355316;SRR16355318;SRR16355319;SRR16355321;SRR16355322;SRR16355323;SRR16355326;SRR16355330;SRR16355337;SRR16355339;SRR16355340;SRR16355342;SRR16355343;SRR16355344;SRR16355345;SRR16355346;SRR16355347;SRR16355348;SRR16355349;SRR16355350;SRR16355351;SRR16355352;SRR16355354;SRR16355356;SRR16355357;SRR16355360;SRR16355363;SRR16355364;SRR16355365;SRR16355373;SRR16355375;SRR16355378;SRR16355379;SRR16355380;SRR16355381;SRR16355382;SRR16355383;SRR16355384;SRR16355387;SRR16355388	SRR16355222;SRR16355224;SRR16355225;SRR16355233;SRR16355237;SRR16355247;SRR16355252;SRR16355277;SRR16355281;SRR16355297;SRR16355320;SRR16355327;SRR16355328;SRR16355333;SRR16355341;SRR16355353;SRR16355358;SRR16355362;SRR16355369;SRR16355371;SRR16355385
18	1	86	48	24	13	SRR16355223;SRR16355224;SRR16355225;SRR16355226;SRR16355228;SRR16355233;SRR16355241;SRR16355243;SRR16355245;SRR16355246;SRR16355247;SRR16355248;SRR16355249;SRR16355250;SRR16355252;SRR16355253;SRR16355256;SRR16355257;SRR16355259;SRR16355261;SRR16355262;SRR16355267;SRR16355269;SRR16355270;SRR16355273;SRR16355275;SRR16355276;SRR16355277;SRR16355278;SRR16355279;SRR16355281;SRR16355283;SRR16355287;SRR16355288;SRR16355289;SRR16355294;SRR16355295;SRR16355296;SRR16355297;SRR16355298;SRR16355299;SRR16355300;SRR16355304;SRR16355312;SRR16355314;SRR16355316;SRR16355320;SRR16355321;SRR16355322;SRR16355323;SRR16355326;SRR16355328;SRR16355330;SRR16355333;SRR16355337;SRR16355340;SRR16355341;SRR16355342;SRR16355343;SRR16355344;SRR16355345;SRR16355346;SRR16355347;SRR16355348;SRR16355349;SRR16355350;SRR16355351;SRR16355352;SRR16355353;SRR16355354;SRR16355356;SRR16355357;SRR16355358;SRR16355360;SRR16355364;SRR16355365;SRR16355369;SRR16355373;SRR16355375;SRR16355378;SRR16355379;SRR16355380;SRR16355381;SRR16355384;SRR16355385;SRR16355388	SRR16355222;SRR16355237;SRR16355258;SRR16355260;SRR16355271;SRR16355272;SRR16355274;SRR16355286;SRR16355291;SRR16355292;SRR16355303;SRR16355305;SRR16355309;SRR16355311;SRR16355318;SRR16355319;SRR16355327;SRR16355339;SRR16355362;SRR16355363;SRR16355371;SRR16355382;SRR16355383;SRR16355387
18	2	88	49	22	12	SRR16355222;SRR16355224;SRR16355225;SRR16355226;SRR16355237;SRR16355241;SRR16355243;SRR16355246;SRR16355247;SRR16355248;SRR16355249;SRR16355250;SRR16355252;SRR16355253;SRR16355257;SRR16355258;SRR16355259;SRR16355260;SRR16355261;SRR16355262;SRR16355267;SRR16355270;SRR16355271;SRR16355272;SRR16355273;SRR16355274;SRR16355275;SRR16355277;SRR16355278;SRR16355279;SRR16355283;SRR16355286;SRR16355288;SRR16355291;SRR16355292;SRR16355294;SRR16355296;SRR16355297;SRR16355298;SRR16355303;SRR16355304;SRR16355305;SRR16355309;SRR16355311;SRR16355312;SRR16355316;SRR16355318;SRR16355319;SRR16355320;SRR16355321;SRR16355322;SRR16355323;SRR16355327;SRR16355333;SRR16355337;SRR16355339;SRR16355340;SRR16355341;SRR16355342;SRR16355343;SRR16355344;SRR16355345;SRR16355346;SRR16355347;SRR16355348;SRR16355349;SRR16355351;SRR16355352;SRR16355353;SRR16355356;SRR16355357;SRR16355358;SRR16355360;SRR16355362;SRR16355363;SRR16355365;SRR16355369;SRR16355371;SRR16355373;SRR16355375;SRR16355378;SRR16355380;SRR16355381;SRR16355382;SRR16355383;SRR16355385;SRR16355387;SRR16355388	SRR16355223;SRR16355228;SRR16355233;SRR16355245;SRR16355256;SRR16355269;SRR16355276;SRR16355281;SRR16355287;SRR16355289;SRR16355295;SRR16355299;SRR16355300;SRR16355314;SRR16355326;SRR16355328;SRR16355330;SRR16355350;SRR16355354;SRR16355364;SRR16355379;SRR16355384
18	3	88	49	22	12	SRR16355222;SRR16355223;SRR16355226;SRR16355228;SRR16355233;SRR16355237;SRR16355241;SRR16355243;SRR16355245;SRR16355246;SRR16355247;SRR16355248;SRR16355249;SRR16355250;SRR16355253;SRR16355256;SRR16355258;SRR16355259;SRR16355260;SRR16355261;SRR16355267;SRR16355269;SRR16355270;SRR16355271;SRR16355272;SRR16355273;SRR16355274;SRR16355275;SRR16355276;SRR16355277;SRR16355279;SRR16355281;SRR16355286;SRR16355287;SRR16355288;SRR16355289;SRR16355291;SRR16355292;SRR16355294;SRR16355295;SRR16355299;SRR16355300;SRR16355303;SRR16355304;SRR16355305;SRR16355309;SRR16355311;SRR16355314;SRR16355316;SRR16355318;SRR16355319;SRR16355320;SRR16355326;SRR16355327;SRR16355328;SRR16355330;SRR16355333;SRR16355337;SRR16355339;SRR16355340;SRR16355342;SRR16355344;SRR16355346;SRR16355347;SRR16355348;SRR16355350;SRR16355351;SRR16355352;SRR16355353;SRR16355354;SRR16355357;SRR16355360;SRR16355362;SRR16355363;SRR16355364;SRR16355365;SRR16355369;SRR16355371;SRR16355373;SRR16355375;SRR16355378;SRR16355379;SRR16355382;SRR16355383;SRR16355384;SRR16355385;SRR16355387;SRR16355388	SRR16355224;SRR16355225;SRR16355252;SRR16355257;SRR16355262;SRR16355278;SRR16355283;SRR16355296;SRR16355297;SRR16355298;SRR16355312;SRR16355321;SRR16355322;SRR16355323;SRR16355341;SRR16355343;SRR16355345;SRR16355349;SRR16355356;SRR16355358;SRR16355380;SRR16355381
18	4	89	49	21	12	SRR16355222;SRR16355223;SRR16355224;SRR16355225;SRR16355228;SRR16355233;SRR16355237;SRR16355241;SRR16355245;SRR16355247;SRR16355249;SRR16355250;SRR16355252;SRR16355256;SRR16355257;SRR16355258;SRR16355260;SRR16355262;SRR16355267;SRR16355269;SRR16355270;SRR16355271;SRR16355272;SRR16355273;SRR16355274;SRR16355275;SRR16355276;SRR16355278;SRR16355281;SRR16355283;SRR16355286;SRR16355287;SRR16355289;SRR16355291;SRR16355292;SRR16355295;SRR16355296;SRR16355297;SRR16355298;SRR16355299;SRR16355300;SRR16355303;SRR16355305;SRR16355309;SRR16355311;SRR16355312;SRR16355314;SRR16355316;SRR16355318;SRR16355319;SRR16355321;SRR16355322;SRR16355323;SRR16355326;SRR16355327;SRR16355328;SRR16355330;SRR16355333;SRR16355337;SRR16355339;SRR16355340;SRR16355341;SRR16355343;SRR16355344;SRR16355345;SRR16355346;SRR16355347;SRR16355348;SRR16355349;SRR16355350;SRR16355352;SRR16355353;SRR16355354;SRR16355356;SRR16355358;SRR16355362;SRR16355363;SRR16355364;SRR16355365;SRR16355369;SRR16355371;SRR16355379;SRR16355380;SRR16355381;SRR16355382;SRR16355383;SRR16355384;SRR16355385;SRR16355387	SRR16355226;SRR16355243;SRR16355246;SRR16355248;SRR16355253;SRR16355259;SRR16355261;SRR16355277;SRR16355279;SRR16355288;SRR16355294;SRR16355304;SRR16355320;SRR16355342;SRR16355351;SRR16355357;SRR16355360;SRR16355373;SRR16355375;SRR16355378;SRR16355388
18	5	89	49	21	12	SRR16355222;SRR16355223;SRR16355224;SRR16355225;SRR16355226;SRR16355228;SRR16355233;SRR16355237;SRR16355243;SRR16355245;SRR16355246;SRR16355248;SRR16355252;SRR16355253;SRR16355256;SRR16355257;SRR16355258;SRR16355259;SRR16355260;SRR16355261;SRR16355262;SRR16355269;SRR16355271;SRR16355272;SRR16355274;SRR16355276;SRR16355277;SRR16355278;SRR16355279;SRR16355281;SRR16355283;SRR16355286;SRR16355287;SRR16355288;SRR16355289;SRR16355291;SRR16355292;SRR16355294;SRR16355295;SRR16355296;SRR16355297;SRR16355298;SRR16355299;SRR16355300;SRR16355303;SRR16355304;SRR16355305;SRR16355309;SRR16355311;SRR16355312;SRR16355314;SRR16355318;SRR16355319;SRR16355320;SRR16355321;SRR16355322;SRR16355323;SRR16355326;SRR16355327;SRR16355328;SRR16355330;SRR16355339;SRR16355341;SRR16355342;SRR16355343;SRR16355345;SRR16355349;SRR16355350;SRR16355351;SRR16355354;SRR16355356;SRR16355357;SRR16355358;SRR16355360;SRR16355362;SRR16355363;SRR16355364;SRR16355371;SRR16355373;SRR16355375;SRR16355378;SRR16355379;SRR16355380;SRR16355381;SRR16355382;SRR16355383;SRR16355384;SRR16355387;SRR16355388	SRR16355241;SRR16355247;SRR16355249;SRR16355250;SRR16355267;SRR16355270;SRR16355273;SRR16355275;SRR16355316;SRR16355333;SRR16355337;SRR16355340;SRR16355344;SRR16355346;SRR16355347;SRR16355348;SRR16355352;SRR16355353;SRR16355365;SRR16355369;SRR16355385
19	1	86	48	24	13	SRR16355223;SRR16355224;SRR16355225;SRR16355228;SRR16355233;SRR16355237;SRR16355241;SRR16355245;SRR16355246;SRR16355247;SRR16355248;SRR16355249;SRR16355250;SRR16355253;SRR16355257;SRR16355258;SRR16355260;SRR16355261;SRR16355262;SRR16355267;SRR16355269;SRR16355270;SRR16355271;SRR16355272;SRR16355273;SRR16355274;SRR16355275;SRR16355276;SRR16355277;SRR16355278;SRR16355281;SRR16355286;SRR16355287;SRR16355289;SRR16355291;SRR16355292;SRR16355294;SRR16355295;SRR16355296;SRR16355297;SRR16355298;SRR16355299;SRR16355300;SRR16355303;SRR16355305;SRR16355311;SRR16355312;SRR16355314;SRR16355316;SRR16355321;SRR16355322;SRR16355323;SRR16355327;SRR16355328;SRR16355330;SRR16355333;SRR16355337;SRR16355339;SRR16355340;SRR16355341;SRR16355342;SRR16355344;SRR16355346;SRR16355347;SRR16355348;SRR16355349;SRR16355350;SRR16355353;SRR16355354;SRR16355356;SRR16355357;SRR16355358;SRR16355360;SRR16355362;SRR16355363;SRR16355364;SRR16355365;SRR16355369;SRR16355373;SRR16355375;SRR16355381;SRR16355382;SRR16355383;SRR16355385;SRR16355387;SRR16355388	SRR16355222;SRR16355226;SRR16355243;SRR16355252;SRR16355256;SRR16355259;SRR16355279;SRR16355283;SRR16355288;SRR16355304;SRR16355309;SRR16355318;SRR16355319;SRR16355320;SRR16355326;SRR16355343;SRR16355345;SRR16355351;SRR16355352;SRR16355371;SRR16355378;SRR16355379;SRR16355380;SRR16355384
19	2	88	49	22	12	SRR16355222;SRR16355223;SRR16355224;SRR16355225;SRR16355226;SRR16355228;SRR16355233;SRR16355237;SRR16355243;SRR16355245;SRR16355246;SRR16355248;SRR16355249;SRR16355252;SRR16355253;SRR16355256;SRR16355258;SRR16355259;SRR16355260;SRR16355261;SRR16355262;SRR16355267;SRR16355269;SRR16355270;SRR16355271;SRR16355272;SRR16355273;SRR16355274;SRR16355275;SRR16355277;SRR16355278;SRR16355279;SRR16355283;SRR16355287;SRR16355288;SRR16355289;SRR16355291;SRR16355292;SRR16355294;SRR16355295;SRR16355296;SRR16355298;SRR16355300;SRR16355304;SRR16355305;SRR16355309;SRR16355311;SRR16355312;SRR16355314;SRR16355318;SRR16355319;SRR16355320;SRR16355321;SRR16355323;SRR16355326;SRR16355327;SRR16355333;SRR16355337;SRR16355339;SRR16355340;SRR16355341;SRR16355342;SRR16355343;SRR16355344;SRR16355345;SRR16355346;SRR16355347;SRR16355349;SRR16355350;SRR16355351;SRR16355352;SRR16355353;SRR16355354;SRR16355356;SRR16355358;SRR16355360;SRR16355362;SRR16355364;SRR16355369;SRR16355371;SRR16355373;SRR16355378;SRR16355379;SRR16355380;SRR16355381;SRR16355382;SRR16355384;SRR16355385	SRR16355241;SRR16355247;SRR16355250;SRR16355257;SRR16355276;SRR16355281;SRR16355286;SRR16355297;SRR16355299;SRR16355303;SRR16355316;SRR16355322;SRR16355328;SRR16355330;SRR16355348;SRR16355357;SRR16355363;SRR16355365;SRR16355375;SRR16355383;SRR16355387;SRR16355388
19	3	88	49	22	12	SRR16355222;SRR16355225;SRR16355226;SRR16355233;SRR16355241;SRR16355243;SRR16355246;SRR16355247;SRR16355248;SRR16355249;SRR16355250;SRR16355252;SRR16355253;SRR16355256;SRR16355257;SRR16355259;SRR16355260;SRR16355261;SRR16355262;SRR16355267;SRR16355269;SRR16355270;SRR16355273;SRR16355276;SRR16355277;SRR16355278;SRR16355279;SRR16355281;SRR16355283;SRR16355286;SRR16355287;SRR16355288;SRR16355289;SRR16355291;SRR16355292;SRR16355294;SRR16355295;SRR16355297;SRR16355298;SRR16355299;SRR16355303;SRR16355304;SRR16355305;SRR16355309;SRR16355311;SRR16355314;SRR16355316;SRR16355318;SRR16355319;SRR16355320;SRR16355322;SRR16355323;SRR16355326;SRR16355327;SRR16355328;SRR16355330;SRR16355333;SRR16355339;SRR16355341;SRR16355342;SRR16355343;SRR16355344;SRR16355345;SRR16355346;SRR16355347;SRR16355348;SRR16355351;SRR16355352;SRR16355353;SRR16355356;SRR16355357;SRR16355358;SRR16355360;SRR16355363;SRR16355364;SRR16355365;SRR16355371;SRR16355373;SRR16355375;SRR16355378;SRR16355379;SRR16355380;SRR16355382;SRR16355383;SRR16355384;SRR16355385;SRR16355387;SRR16355388	SRR16355223;SRR16355224;SRR16355228;SRR16355237;SRR16355245;SRR16355258;SRR16355271;SRR16355272;SRR16355274;SRR16355275;SRR16355296;SRR16355300;SRR16355312;SRR16355321;SRR16355337;SRR16355340;SRR16355349;SRR16355350;SRR16355354;SRR16355362;SRR16355369;SRR16355381
19	4	89	49	21	12	SRR16355222;SRR16355223;SRR16355224;SRR16355225;SRR16355226;SRR16355228;SRR16355233;SRR16355237;SRR16355241;SRR16355243;SRR16355245;SRR16355247;SRR16355248;SRR16355249;SRR16355250;SRR16355252;SRR16355253;SRR16355256;SRR16355257;SRR16355258;SRR16355259;SRR16355260;SRR16355267;SRR16355270;SRR16355271;SRR16355272;SRR16355274;SRR16355275;SRR16355276;SRR16355278;SRR16355279;SRR16355281;SRR16355283;SRR16355286;SRR16355287;SRR16355288;SRR16355292;SRR16355294;SRR16355295;SRR16355296;SRR16355297;SRR16355299;SRR16355300;SRR16355303;SRR16355304;SRR16355309;SRR16355312;SRR16355316;SRR16355318;SRR16355319;SRR16355320;SRR16355321;SRR16355322;SRR16355323;SRR16355326;SRR16355327;SRR16355328;SRR16355330;SRR16355333;SRR16355337;SRR16355339;SRR16355340;SRR16355343;SRR16355345;SRR16355348;SRR16355349;SRR16355350;SRR16355351;SRR16355352;SRR16355353;SRR16355354;SRR16355356;SRR16355357;SRR16355358;SRR16355362;SRR16355363;SRR16355364;SRR16355365;SRR16355369;SRR16355371;SRR16355375;SRR16355378;SRR16355379;SRR16355380;SRR16355381;SRR16355383;SRR16355384;SRR16355387;SRR16355388	SRR16355246;SRR16355261;SRR16355262;SRR16355269;SRR16355273;SRR16355277;SRR16355289;SRR16355291;SRR16355298;SRR16355305;SRR16355311;SRR16355314;SRR16355341;SRR16355342;SRR16355344;SRR16355346;SRR16355347;SRR16355360;SRR16355373;SRR16355382;SRR16355385
19	5	89	49	21	12	SRR16355222;SRR16355223;SRR16355224;SRR16355226;SRR16355228;SRR16355237;SRR16355241;SRR16355243;SRR16355245;SRR16355246;SRR16355247;SRR16355250;SRR16355252;SRR16355256;SRR16355257;SRR16355258;SRR16355259;SRR16355261;SRR16355262;SRR16355269;SRR16355271;SRR16355272;SRR16355273;SRR16355274;SRR16355275;SRR16355276;SRR16355277;SRR16355279;SRR16355281;SRR16355283;SRR16355286;SRR16355288;SRR16355289;SRR16355291;SRR16355296;SRR16355297;SRR16355298;SRR16355299;SRR16355300;SRR16355303;SRR16355304;SRR16355305;SRR16355309;SRR16355311;SRR16355312;SRR16355314;SRR16355316;SRR16355318;SRR16355319;SRR16355320;SRR16355321;SRR16355322;SRR16355326;SRR16355328;SRR16355330;SRR16355337;SRR16355340;SRR16355341;SRR16355342;SRR16355343;SRR16355344;SRR16355345;SRR16355346;SRR16355347;SRR16355348;SRR16355349;SRR16355350;SRR16355351;SRR16355352;SRR16355354;SRR16355357;SRR16355360;SRR16355362;SRR16355363;SRR16355365;SRR16355369;SRR16355371;SRR16355373;SRR16355375;SRR16355378;SRR16355379;SRR16355380;SRR16355381;SRR16355382;SRR16355383;SRR16355384;SRR16355385;SRR16355387;SRR16355388	SRR16355225;SRR16355233;SRR16355248;SRR16355249;SRR16355253;SRR16355260;SRR16355267;SRR16355270;SRR16355278;SRR16355287;SRR16355292;SRR16355294;SRR16355295;SRR16355323;SRR16355327;SRR16355333;SRR16355339;SRR16355353;SRR16355356;SRR16355358;SRR16355364
