pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	strain	species	genus	family	order	class	phylum	kingdom	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	sample body site	refseq id	habitat	cell shape	id	summary_rank
	0.0		Actinomyces johnsonii	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Facultative anaerobe	0.0	0					67.0		98.52		Actinomyces_johnsonii.json				0.0	Actinomyces_johnsonii	species
	1.0		Actinomyces massiliensis	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Facultative anaerobe	0.0	Nonmotile	0.0				68.0				Actinomyces_massiliensis.json					Actinomyces_massiliensis	species
			Actinomyces naeslundii	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0							Gram+	Facultative anaerobe	0.0	0	0.0								Actinomyces_naeslundii.json	0.0		0.0	0.0	Actinomyces_naeslundii	species
Actinomyces oris K20 (871541.3)			Actinomyces oris	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human		871541.3					0.0	0.0	Yes		0	0	0	0	Gram+	Facultative anaerobe	0.0	0	0.0				68.0				Actinomyces_oris.json	0.0				Actinomyces_oris	species
	0.0	Actinomyces polynesiensis DSM 27066	Actinomyces polynesiensis	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human	1325934.0		GCF_000820725.1		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/820/725/GCF_000820725.1_Actinomyces_polynesiensis	Actinomyces_polynesiensis.json		GCF_000820725.1			Actinomyces_polynesiensis	species
Actinomyces sp. HPA0247 (1203556.3)	1.0	Actinomyces sp. HPA0247	Actinomyces sp. HPA0247	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human	1203556.0	1203556.3	GCF_000411415.1	2541047011.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Digestive system	Gram+	Facultative anaerobe	0.0	0		2428384.0	2068.0	1580355.0	65.0	2007.0	97.05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/411/415/GCF_000411415.1_Acti_sp_HPA0247_V1	Actinomyces_sp__HPA0247.json		GCF_000411415.1		0.0	Actinomyces_sp__HPA0247	species
	0.0	Actinomyces sp. ICM39	Actinomyces sp. ICM39	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human	1105029.0		GCF_000282935.1	2537562196.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0	0.0	2267656.0	2010.0	1485568.0	66.0	1958.0	97.41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/282/935/GCF_000282935.1_AspICM39v1.0	Actinomyces_sp__ICM39.json	0.0		0.0	0.0	Actinomyces_sp__ICM39	species
	0.0	Actinomyces sp. ICM47	Actinomyces sp. ICM47	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human	936548.0		GCF_000278725.1	2537561777.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0	0.0	2444105.0	2132.0	1580208.0	65.0	2080.0	97.56	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/278/725/GCF_000278725.1_AspICM47v1.0	Actinomyces_sp__ICM47.json			0.0	0.0	Actinomyces_sp__ICM47	species
	0.0	Actinomyces sp. ph3	Actinomyces sp. ph3	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human	1118058.0		GCF_000308055.1		PMID:30745586	Literature research									Gram+											ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/308/055/GCF_000308055.1_ASM30805v1	Actinomyces_sp__ph3.json		GCF_000308055.1			Actinomyces_sp__ph3	species
	0.0	Actinomyces timonensis DSM 23838	Actinomyces timonensis	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human	521393.0		GCF_000295095.1	2548877015.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Unclassified	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0	0.0	2913054.0	2551.0	2074049.0	71.0	2488.0	97.53	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/295/095/GCF_000295095.1_ASM29509v1	Actinomyces_timonensis.json	0.0	GCF_000295095.1		0.0	Actinomyces_timonensis	species
Actinomyces urogenitalis DSM 15434 (525246.3)			Actinomyces urogenitalis	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human		525246.3					0.0	0.0	Yes	0.0	Host-associated			Reproductive system	Gram+	Facultative anaerobe	0.0						69.0				Actinomyces_urogenitalis.json					Actinomyces_urogenitalis	species
Actinomyces viscosus C505 (562973.4)	2.0	Actinomyces viscosus C505	Actinomyces viscosus	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human	562973.0	562973.4	GCF_000175315.3	2562617184.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	Nonmotile		3126396.0	2643.0	2144572.0	69.0	2587.0	97.88	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/315/GCF_000175315.3_Acti_vis_C505_V3	Actinomyces_viscosus.json					Actinomyces_viscosus	species
	0.0	Acutalibacter muris	Acutalibacter muris	Acutalibacter	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	1796620.0		GCF_002201475.1	2757320831.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Unclassified	Unclassified	Gram+	Anaerobe	0.0	0	0.0	3802913.0	3883.0	2077940.0	55.0	3819.0	98.35	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/475/GCF_002201475.1_ASM220147v1	Acutalibacter_muris.json	0.0	NZ_CP021422	0.0	0.0	Acutalibacter_muris	species
	0.0	Adlercreutzia muris	Adlercreutiza muris	Adlercreutzia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	Mouse	1796610.0				PMID:27670113	Literature research									Gram+	0										https://www.ncbi.nlm.nih.gov/assembly/GCF_008831045.1/	Adlercreutiza_muris.json		GCF_008831045.1			Adlercreutiza_muris	species
Enterorhabdus caecimuris B7 (1235794.3)	1.0	Adlercreutzia caecimuris B7	Adlercreutzia caecimuris	Adlercreutzia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	Mouse	1235794.0	1235794.3	GCF_000403355.2	2563367219.0	PMID:27670113	Literature research	0.0	0.0	Yes		0	0	0	0	Gram+	Anaerobe	0.0	0	0.0	2943296.0	2513.0	1887437.0	64.0	2455.0	97.69	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/403/355/GCF_000403355.2_Ente_caec_B7_V1	Adlercreutzia_caecimuris.json	0.0				Adlercreutzia_caecimuris	species
	0.0		Adlercreutzia equolifaciens	Adlercreutzia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	Human			GCF_000478885.1	2597489914.0			0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	0	0.0	0	0.0	2862526.0	2321.0	1816538.0	63.0	2264.0	97.54		Adlercreutzia_equolifaciens.json	0.0			0.0	Adlercreutzia_equolifaciens	species
	0.0	Adlercreutzia mucosicola DSM 19490	Adlercreutzia mucosicola	Adlercreutzia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	Mouse	1121866.0		GCF_000422625.1	2524023091.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Unclassified	Unclassified	Gram+	Anaerobe	0.0	Nonmotile	0.0	3013434.0	2502.0	1937896.0	64.0	2436.0	97.36	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/625/GCF_000422625.1_ASM42262v1	Adlercreutzia_mucosicola.json					Adlercreutzia_mucosicola	species
	0.0	Advenella mimigardefordensis DPN7	Advenella mimigardefordensis	Advenella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human	1247726.0		GCF_000521505.1	2548877156.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Engineered	Solid waste	Composting	Unknown material	Gram-	Obligate aerobe		Motile	0.0	4764126.0	4129.0	2583218.0	54.0	4084.0	98.91	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/521/505/GCF_000521505.1_ASM52150v1	Advenella_mimigardefordensis.json	0.0	GCF_000521505.1			Advenella_mimigardefordensis	species
	0.0	Aerococcus christensenii DSM 15819 = CCUG 28831	Aerococcus christensenii	Aerococcus	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	525247.0		GCF_001466745.1	2687453475.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Microaerophile	0.0	0	0.0	1634920.0	1578.0	640670.0	39.0	1502.0	95.18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/466/745/GCF_001466745.1_DSM15819v1.0	Aerococcus_christensenii.json	0.0	GCF_001466745.1	0.0	0.0	Aerococcus_christensenii	species
	2.0		Aerococcus viridans	Aerococcus	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0			Unclassified	Unclassified	Gram+	Microaerophile	0.0		0.0				39.0				Aerococcus_viridans.json	0.0				Aerococcus_viridans	species
Aeromicrobium sp. JC14 (1033730.3)	1.0	Aeromicrobium massiliense JC14	Aeromicrobium massiliense	Aeromicrobium	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	Human	1033730.0	1033730.3	GCF_000312105.1	2636416159.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Aerobe	0.0	Motile		6757104.0	7156.0	4426853.0	66.0	7042.0	98.41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/105/GCF_000312105.1_ASM31210v1	Aeromicrobium_massiliense.json		GCF_000312105.1			Aeromicrobium_massiliense	species
Aeromonas caviae Ae398 (878320.4)			Aeromonas caviae	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human		878320.4		651324007.0			0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram-	Facultative anaerobe	0.0		0.0	4439218.0	4182.0	2727168.0	61.0	4103.0	98.11		Aeromonas_caviae.json	0.0				Aeromonas_caviae	species
			Aeromonas hydrophila	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								Aeromonas_hydrophila.json	0.0		0.0	0.0	Aeromonas_hydrophila	species
	0.0	Aeromonas jandaei Riv2	Aeromonas jandaei	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	1458276.0		GCF_000708125.1	2609460199.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	Facultative anaerobe	0.0	0	0.0	4478089.0	4118.0	2643974.0	59.0	4035.0	97.98	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/708/125/GCF_000708125.1_RIV2	Aeromonas_jandaei.json	0.0	GCF_000014805.1	0.0	0.0	Aeromonas_jandaei	species
			Aeromonas media	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0	0	0.0				61.0				Aeromonas_media.json	0.0	GCF_000754915.1	0.0	0.0	Aeromonas_media	species
			Aeromonas veronii	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								Aeromonas_veronii.json				0.0	Aeromonas_veronii	species
Afipia birgiae 34632 (1197906.5)	2.0	Afipia birgiae 34632	Afipia birgiae	Afipia	Bradyrhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Human	1197906.0	1197906.5	GCF_000308295.2	2551306146.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Aquatic	Drinking water	Freshwater	Gram-	0	0.0	0	0.0	5245459.0	5198.0	3191067.0	61.0	5125.0	98.6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/308/295/GCF_000308295.2_Ab_34632	Afipia_birgiae.json	0.0	GCF_000204115.1		0.0	Afipia_birgiae	species
	0.0	Agathobaculum desmolans ATCC 43058	Agathobaculum desmolans	Agathobaculum	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1408437.0		GCF_000701665.1	2561511082.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Animal	Intestine	Digestive system	Gram+	0	0.0	0	0.0	2652605.0	2763.0	1434154.0	54.0	2695.0	97.54	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/665/GCF_000701665.1_ASM70166v1	Agathobaculum_desmolans.json	0.0			0.0	Agathobaculum_desmolans	species
			Aggregatibacter aphrophilus	Aggregatibacter	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobic	0.0		0.0				42.0				Aggregatibacter_aphrophilus.json					Aggregatibacter_aphrophilus	species
			Aggregatibacter segnis	Aggregatibacter	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria	Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated		Unclassified		Gram-	Facultative anaerobic	0.0		0.0								Aggregatibacter_segnis.json	0.0		0.0	0.0	Aggregatibacter_segnis	species
Agrobacterium tumefaciens str. C58 (176299.10)	2.0	Agrobacterium fabrum str. C58	Agrobacterium fabrum	Agrobacterium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Human	176299.0	176299.1	GCF_000092025.1	639279302.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes		Host-associated	Plants	Unclassified	Unclassified	Gram-	Aerobe		Motile	0.0	5674064.0	5491.0	3350042.0	59.0	5402.0	98.38	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/025/GCF_000092025.1_ASM9202v1	Agrobacterium_fabrum.json	0.0				Agrobacterium_fabrum	species
			Agrobacterium tumefaciens	Agrobacterium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	0	0.0		0.0								Agrobacterium_tumefaciens.json	0.0	GCF_001188835.1	0.0		Agrobacterium_tumefaciens	species
Akkermansia muciniphila ATCC BAA-835 (349741.6)			Akkermansia muciniphila	Akkermansia	Akkermansiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria	Human		349741.6					0.0	0.0	Yes	0.0	Host-associated				Gram-	Obligate anaerobe	0.0		0.0				56.0				Akkermansia_muciniphila.json					Akkermansia_muciniphila	species
	0.0	Akkermansia sp. KLE1797	Akkermansia sp. KLE1797	Akkermansia	Akkermansiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria	Human	1574264.0		GCF_001578645.1	2775506869.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	3090992.0	2629.0	1760070.0	57.0	2575.0	97.95	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/645/GCF_001578645.1_ASM157864v1	Akkermansia_sp__KLE1797.json	0.0	GCF_001578645.1	0.0	0.0	Akkermansia_sp__KLE1797	species
	0.0	Akkermansia sp. KLE1798	Akkermansia sp. KLE1798	Akkermansia	Akkermansiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria	Human	1574265.0		GCF_001580195.1	2775506868.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	3097963.0	2631.0	1763848.0	57.0	2576.0	97.91	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/580/195/GCF_001580195.1_ASM158019v1	Akkermansia_sp__KLE1798.json	0.0	GCF_001580195.1	0.0	0.0	Akkermansia_sp__KLE1798	species
			Alcaligenes faecalis	Alcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0		0.0								Alcaligenes_faecalis.json	0.0		0.0	0.0	Alcaligenes_faecalis	species
			Aliarcobacter butzleri	Aliarcobacter	Arcobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0	Motile					27.0				Aliarcobacter_butzleri.json					Aliarcobacter_butzleri	species
	1.0		Aliivibrio fischeri	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human					PMID:31092280	DAR genome selection	0.0	0.0	Yes	0.0	Host-associated	Mollusca	Unclassified	Unclassified	Gram-	Facultative	0.0	Motile	0.0				38.0				Aliivibrio_fischeri.json	0.0				Aliivibrio_fischeri	species
Aliivibrio salmonicida LFI1238 (316275.15)	1.0	Aliivibrio salmonicida LFI1238	Aliivibrio salmonicida	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	316275.0	316275.15	GCF_000196495.1	643348506.0	PMID:31092280	DAR genome selection	0.0	0.0	Yes		Host-associated	Fish	Unclassified	Unclassified	Gram-	Facultative	0.0	Motile	0.0	4655660.0	4075.0	1814275.0	39.0	3911.0	95.98	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/495/GCF_000196495.1_ASM19649v1	Aliivibrio_salmonicida.json	0.0	GCF_000196495.1			Aliivibrio_salmonicida	species
	0.0	Alistipes communis	Alistipes communis	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	1118061.0		GCF_000311925.1	2547132153.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Obligate anaerobe	0.0	Motile	0.0	3134698.0	2685.0	1835320.0	59.0	2633.0	98.06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/925/GCF_000311925.1_ASM31192v1	Alistipes_communis.json		NZ_HE978577			Alistipes_communis	species
Alistipes finegoldii DSM 17242 (679935.3)	2.0	Alistipes finegoldii DSM 17242	Alistipes finegoldii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	679935.0	679935.3	GCF_000265365.1	2509601035.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Digestive system	Gram-	Obligate anaerobe	0.0	Nonmotile		3734239.0	3302.0	2115287.0	57.0	3234.0	97.94	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/365/GCF_000265365.1_ASM26536v1	Alistipes_finegoldii.json					Alistipes_finegoldii	species
Alistipes sp. AP11 (1211813.3)	1.0	Alistipes ihumii AP11	Alistipes ihumii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	1211813.0	1211813.3	GCF_000321205.1	2551306355.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram-	Obligate anaerobe	0.0	Nonmotile	0.0	2772824.0	2346.0	1605644.0	58.0	2291.0	97.66	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/205/GCF_000321205.1_ASM32120v1	Alistipes_ihumii.json	0.0		0.0	0.0	Alistipes_ihumii	species
			Alistipes indistinctus	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human							0.0	0.0							Gram-	Obligate anaerobe	0.0		0.0								Alistipes_indistinctus.json	0.0		0.0	0.0	Alistipes_indistinctus	species
	0.0	Alistipes	Alistipes nov. ERR2221210	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	239759.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram-	Obligate anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2221210/ERR2221210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2221210/ERR2221210_2.fastq.gz	Alistipes_nov__ERR2221210.json	0.0		0.0	0.0	Alistipes_nov__ERR2221210	species
	0.0	Alistipes	Alistipes nov. ERR2221392	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	239759.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram-	Obligate anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/002/ERR2221392/ERR2221392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/002/ERR2221392/ERR2221392_2.fastq.gz	Alistipes_nov__ERR2221392.json	0.0		0.0	0.0	Alistipes_nov__ERR2221392	species
Alistipes onderdonkii DSM 19147 (1120974.3)			Alistipes onderdonkii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human		1120974.3	GCF_000374505.1	2517572213.0			0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Skin	Gram-	Obligate anaerobe	0.0		0.0	3865648.0	3225.0	2235550.0	58.0	3160.0	97.98		Alistipes_onderdonkii.json					Alistipes_onderdonkii	species
	0.0	Alistipes provencensis DSM 102308	Alistipes provencensis	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	1816676.0		GCF_900083545.1		PMID:30745586	Literature research									Gram-											ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/545/GCF_900083545.1_PRJEB13794	Alistipes_provencensis.json		GCF_900083545.1			Alistipes_provencensis	species
Alistipes putredinis DSM 17216 (445970.5)	2.0	Alistipes putredinis DSM 17216	Alistipes putredinis	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	445970.0	445970.5	GCF_000154465.1	641736205.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Human	Large intestine	Digestive system	Gram-	Obligate anaerobe	0.0	Nonmotile	0.0	2549878.0	2799.0	1358268.0	53.0	2742.0	97.96	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/465/GCF_000154465.1_ASM15446v1	Alistipes_putredinis.json					Alistipes_putredinis	species
Alistipes sp. JC50 (1033732.3)	1.0	Alistipes senegalensis JC50	Alistipes senegalensis	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Mouse	1033732.0	1033732.3	GCF_000312145.1	2547132124.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Obligate anaerobe		Nonmotile		3985109.0	3212.0	2327189.0	58.0	3156.0	98.26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/145/GCF_000312145.1_ASM31214v1	Alistipes_senegalensis.json					Alistipes_senegalensis	species
			Alistipes shahii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human							0.0	0.0							Gram-	Obligate anaerobe	0.0		0.0								Alistipes_shahii.json	0.0		0.0	0.0	Alistipes_shahii	species
	0.0	Alistipes sp. AL-1	Alistipes sp. AL-1	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	1499682.0		GCF_000751455.1	2846391800.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	Obligate anaerobe	0.0	0	0.0	3613623.0	3023.0	2106635.0	58.0	2959.0	97.88	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/751/455/GCF_000751455.1_Alistipes_jeddahmassiliense	Alistipes_sp__AL_1.json	0.0	GCF_000821285.2	0.0	0.0	Alistipes_sp__AL_1	species
Alistipes sp. HGB5 (908612.3)	1.0	Alistipes sp. HGB5	Alistipes sp. HGB5	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	908612.0	908612.3	GCF_000183485.2	2512047053.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram-	Obligate anaerobe	0.0	Nonmotile	0.0	3464615.0	3008.0	1992936.0	58.0	2955.0	98.24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/485/GCF_000183485.2_ASM18348v1	Alistipes_sp__HGB5.json					Alistipes_sp__HGB5	species
