Gene ID	EC#	dbCAN_hmm	dbCAN_sub	DIAMOND	#ofTools	Recommend Results	Substrate
megahit-co__c002039_32	-	AA3(2-368)	-	-	1	-	-
megahit-co__c002055_3	-	-	-	GT31	1	-	-
megahit-co__c002056_1	-	PL10_1(7-265)	PL10_e14(1-265)	PL10_1	3	PL10_1	pectin
megahit-co__c002060_8	-	-	-	GT51	1	-	-
megahit-co__c002080_1	-	GH77(461-802)	GH77_e19(299-801)	GH77	3	GH77_e19	alpha-glucan
megahit-co__c002083_2	-	-	-	CE9	1	-	-
megahit-co__c002087_1	-	GT26(55-191)	GT26_e22(55-192)	GT26	3	GT26_e22	-
megahit-co__c002088_3	-	GH23(288-443)	GH23_e1217(289-440)	GH23	3	GH23_e1217	-
megahit-co__c002088_4	-	-	-	GT1	1	-	-
megahit-co__c002108_16	-	-	-	GH5_11	1	-	-
megahit-co__c002108_5	-	GT122(29-328)	GT122_e169(29-328)	GT122	3	GT122_e169	bacterial outer membrane (OM) polysaccharides
megahit-co__c002108_7	-	GT4(205-346)	GT4_e5037(204-345)	GT4	3	GT4_e5037	-
megahit-co__c002108_8	-	-	GT2(12-232)	GT2	2	GT2	-
megahit-co__c002112_1	-	GH43_26(40-186)	GH43_e702(40-191)	CBM13+GH43_26	3	GH43_26	-
megahit-co__c002112_2	-	GH43_5(37-331)	GH43_e503(37-331)	GH43_5	3	GH43_5	-
megahit-co__c002112_4	3.2.1.-:5	GH43_26(6-306)	GH43_e105(6-306)	GH43_26	3	GH43_26	arabinan
megahit-co__c002112_5	-	GH146(27-281)	GH146_e0(27-280)	GH146	3	GH146_e0	arabinan
megahit-co__c002116_1	-	-	-	CBM20	1	-	-
megahit-co__c002147_1	-	GT66(5-394)	GT66_e11(1-394)	GT66	3	GT66_e11	-
megahit-co__c002160_3	-	-	-	CE8	1	-	-
megahit-co__c002165_9	-	-	-	GH13_31	1	-	-
megahit-co__c002188_1	-	-	-	GT2	1	-	-
megahit-co__c002194_6	-	-	-	GH71	1	-	-
megahit-co__c002221_4	-	-	GT2(1-82)	-	1	-	-
megahit-co__c002223_1	-	-	-	GH130_3	1	-	-
megahit-co__c002228_1	-	-	-	GT1	1	-	-
megahit-co__c002234_1	-	GH50(1-335)	GH50_e19(1-335)	GH50	3	GH50_e19	-
megahit-co__c002253_3	-	-	-	CE12	1	-	-
megahit-co__c002262_1	-	-	-	GT4	1	-	-
megahit-co__c002265_9	-	CE1(31-322)	-	-	1	-	-
megahit-co__c002267_1	-|-	CBM4(3-98)+CBM4(126-246)	CBM4_e34(2-98)+CBM4_e34(126-246)	CBM4+CBM54+GH16_3	3	CBM4_e34|CBM4_e34	xylan
megahit-co__c002280_1	-	-	-	GT1	1	-	-
megahit-co__c002282_5	-	GH39(110-297)	GH39_e122(111-309)	GH39	3	GH39_e122	-
megahit-co__c002286_26	-	AA4(6-514)	AA4_e2(7-513)	AA4	3	AA4_e2	lignin
megahit-co__c002289_1	-	-	CBM50_e821(287-329)	-	1	-	chitin
megahit-co__c002305_1	2.4.1.19:2|-	GH13_2(2-215)+CBM20(346-433)	GH13_e445(2-215)+CBM20_e37(346-428)	CBM20+GH13_2	3	GH13_2|CBM20_e37	alpha-glucan
megahit-co__c002310_1	-	-	-	GH13_31	1	-	-
megahit-co__c002332_1	-	GT2(5-157)	GT2(5-156)	GT2	3	GT2	-
megahit-co__c002348_2	-	-	-	GT0	1	-	-
megahit-co__c002362_2	-	GH188(2-114)	-	-	1	-	-
megahit-co__c002393_36	-	GT28(192-350)	GT28_e119(193-349)	GT28	3	GT28_e119	-
megahit-co__c002399_12	-	GT2(9-176)	GT2(9-178)	GT2	3	GT2	-
megahit-co__c002414_1	-	-	-	GH28	1	-	-
megahit-co__c002418_2	-	GT4(215-371)	GT4_e598(220-371)	GT4	3	GT4_e598	-
megahit-co__c002422_5	-	-	-	GH33	1	-	-
megahit-co__c002423_11	-	-	-	CBM0	1	-	-
megahit-co__c002425_1	-	GH23(77-211)	GH23_e731(77-211)	AAM72214.1+GH23	3	GH23_e731	-
megahit-co__c002432_1	-	GH95(1-332)	GH95_e5(1-334)	GH95	3	GH95_e5	-
megahit-co__c002435_1	-	GT4(207-356)	GT4_e6862(212-354)	GT4	3	GT4_e6862	-
megahit-co__c002440_15	-	-	-	GH131	1	-	-
megahit-co__c002453_4	-	-	-	GH26	1	-	-
megahit-co__c002456_2	-	-	-	GH13_16	1	-	-
megahit-co__c002471_5	-	-	-	CBM47	1	-	-
megahit-co__c002510_195	-	GT2(27-142)	GT2(27-142)	GT2	3	GT2	-
megahit-co__c002510_199	-	GT2(20-183)	GT2(20-183)	GT2	3	GT2	-
megahit-co__c002510_220	-	GT19(5-352)	GT19_e14(4-352)	GT19	3	GT19_e14	-
megahit-co__c002510_221	-	GH188(17-145)	-	-	1	-	-
megahit-co__c002510_223	-	CE11(24-291)	CE11_e57(24-290)	CE11	3	CE11_e57	exo-polysaccharide
megahit-co__c002510_227	-	-	-	GT4	1	-	-
megahit-co__c002523_20	-	-	-	GH75	1	-	-
megahit-co__c002523_21	-	-	-	GT1	1	-	-
megahit-co__c002523_22	-	-	-	GT1	1	-	-
megahit-co__c002523_24	-	-	-	GT2	1	-	-
megahit-co__c002523_26	-	-	-	GT1	1	-	-
megahit-co__c002529_104	-	-	-	GH13_31	1	-	-
megahit-co__c002529_173	-	-	-	CBM48+GH13	1	-	-
megahit-co__c002529_41	-	GT81(2-249)	GT81_e10(1-243)	GT81	3	GT81_e10	-
megahit-co__c002529_43	-	GH179(25-275)	GH179_e0(26-241)	-	2	GH179_e0	chitin
megahit-co__c002529_435	-	-	-	GH5_11	1	-	-
megahit-co__c002529_517	-	GT2(6-126)	GT2(6-225)	GT2	3	GT2	-
megahit-co__c002529_560	-	-	GT2(4-206)	GT2	2	GT2	-
megahit-co__c002529_562	-	GT4(214-373)	GT4_e1206(214-375)	GT4	3	GT4_e1206	-
megahit-co__c002529_566	-	-	GT4_e773(219-350)	GT4	2	GT4_e773	-
megahit-co__c002529_587	-	GT2(40-201)	GT2(39-201)	GT2	3	GT2	-
megahit-co__c002529_626	3.5.1.136:4	CE14(35-150)	CE14_e11(35-150)	CE14	3	CE14_e11	chitin
megahit-co__c002529_629	3.2.1.21:7;3.2.1.23:10;3.2.1.25:9	GH1(2-479)	GH1_e109(2-479)	GH1	3	GH1_e109	beta-galactan;beta-glucan;beta-mannan
megahit-co__c002532_118	-	-	-	GT2	1	-	-
megahit-co__c002532_144	-	-	-	CBM50	1	-	-
megahit-co__c002532_161	-	-	-	GT0	1	-	-
megahit-co__c002532_195	-	-	-	GH3	1	-	-
megahit-co__c002532_198	-	-	-	GH171	1	-	-
megahit-co__c002532_201	-	-	-	GH0	1	-	-
megahit-co__c002533_1	-	GT35(82-318)	GT35_e5(68-314)	GT35	3	GT35_e5	-
megahit-co__c002542_8	-|-	-	CBM50_e1064(85-126)+CBM50_e1064(135-175)	CBM50	2	CBM50_e1064|CBM50_e1064	chitin
megahit-co__c002550_1	3.2.1.68:15	GH13_11(107-384)	GH13_e48(106-384)	CBM48+GH13_11	3	GH13_11	alpha-glucan
megahit-co__c002553_7	-	GT1(1-212)	GT1_e6(2-295)	GT1	3	GT1_e6	-
megahit-co__c002558_4	3.2.1.52:4	GH20(377-629)	GH20_e61(376-629)	GH20	3	GH20_e61	host glycan
megahit-co__c002567_1	-	-	-	GH1	1	-	-
megahit-co__c002584_2	-	-	-	GT2	1	-	-
megahit-co__c002589_10	-	-	-	GT34	1	-	-
megahit-co__c002612_3	-	GT4(61-223)	GT4_e345(61-223)	GT4	3	GT4_e345	-
megahit-co__c002617_5	-	-	-	CBM5+GH18	1	-	-
megahit-co__c002622_14	-	-	-	GH5_11	1	-	-
megahit-co__c002636_1	-	GH163(170-354)	GH163_e20(170-354)	GH163	3	GH163_e20	host glycan
megahit-co__c002660_1	-	-	-	GH13_33	1	-	-
megahit-co__c002667_5	-	-	-	GH6	1	-	-
megahit-co__c002668_1	-	-	-	GT2	1	-	-
megahit-co__c002682_8	-	GH141(14-284)	GH141_e20(14-298)	GH141	3	GH141_e20	-
megahit-co__c002688_1	-	-	-	GT2	1	-	-
megahit-co__c002689_7	-	-	GT2(5-125)	GT2	2	GT2	-
megahit-co__c002692_1	-	GT41(1-353)	GT41_e8(1-356)	GT41	3	GT41_e8	-
megahit-co__c002715_5	-	GT83(18-392)	GT83_e5(20-384)	-	2	GT83_e5	-
megahit-co__c002715_6	-	GT2(12-175)	GT2(12-172)	GT2	3	GT2	-
megahit-co__c002736_2	-	-	-	CBM0	1	-	-
megahit-co__c002749_3	3.2.1.52:4|3.2.1.52:4	GH20(352-811)	GH20_e61(352-495)+GH20_e61(498-811)	GH20	3	GH20_e61|GH20_e61	host glycan
megahit-co__c002752_2	-	-	GT4_e3992(196-297)	GT4	2	GT4_e3992	-
megahit-co__c002763_4	-	-	-	GT2	1	-	-
megahit-co__c002763_5	-	-	-	GT51	1	-	-
megahit-co__c002780_4	-	-	GT4_e2954(89-179)	AAM73423.1+GT4	2	GT4_e2954	-
megahit-co__c002799_13	-	-	-	GT0	1	-	-
megahit-co__c002799_43	-	-	-	GH38	1	-	-
megahit-co__c002805_33	-	-	GT4_e6375(897-1004)	GT4	2	GT4_e6375	-
megahit-co__c002805_49	-	-	GT2(57-216)	GT2	2	GT2	-
megahit-co__c002805_52	-	-	-	GT4	1	-	-
megahit-co__c002805_62	-	-	-	GH0	1	-	-
megahit-co__c002821_1	-	AA3_2(2-519)	AA3_e57(2-519)	AA3_2	3	AA3_2	-
megahit-co__c002825_1	-	-	GT41_e8(1-217)	GT41	2	GT41_e8	-
megahit-co__c002828_1	-	-	-	GH28	1	-	-
megahit-co__c002844_1	-	-	-	CBM47	1	-	-
megahit-co__c002849_1	-	-	-	PL26	1	-	-
megahit-co__c002859_9	-	-	-	GH0	1	-	-
megahit-co__c002871_17	-	GT5(65-382)	GT4_e585(206-351)	AAB99629.1+GT4	3	GT4_e585	-
megahit-co__c002873_1	-	GT51(23-172)	GT51_e249(24-170)	GT51	3	GT51_e249	-
megahit-co__c002874_1	-	-	-	GT4	1	-	-
megahit-co__c002875_1	-|-	CBM34(6-114)+GH13_20(156-364)	CBM34_e4(6-114)+GH13_e350(156-366)	CBM34+GH13_20	3	CBM34_e4|GH13_20	alpha-glucan
megahit-co__c002883_1	-	-	-	CBM54	1	-	-
megahit-co__c002898_3	-	-	-	GT0	1	-	-
megahit-co__c002904_2	-	GT119(4-217)	GT119_e95(2-217)	GT119	3	GT119_e95	peptidoglycan
megahit-co__c002927_4	-	-	-	CBM60	1	-	-
megahit-co__c002929_2	-	GH97(39-439)	GH97_e9(44-439)	GH97	3	GH97_e9	-
megahit-co__c002930_18	-	GH188(10-260)	GH179_e0(31-293)	-	2	GH179_e0	chitin
megahit-co__c002946_1	-	GH103(68-218)	GH103_e85(68-218)	GH103	3	GH103_e85	peptidoglycan
megahit-co__c002954_4	-	GT30(34-209)	GT30_e102(34-209)	GT30	3	GT30_e102	-
megahit-co__c002954_6	-	GT9(75-302)	GT9_e54(75-302)	GT9	3	GT9_e54	-
megahit-co__c002970_2	-	-	-	CBM48+GH13_9	1	-	-
megahit-co__c002974_1	-	GH28(73-342)	GH28_e12(92-342)	GH28	3	GH28_e12	pectin
megahit-co__c002975_4	-	-	CBM51_e43(413-499)	CBM51	2	CBM51_e43	host glycan
megahit-co__c002975_5	-	-	-	CBM51	1	-	-
megahit-co__c002975_6	-	GH109(48-199)	-	-	1	-	-
megahit-co__c002977_10	-	-	-	GH1	1	-	-
megahit-co__c002980_2	-	-	-	GT51	1	-	-
megahit-co__c002993_3	-	-	-	GH13_23	1	-	-
megahit-co__c002995_2	-	-	-	PL9_3+PL9_3	1	-	-
megahit-co__c003007_6	-	-	-	CBM50+GH25	1	-	-
megahit-co__c003015_11	-	CBM8(33-169)+GH51_14(223-374)	CBM8_e4(33-168)	CBM8+GH51_14	3	CBM8_e4|GH51_14	cellulose
megahit-co__c003015_4	-	GH20(110-427)	GH20_e244(112-426)	GH20	3	GH20_e244	-
megahit-co__c003015_6	-	CE9(7-365)	CE9_e68(8-365)	CE9	3	CE9_e68	host glycan
megahit-co__c003017_1	4.2.2.23:2|4.2.2.23:15;4.2.2.24:5	CBM2(32-132)+PL11(195-582)	CBM2_e68(32-132)+PL11_e0(195-580)	CBM2+PL11_1	3	CBM2_e68|PL11_e0	cellulose;pectin
megahit-co__c003017_32	-	GT9(107-350)	GT9_e278(108-347)	GT9	3	GT9_e278	-
megahit-co__c003049_1	-	GH43_24(30-166)	GH43_e236(19-166)	GH43_24	3	GH43_24	-
megahit-co__c003049_2	-	GH43_24(53-300)	GH43_e236(53-300)	GH43_24	3	GH43_24	-
megahit-co__c003056_3	-	-	-	CBM50	1	-	-
megahit-co__c003063_13	-	-	CBM32_e358(452-567)	CBM0	2	CBM32_e358	host glycan
megahit-co__c003063_17	-	-	-	GH75	1	-	-
megahit-co__c003077_29	-	-	-	GH5_11	1	-	-
megahit-co__c003077_3	-	-	-	GT2	1	-	-
megahit-co__c003097_109	-	GT117(20-253)	GT117_e2(20-249)	GT117	3	GT117_e2	-
megahit-co__c003097_12	-	-	-	GT0	1	-	-
megahit-co__c003097_120	-	-	-	GH39	1	-	-
megahit-co__c003097_127	-	GT2(53-223)	GT2(53-315)	GT2	3	GT2	-
megahit-co__c003097_139	2.4.1.1:9	GT35(289-653)	GT35_e7(144-662)	GT35	3	GT35_e7	-
megahit-co__c003097_141	-	GH57_6(36-327)	GH57_e36(36-327)	GH57_6	3	GH57_6	-
megahit-co__c003097_157	-	-	-	GH0	1	-	-
megahit-co__c003097_184	-	AA1(89-282)	AA1_e112(85-281)	-	2	AA1_e112	lignin
megahit-co__c003097_221	-	-	-	GH28	1	-	-
megahit-co__c003097_223	-	-	-	GH5_11	1	-	-
megahit-co__c003097_227	-	-	-	GH13_23	1	-	-
megahit-co__c003103_1	-	GT51(48-224)	GT51_e248(50-223)	GT51	3	GT51_e248	-
megahit-co__c003107_2	-	-	-	GH13_30	1	-	-
megahit-co__c003109_1	3.2.1.78:15	GH5_8(53-297)	GH5_e22(53-295)	AAA72861.1+GH5_8	3	GH5_8	beta-mannan
megahit-co__c003109_2	3.2.1.4:2;3.2.1.8:2|3.2.1.4:3;3.2.1.151:2;3.2.1.176:20;3.2.1.-:3	CBM3(105-185)+GH48(308-929)	CBM3_e16(106-184)+GH48_e1(308-928)	CBM3+GH48+GH9	3	CBM3_e16|GH48_e1	-;cellulose;chitin
megahit-co__c003119_1	-	GH144(8-336)	GH144_e19(4-336)	-	2	GH144_e19	beta-glucan
megahit-co__c003146_8	-	CE12(29-217)	CE12_e58(29-217)	CE12	3	CE12_e58	-
megahit-co__c003149_4	-	-	-	GH0	1	-	-
megahit-co__c003158_2	-	GH171(21-386)	GH171_e23(21-386)	GH171	3	GH171_e23	peptidoglycan
megahit-co__c003171_14	-	-	-	GT1	1	-	-
megahit-co__c003171_16	-	GT2(14-162)	GT2(14-163)	GT2	3	GT2	-
megahit-co__c003183_1	-	-	-	GT0	1	-	-
megahit-co__c003185_1	-	GT2(25-149)	GT2(25-185)	GT2	3	GT2	-
megahit-co__c003190_2	-	GH88(72-262)	GH88_e24(75-262)	GH88	3	GH88_e24	host glycan
megahit-co__c003193_11	-	-	-	CBM50	1	-	-
megahit-co__c003193_15	-	-	-	GT2	1	-	-
megahit-co__c003202_2	-	-	-	GT4	1	-	-
megahit-co__c003204_12	-	GT122(29-361)	GT122_e155(29-361)	GT122	3	GT122_e155	bacterial outer membrane (OM) polysaccharides
megahit-co__c003204_13	-	-	GT4_e1427(95-235)	GT4	2	GT4_e1427	-
megahit-co__c003204_3	-	GT4(223-357)	GT4_e4679(223-363)	GT4	3	GT4_e4679	-
megahit-co__c003204_7	-	GT2(4-180)	-	-	1	-	-
megahit-co__c003206_1	-	CE1(365-590)	-	-	1	-	-
megahit-co__c003221_1	-	-	-	GH3	1	-	-
megahit-co__c003221_9	-	GT9(112-300)	-	GT0	2	GT9	-
megahit-co__c003230_10	-	-	-	GT2	1	-	-
megahit-co__c003230_11	-	GT4(191-323)	GT4_e1550(191-323)	GT4	3	GT4_e1550	-
megahit-co__c003230_5	-	-	GT121_e192(205-335)	GT121	2	GT121_e192	bacterial outer membrane (OM) polysaccharides
megahit-co__c003230_8	-	GT2(4-85)	GT2(4-257)	GT2	3	GT2	-
megahit-co__c003230_9	-	GT2(21-129)	GT2(21-248)	GT2	3	GT2	-
megahit-co__c003234_5	2.4.1.1:9	GT35(256-651)	GT35_e7(111-645)	AAM72821.1+GT35	3	GT35_e7	-
megahit-co__c003247_2	-	GH177(43-281)	GH179_e0(13-188)	-	2	GH179_e0	chitin
megahit-co__c003252_11	-	GT2(3-236)	GT2(4-238)	GT2	3	GT2	-
megahit-co__c003252_45	-	GT4(242-386)	GT4_e1189(242-388)	GT4	3	GT4_e1189	-
megahit-co__c003263_5	-	-	GT2(38-244)	GT2	2	GT2	-
megahit-co__c003268_1	-	-	-	GH13_48	1	-	-
megahit-co__c003268_2	-	-	-	GT4	1	-	-
megahit-co__c003272_30	-	-	-	GH28	1	-	-
megahit-co__c003272_71	-	-	-	GH84	1	-	-
megahit-co__c003272_81	-	-	-	GT2	1	-	-
megahit-co__c003279_1	-	-	-	GH0	1	-	-
megahit-co__c003280_1	-	PL38(82-357)	PL38_e2(82-357)	PL38	3	PL38_e2	-
megahit-co__c003290_7	-	-	-	CE8	1	-	-
megahit-co__c003290_8	-	PL1_2(78-265)	PL1_e38(78-265)	PL1_2	3	PL1_2	-
megahit-co__c003290_9	3.2.1.-:2	GH127(59-253)	GH127_e5(59-253)	GH127	3	GH127_e5	pectin
megahit-co__c003300_2	-	-	-	GH47	1	-	-
megahit-co__c003306_8	-	GT4(29-163)	GT4_e2792(27-163)	GT4	3	GT4_e2792	-
megahit-co__c003316_1	-	GH31_1(213-662)	GH31_e34(213-662)	GH31_1	3	GH31_1	-
megahit-co__c003330_16	-	-	-	CBM50	1	-	-
megahit-co__c003333_1	-	GT39(39-275)	-	-	1	-	-
megahit-co__c003334_11	-	GH140(149-529)	GH140_e15(150-532)	-	2	GH140_e15	pectin
megahit-co__c003334_29	-|-	GT2(29-156)+GT83(280-752)	GT2(29-186)+GT83_e60(278-751)	GT2+GT83	3	GT2|GT83_e60	-
megahit-co__c003334_7	-	-	-	GH1	1	-	-
megahit-co__c003334_8	-	-	-	GH27	1	-	-
megahit-co__c003335_1	-	-	-	GH0	1	-	-
megahit-co__c003336_13	-	GT4(207-334)	GT4_e4742(206-335)	GT4	3	GT4_e4742	-
megahit-co__c003336_16	-	CE4(68-272)	CE4_e371(172-270)	-	2	CE4_e371	-
megahit-co__c003369_1	-	GT9(77-285)	GT9_e371(77-286)	GT9	3	GT9_e371	-
megahit-co__c003369_2	2.4.99.-:11	GT9(70-319)	GT9_e84(69-318)	GT9	3	GT9_e84	-
megahit-co__c003376_26	2.4.1.25:4|2.4.1.25:4	CBM20(3-83)+CBM20(133-221)	CBM20_e2(2-85)+CBM20_e2(133-221)	CBM20+GH77	3	CBM20_e2|CBM20_e2	alpha-glucan
megahit-co__c003376_3	-	GT51(60-244)	GT51_e160(60-243)	GT51	3	GT51_e160	-
megahit-co__c003384_21	-	-	-	GT1	1	-	-
megahit-co__c003384_36	-	-	-	GT57	1	-	-
megahit-co__c003384_4	-	-	-	GH71	1	-	-
megahit-co__c003384_55	-	-	-	GT87	1	-	-
megahit-co__c003384_82	-	GT30(32-214)	GT30_e51(34-213)	GT30	3	GT30_e51	-
megahit-co__c003404_4	3.2.1.40:2	CE15(48-445)	CE15_e10(48-444)	CE15	3	CE15_e10	lignin
megahit-co__c003404_9	-	CE1(55-209)	CE1_e22(65-196)	-	2	CE1_e22	-
megahit-co__c003423_12	-	CE1(418-640)	-	-	1	-	-
megahit-co__c003431_11	-	-	-	CBM50	1	-	-
megahit-co__c003436_1	-	CE19(66-436)	CE19_e1(68-437)	CE19	3	CE19_e1	pectin
megahit-co__c003439_1	-	-	-	AA3_2+AA3_2	1	-	-
megahit-co__c003441_5	-	-	-	GH1	1	-	-
megahit-co__c003444_3	-	-	-	GT1	1	-	-
megahit-co__c003445_1	2.4.1.25:4;2.4.1.-:5	GH13_48(59-172)	GH13_e458(58-440)	AAM72212.1+GH13	3	GH13_48	alpha-glucan
megahit-co__c003468_3	-	GH141(24-520)	GH141_e24(24-520)	GH141	3	GH141_e24	-
megahit-co__c003470_1	-	GH78(4-245)	GH78_e2(2-244)	GH33+GH78	3	GH78_e2	-
megahit-co__c003472_3	-	-	GT119_e2(17-133)	-	1	-	peptidoglycan
megahit-co__c003479_1	-	-	-	GT51	1	-	-
megahit-co__c003484_44	-	-	-	CE8	1	-	-
megahit-co__c003493_3	-	GH23(117-223)	GH23_e1028(117-242)	CBM50+GH23	3	GH23_e1028	-
megahit-co__c003494_3	-	-	GT4_e1535(1-57)	-	1	-	-
megahit-co__c003499_1	-	GH50(30-363)	GH50_e15(33-364)	GH50	3	GH50_e15	-
megahit-co__c003527_1	-	GH104(76-218)	GH104_e4(76-217)	GH104	3	GH104_e4	peptidoglycan
megahit-co__c003530_1	-	-	-	GT1	1	-	-
megahit-co__c003548_9	-	-	-	GT2	1	-	-
megahit-co__c003570_2	-	CE14(13-118)	CE14_e33(13-118)	AAM72647.1+CE14	3	CE14_e33	-
megahit-co__c003592_5	-	-	-	GH13_11	1	-	-
megahit-co__c003593_1	-	GT35(153-349)	GT35_e11(153-356)	GT35	3	GT35_e11	-
megahit-co__c003598_24	-	-	-	GT2	1	-	-
megahit-co__c003598_25	-	-	-	GT2	1	-	-
megahit-co__c003598_4	-	GH35(10-195)	GH35_e7(10-199)	GH35	3	GH35_e7	-
megahit-co__c003646_119	3.2.1.4:8	GH12(103-272)	GH12_e2(103-268)	GH12	3	GH12_e2	cellulose
megahit-co__c003646_120	3.2.1.4:8	GH12(156-323)	GH12_e13(156-323)	GH12	3	GH12_e13	cellulose
megahit-co__c003646_34	-	-	-	GT22	1	-	-
megahit-co__c003646_96	-	-	-	GT4	1	-	-
megahit-co__c003659_1	-	GT23(5-250)	GT23_e14(15-249)	GT0	3	GT23_e14	-
megahit-co__c003663_8	-	CE4(86-288)	CE4_e70(86-289)	-	2	CE4_e70	-
megahit-co__c003663_9	-	-	GT2(2-199)	GT2	2	GT2	-
megahit-co__c003683_2	-	GH19_1(45-145)	GH19_e101(35-184)	GH19_1	3	GH19_1	-
megahit-co__c003692_2	-	-	-	GH23	1	-	-
megahit-co__c003699_10	-	GT104(1-349)	GT104_e2(1-349)	GT104	3	GT104_e2	-
megahit-co__c003703_1	-	-	-	GH13_23	1	-	-
megahit-co__c003707_2	-	-	-	GH152	1	-	-
megahit-co__c003709_2	-	GT2(14-181)	GT2(14-244)	GT2	3	GT2	-
megahit-co__c003710_2	-	-	-	GH47	1	-	-
megahit-co__c003715_3	-	AA3(3-604)	-	-	1	-	-
megahit-co__c003722_8	-|3.2.1.78:2	GH26(38-331)+CBM59(362-505)	GH26_e47(38-331)+CBM59_e2(362-504)	CBM59+GH26	3	GH26_e47|CBM59_e2	beta-mannan
megahit-co__c003724_6	-	-	-	GH13_31	1	-	-
megahit-co__c003725_9	-	-	-	CE4	1	-	-
megahit-co__c003729_2	-|-	CBM41(90-213)	CBM41_e4(91-211)+CBM48_e94(349-430)	CED95594.1+CBM41+CBM48+GH13_13	3	CBM41_e4|CBM48_e94	alpha-glucan;beta-glucan
megahit-co__c003736_13	-	-	-	GH0	1	-	-
megahit-co__c003736_40	-	-	-	GH38	1	-	-
megahit-co__c003741_1	-	-	-	GH24	1	-	-
megahit-co__c003746_1	-	-	-	GT0	1	-	-
megahit-co__c003754_1	-	GH78(267-560)	GH78_e82(270-561)	GH78	3	GH78_e82	-
megahit-co__c003761_1	-	-	-	GT2	1	-	-
megahit-co__c003774_1	-	GT51(65-233)	GT51_e136(66-233)	GT51	3	GT51_e136	-
megahit-co__c003780_44	-	GT51(59-232)	GT51_e248(59-231)	GT51	3	GT51_e248	-
megahit-co__c003780_47	-	GH3(49-282)	GH3_e78(57-281)	GH3	3	GH3_e78	-
megahit-co__c003787_10	-	-	-	GT50	1	-	-
megahit-co__c003787_15	-	CE14(9-142)	CE14_e37(9-142)	CE14	3	CE14_e37	-
megahit-co__c003789_140	-	-	-	CBM50	1	-	-
megahit-co__c003789_16	-	-	-	CBM50	1	-	-
megahit-co__c003789_193	-	-	-	GH1	1	-	-
megahit-co__c003789_229	-	GT2(9-167)	GT2(9-169)	GT2	3	GT2	-
megahit-co__c003789_270	-	-	-	GT4	1	-	-
megahit-co__c003789_68	-|-	AA2(68-184)	AA2_e20(66-179)+AA2_e20(452-724)	AA0	3	AA2_e20|AA2_e20	lignin
megahit-co__c003789_71	-	-	-	GH84	1	-	-
megahit-co__c003796_2	-	-	-	GT1	1	-	-
megahit-co__c003799_2	5.4.99.15:10	GH13_26(27-373)	GH13_e468(27-373)	GH13_26	3	GH13_26	alpha-glucan
megahit-co__c003808_1	-	-	-	GT49	1	-	-
megahit-co__c003823_1	-	-	GT4_e1568(294-437)	GT4	2	GT4_e1568	-
megahit-co__c003859_8	-	-	-	CBM47	1	-	-
megahit-co__c003863_1	-	-	-	GH13_11	1	-	-
megahit-co__c003865_39	-	-	-	GH0	1	-	-
megahit-co__c003889_1	-|-	GT27(327-570)	GT2(327-540)+GT4_e483(802-923)	GT0+GT2	3	GT2|GT4_e483	-
megahit-co__c003901_18	-	-	-	CBM48+GH13_8+GH13_8	1	-	-
megahit-co__c003903_10	-	-	-	CBM50	1	-	-
megahit-co__c003918_1	-	-	-	GT4	1	-	-
megahit-co__c003918_2	-	GT4(587-727)	GT4_e2062(590-730)	GT4	3	GT4_e2062	-
megahit-co__c003928_5	-	CE1(42-336)	-	-	1	-	-
megahit-co__c003941_197	-	-	-	CBM5	1	-	-
megahit-co__c003941_33	-	PL17_4(411-521)	PL17_e18(411-523)	PL17_1	3	PL17_4	-
megahit-co__c003941_37	-	GH38(14-280)	GH38_e46(14-192)	GH38	3	GH38_e46	-
megahit-co__c003941_76	-	-	-	GH13_1+GH13_1	1	-	-
megahit-co__c003955_3	-	GT4(199-301)	GT4_e4883(198-301)	GT4	3	GT4_e4883	-
megahit-co__c003959_24	-	-	-	GH13	1	-	-
megahit-co__c003959_31	-	-	-	CBM50+GH25	1	-	-
megahit-co__c003967_1	-	-	-	GT0	1	-	-
megahit-co__c003968_1	-	CE9(1-131)	CE9_e18(1-131)	-	2	CE9_e18	host glycan
megahit-co__c003970_14	-	-	CBM91_e40(40-234)	-	1	-	xylan
megahit-co__c003970_15	-	-	CBM91_e50(47-241)	-	1	-	xylan
megahit-co__c003978_8	3.2.1.113:6	GH92(253-754)	GH92_e18(257-754)	GH92	3	GH92_e18	host glycan
megahit-co__c003978_9	-	GH92(228-748)	GH92_e59(228-748)	GH92	3	GH92_e59	host glycan
megahit-co__c003982_37	3.2.1.17:11	GH23(79-181)	GH23_e335(67-183)	GH23	3	GH23_e335	peptidoglycan
megahit-co__c003982_42	-	GH23(49-178)	GH23_e842(49-177)	GH23	3	GH23_e842	-
megahit-co__c003982_80	-	-	CBM50_e84(62-104)	CBM50	2	CBM50_e84	chitin
megahit-co__c003984_1	-	-	GH191_e21(1-86)	-	1	-	-
megahit-co__c003987_1	-|-	GT2(274-502)	GH17_e78(1-155)+GT2(274-502)	GH17+GT2	3	GH17_e78|GT2	-
megahit-co__c003988_1	-	AA3_2(1-339)	AA3_e57(1-339)	AA3_2	3	AA3_2	-
megahit-co__c004021_2	-	-	CE14_e61(43-158)	-	1	-	-
megahit-co__c004021_4	-	-	GT2(2-202)	GT2	2	GT2	-
megahit-co__c004022_7	-	-	-	GT1	1	-	-
