SampleID	SubjectID	BroadBodySite	BodySubsite	Habitat	PrimaryHabitatIncluded	NumberReads	CandidateRank	Representative	SelectionReason
SRS065099	HMP_2012_809635352	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	45281243	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS065133	HMP_2012_686765762	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	483480	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS065142	HMP_2012_764062976	Nasal cavity	anterior_nares	Anterior nares	TRUE	255427	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS065179	HMP_2012_764042746	Nasal cavity	anterior_nares	Anterior nares	TRUE	237326	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS065278	HMP_2012_763901136	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	77921836	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS065310	HMP_2012_764042746	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	14746856	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS065335	HMP_2012_765560005	Oral cavity	throat		FALSE	7090006		FALSE	body subsite is outside the seven HMP Figure 3 habitat columns
SRS065347	HMP_2012_763901136	Vagina	posterior_fornix	Posterior fornix	TRUE	3353056	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS065431	HMP_2012_809635352	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	543093	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS065504	HMP_2012_764062976	Stool	stool	Stool	TRUE	122445815	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS075398	HMP_2012_158883629	Stool	stool	Stool	TRUE	109430327	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS075404	HMP_2012_158883629	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	138893462	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS075406	HMP_2012_158883629	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	9933224	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS075410	HMP_2012_158883629	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	109169108	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS075419	HMP_2012_158883629	Vagina	posterior_fornix	Posterior fornix	TRUE	767931	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS077730	HMP_2012_159753524	Stool	stool	Stool	TRUE	112079819	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS077736	HMP_2012_159753524	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	87595165	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS077738	HMP_2012_159753524	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	4186479	4	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS077751	HMP_2012_159753524	Vagina	posterior_fornix	Posterior fornix	TRUE	1544391	3	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS078176	HMP_2012_159227541	Stool	stool	Stool	TRUE	105629277	3	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS078182	HMP_2012_159227541	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	156047930	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS078197	HMP_2012_159227541	Vagina	posterior_fornix	Posterior fornix	TRUE	1449504	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
