	CCMD34381688ST-21-0	G78505	G88884	G88970	G89027	H2M514903	H3M518116	HD-1	HD-5	HV-6	LD-48	M1.48.ST	M2.48.ST	M2.58.ST	N021	S353	SID530054	SZAXPI003417-4	T2D-025	T2D-063	T2D-105	YSZC12003_36795
UniRef90_A0A0M6WF16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WF21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WF30	1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1
UniRef90_A0A0M6WF35	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WF39	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WF50	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WF68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WF75	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WF91	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WF98	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WF99	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1
UniRef90_A0A0M6WFA6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WFB1	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WFD1	-3	-3	1	-2	-3	-3	1	1	-3	1	1	-3	-3	-3	-3	1	-3	-3	-3	-3	1	-1
UniRef90_A0A0M6WFG7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WFK9	1	1	-3	1	1	-3	-2	1	1	1	-2	-3	-3	1	-3	1	1	1	1	1	1	-3
UniRef90_A0A0M6WFL2	-2	-3	-3	-3	-3	-3	-3	-2	-3	1	1	-2	-2	-3	-3	-3	-3	-2	-2	-2	-2	-3
UniRef90_A0A0M6WFM3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WFM7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WFM9	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-1
UniRef90_A0A0M6WFN5	1	1	-2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WFN9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WFP0	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-1
UniRef90_A0A0M6WFR2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WFR9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WFS4	-2	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WFS7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WFT0	-3	-3	-3	-3	-3	-3	-2	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WFV9	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-1
UniRef90_A0A0M6WFW9	-3	-3	1	1	1	-3	1	-1	-3	-3	-3	1	1	-3	1	1	-3	1	-2	1	-3	-3
UniRef90_A0A0M6WFX7	-3	-3	1	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WFY7	-3	-3	1	-3	-3	-3	1	1	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-2	1
UniRef90_A0A0M6WFZ6	-3	-3	-3	1	-2	-3	1	1	1	1	1	1	-2	-3	1	1	1	1	1	-2	-3	1
UniRef90_A0A0M6WG07	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	1	-3	-3	1	1	-3	-3	-3
UniRef90_A0A0M6WG56	1	-2	1	-2	-3	-2	1	-3	-2	1	1	-3	1	-3	1	1	-2	1	1	1	1	1
UniRef90_A0A0M6WG63	-3	-3	1	-3	-3	-3	1	-3	-3	1	1	-3	1	-3	-3	-3	-3	1	1	-3	1	-3
UniRef90_A0A0M6WG84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WG91	-3	1	-3	1	1	1	1	1	1	1	1	1	1	1	1	1	-3	1	1	1	-3	1
UniRef90_A0A0M6WG92	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WGA0	-3	-3	-3	-3	-2	-3	-2	-2	1	1	1	-3	-3	-3	1	-2	-3	1	1	1	-3	-3
UniRef90_A0A0M6WGB7	-2	-3	-3	-3	-3	-3	-3	-2	1	1	-2	1	-2	1	-3	1	-2	-2	-2	-2	-2	1
UniRef90_A0A0M6WGC1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WGG7	-3	1	-3	1	1	-2	1	1	1	-3	1	1	1	1	-3	1	1	1	1	-3	1	1
UniRef90_A0A0M6WGI5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3
UniRef90_A0A0M6WGJ0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WGN6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WGS2	1	1	1	1	1	-3	1	1	1	1	1	1	1	-2	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WGV4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WGW4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WGW5	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-1
UniRef90_A0A0M6WGX6	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-1
UniRef90_A0A0M6WGX7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WGY8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WGZ9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WH04	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WH23	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-2	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WH47	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WH69	-3	-3	1	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WH97	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WHB5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WHB6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WHE8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WHE9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WHG5	-2	-3	1	-3	-2	-2	-3	-3	-3	-3	-3	-3	-2	-2	-3	1	1	-3	-3	-3	-3	1
UniRef90_A0A0M6WHG8	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WHI4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WHK5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WHK6	-3	-3	-2	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-2
UniRef90_A0A0M6WHM5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WHN2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WHN8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WHP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WHP5	-3	1	1	1	1	-3	1	1	-3	-3	-3	-3	-3	1	-3	-3	1	-3	-3	-3	1	1
UniRef90_A0A0M6WHP6	1	1	1	1	1	-2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WHS0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WHS8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WHT0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WHU0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WHU1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WHU6	1	1	-2	-2	-2	-2	1	-2	1	-2	1	1	-2	1	-2	-2	-2	-3	-3	-2	1	-3
UniRef90_A0A0M6WHV4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WHW4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WHX2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WHX3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WHX7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WHX9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WHY8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WHY9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WHZ2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WHZ8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WI01	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WI07	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WI08	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WI09	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WI10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WI13	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WI32	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WI40	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WI41	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WI46	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WI51	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WI55	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WI61	1	1	-3	1	1	-3	-2	1	1	1	1	1	1	1	-3	1	1	1	1	1	1	-3
UniRef90_A0A0M6WI67	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-2
UniRef90_A0A0M6WI72	-3	-3	-2	1	-3	1	-2	-2	-3	-3	-3	-3	1	-2	1	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WIA0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WIA6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WIB5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WIE9	-3	-3	-2	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-2	1	-3	-3	-3	-3	-3
UniRef90_A0A0M6WIG4	-3	-3	-3	-3	1	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	1	-2
UniRef90_A0A0M6WIJ6	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-1
UniRef90_A0A0M6WIK9	-3	-3	1	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	1	-2	-3	-3	-3	-3	-3
UniRef90_A0A0M6WIP2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WIR1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WIS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WIT8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WIU2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WIV6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WIW0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WIW5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WIX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WIX4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WIY3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WIZ1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WIZ6	1	1	1	1	1	-2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WJ08	-3	-3	1	-3	-3	-3	-2	-3	-2	-3	-2	-3	-3	-3	-3	1	-3	-2	-2	-2	-2	-2
UniRef90_A0A0M6WJ22	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WJ24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-2	1	1	1	1	1
UniRef90_A0A0M6WJ36	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WJ48	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WJ57	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WJ66	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WJ93	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WJ95	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WJ99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WJA8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WJD5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WJD8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WJD9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WJE0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WJF4	1	-2	1	-2	-2	-3	-3	-3	-2	-2	-2	-2	-2	-2	-2	1	-2	1	-2	-2	1	1
UniRef90_A0A0M6WJF6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WJF8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WJH2	-3	1	-3	1	-3	-3	-3	-3	-3	-3	-3	1	-3	1	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WJI0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WJI5	1	1	1	1	1	-3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WJL6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	1	1	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WJN9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WJP8	-3	-3	-3	-2	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-2	1	1	-3	-3	-3	-3	-3
UniRef90_A0A0M6WJQ6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	1	1	1	-3	-3	-3	-3	-3
UniRef90_A0A0M6WJS0	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-2	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WJS7	-3	-3	-3	-3	-3	-2	-2	-2	-3	-3	-3	-3	-3	-3	-3	1	-2	-3	-3	-3	-3	-3
UniRef90_A0A0M6WJT3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WJT6	-3	-3	1	-3	-3	-3	-3	-3	-3	-2	-3	1	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WJV5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WJX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WJY0	-3	-3	-2	-3	-3	1	1	1	-3	-3	1	-3	-3	-3	1	1	-1	-3	-3	-2	-3	1
UniRef90_A0A0M6WK05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WK29	1	1	1	1	1	-2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WK68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WK76	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-2	-3	-3	-3	-3	1
UniRef90_A0A0M6WKE2	-2	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-2	-3	-3	-3	-3	1
UniRef90_A0A0M6WKG0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WKI2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WKI4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WKJ3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WKL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WKN7	-1	1	-1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1
UniRef90_A0A0M6WKP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WKQ1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WKQ9	1	1	1	1	1	-3	-2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WKR5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WKT2	-3	-3	-3	-3	-3	-3	1	-1	1	-3	1	-3	-3	1	-1	1	1	-3	-3	1	-3	-3
UniRef90_A0A0M6WKT5	-3	-3	-3	-3	-3	-2	-3	1	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3	-3	-3
UniRef90_A0A0M6WKT6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WKU6	-3	-3	-2	-3	-3	-3	-3	-2	-3	-3	1	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-2
UniRef90_A0A0M6WKU7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WKU8	-3	-3	-3	-3	-3	-2	-3	-2	-3	-3	-3	-3	-3	-3	-3	1	-2	-3	-3	-3	-3	-3
UniRef90_A0A0M6WKW0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WKW3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A0M6WKY0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A0M6WKY4	-3	1	-2	-2	-3	-3	-3	1	-3	-3	-3	1	-3	1	-3	-3	-3	-3	-3	-3	-2	-3
UniRef90_A0A0M6WKZ6	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2
UniRef90_A0A0M6WL08	-3	-3	-3	-3	1	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1
UniRef90_A0A0M6WL46	-3	-3	-3	1	-2	1	-1	-1	1	-2	1	-3	-3	-2	-1	1	1	-2	1	1	1	-2
